rejected_page_count	Count
[4], 152 s.	10
90, [2] s.	10
[4], 175 s.	10
14 st.	10
118, [2] s.	10
242s	10
[4], 130 s.	10
171, [2] s.	10
379, [1] s.	10
252, [2] s.	10
[4], 255 s.	10
[16] s., (s. 15/16 blank)	10
[4], 180 s.	10
[4] s	10
337, [1] s.	10
10 bl.	10
2 vol.;(318 s.)	10
176, [1] s.	10
169, [2] s.	10
256, [1] s.	10
[4], 92 s.	10
579 s.	10
209, [2] s.	10
227, [2] s.	10
574 s.	10
178s	10
187, [2] s.	10
350, [1] s.	10
285, [2] s.	10
68, [1] s.	10
469 s.	10
233, [2] s.	10
45, [2] s.	10
4 bl.	10
41, [1] s.	10
68, [2] s.	10
289, [1] s.	10
72, [2] s.	10
)(4.	10
A8-G8.	10
A8-C8D4.	10
A8B4.	10
(28) s.	10
[04] , 80 s.	10
[24] s. =(s. 23/24 blank).=	10
12 s. =(s. 11/12 blank)=.	10
[02] , 08 s.	10
24 s. =(s. 23-24 opag.)=.	10
[04] , 48 s.	10
32 s.; [1] pl.	10
[02] , 84 s.	10
[04] , 40 s.	10
[02], 134 s.	10
[02] , 56 s.	10
[02] , 316 s.	10
[34] , 110 s. =(s. 93-110 opag.)=.	10
187,(1)s	10
60,(2)s	10
372s	10
266s	10
82,(1)s	10
134,(1)s	10
261s	10
275s	10
298s	10
145s	10
130,(1)s	10
45,(3)s	10
(40)s	10
106,(1)s	10
5,(1)s	10
407, [1] s.	9
[42] s.	9
590 s.	9
140, [2] s.	9
534 s.	9
152,(1)s	9
16 s., 1 pl.-bl.	9
201s	9
626 s.	9
2 vol. i 1	9
558 s.	9
56,(1)s	9
198s	9
10, [2] s.	9
80, [1] s.	9
[88] s.	9
[4], 116 s.	9
[4], 131 s.	9
25, [1] s.	9
29, [2] s.	9
[4], 272 s.	9
[2], 54 s.	9
139, [2] s.	9
6 bl.	9
325, [2] s.	9
9, [1] s.	9
14 vol.	9
[4], 208 s.	9
525 s.	9
370s	9
197, [2] s.	9
[4], 44 s.	9
88, [1] s.	9
[4], 95 s.	9
375, [2] s.	9
149, [2] s.	9
517 s.	9
84, [2] s.	9
106, [2] s.	9
566 s.	9
[4], 264 s.	9
[4], 140 s.	9
[4], 159 s.	9
156, [2] s.	9
[4], 204 s.	9
564 s.	9
[4], 172 s.	9
[4], 226 s.	9
356, [1] s.	9
[2], 32 s.	9
[4], 115 s.	9
1 s.	9
[20] s. (s. 19/20 blank)	9
321, [1] s.	9
7[1] s.	9
180, [3] s.	9
8 bl.	9
[4], 30 s.	9
193, [2] s.	9
345, [1] s.	9
317, [1] s.	9
581 s.	9
189, [2] s.	9
583 s.	9
272, [1] s.	9
13 vol.	9
257, [2] s.	9
505 s.	9
399, [1] s.	9
67, [2] s.	9
318,(1)s	9
[4], 14 s.	9
[02], 78 s.	9
318, [1] s.	9
[04], 124 s.	9
48,(2)s	9
81, [3] s.	9
A4-E4F2.	9
A4-D4E2.	9
A6.	9
A8-H8.	9
112 s. =(s. 111/12 blank)=.	9
[02] , 66 s.	9
24 s. & omsl.	9
[04] , 28 s.	9
[04] , 16 s.	9
[02] , 12 s.	9
96 s. =(s. 95/96 blank)=.	9
08 s. =(s. 7-8 opag.)=.	9
[08] s.; [1] pl.	9
[04] , 148 s.	9
[04], 56 s.	9
[08] , 72 s.	9
[04] , 84 s.	9
72 s. =(s. 71/72 blank).=	9
[04] , 124 s.	9
[02] , 74 s.	9
240 s. =(s. 239-40 opag.)=.	9
[02], 30 s.	9
48 s.; [1] pl.	9
73-128. =(totalt 96 s.)=.	9
21,(3)s	9
221,(1)s	9
299s	9
100,(1)s	9
(1),14s	9
(14)s	9
171,(1)s	9
153,(1)s	9
183,(1)s	9
392s	9
159, (1) s.	9
368s	9
338s	9
229s	9
195,(1)s	9
335s	9
186,(1)s	9
90,(1)s	9
120,(1)s	9
295s	9
[2], 42 s.	8
32, [1] s.	8
93,(2)s	8
588 s.	8
259, [2] s.	8
97, [2] s.	8
315s	8
18 bl.	8
198,(1)s	8
339s	8
632 s.	8
744 s.	8
48 s., 1 pl.	8
734 s.	8
101, [3] s.	8
[4], 276 s.	8
150,(1)s	8
644 s.	8
[144] s.	8
74,(1)s	8
563 s.	8
1 ark	8
324s	8
591 s.	8
633 s.	8
187, [3] s.	8
[2], 106 s.	8
[4], 189 s.	8
628 s.	8
[4], 93 s.	8
[4], 128 s.	8
[2], 72 s.	8
[12] bl.	8
[4], 160 s.	8
[4], 64 s.	8
44, [2] s.	8
389, [1] s.	8
310, [1] s.	8
315 s., 42 pl.-bl.	8
[2], 63 s.	8
[4], 60 s.	8
540 s.	8
260, [2] s.	8
[4], 72 s.	8
103, [3] s.	8
[2], 86 s.	8
24, [1] s.	8
[4], 139 s.	8
235, [1] s., 16 pl.-bl., 2 kartbl.	8
145,(1)s	8
170, [2] s.	8
99, [3] s.	8
[4], 68 s.	8
154, [2] s.	8
[4], 156 s.	8
[4], 260 s.	8
323, [1] s.	8
288, [1] s.	8
76, [3] s.	8
95, (1) s.	8
166, [2] s.	8
293, [2] s.	8
359, [1] s.	8
336, [1] s.	8
[4], 251 s.	8
viii, 224 s.	8
[4], 236 s.	8
2 v.	8
96 s	8
179,(1)s	8
245,(1)s	8
165, [2] s.	8
27[1] s.	8
318, [2] s.	8
297, [2] s.	8
[92] s.	8
23[1] s.	8
599 s.	8
113, [2] s.	8
354, [1] s.	8
349, [1] s.	8
[100] s.	8
6, [2] s.	8
373, [2] s.	8
546 s.	8
301, [1] s.	8
602 s.	8
672 s.	8
2 bd	8
598 s.	8
260, [1] s.	8
[4], 185 s.	8
[4], 26 s.	8
32 s	8
[2], 38 s.	8
386, [1] s.	8
363, [1] s.	8
11 bl.	8
317, [2] s.	8
163,(1)s	8
109, [3] s.	8
162, [2] s.	8
[63] s.	8
96, [1] s.	8
28, [2] s.	8
92, [3] s.	8
42,(2)s	8
20 bl.	8
203, [2] s.	8
616 s.	8
97,(1)s	8
24,(1)s	8
[16] bl.	8
[33] s.	8
)(8.	8
A8-G8. Träsn.	8
52,(1)s	8
47, (1) s.	8
[12] s. =(s. 11/12 blank)=.	8
24 s.; [1] ins.	8
[02] f.	8
40 s. & omsl.	8
20 s. =(s. 19/20 blank).=	8
[02] , 112 s.	8
[02] , 86 s.	8
[02] , 102 s.	8
[08] , 152 s.	8
[04] , 56 s.	8
16 s.; [1] ins.	8
[02] , 442, 384 s. =(s. 433-42 opag.)=.	8
=Gemensamt titelbl.:= [02] s. [02] , 966 s. [02] s., s. 967-1146. [02] , 316 s.	8
172,(1)s	8
45,(2)s	8
356s	8
167,(1)s	8
330s	8
6,(2)s	8
113,(1)s	8
257s	8
349s	8
294s	8
313s	8
234,(1)s	8
341s	8
157,(1)s	8
(23)s	8
306s	8
165,(1)s	8
155, (1) s.	8
[29] s.	7
669 s.	7
346, [1] s.	7
571 s.	7
299, [2] s.	7
556 s.	7
48 s., 1 karta	7
24 s., 1 pl.	7
333, [1] s.	7
17 bl.	7
634 s.	7
158, (1) s.	7
686 s.	7
50, [2] s.	7
411s	7
75, [3] s.	7
179, [2] s.	7
384s	7
123, (1) s.	7
154,(1)s	7
463, [1] s.	7
688 s.	7
367s	7
121,(1)s	7
(52)s	7
648 s.	7
521 s.	7
555 s.	7
343, [1] s.	7
[2], 123 s.	7
[4], 212 s.	7
13, [3] s.	7
[4], 148 s.	7
338, [1] s.	7
380, [1] s.	7
96, [2] s.	7
199,(1)s	7
375, [1] s.	7
[4], 100 s.	7
308, [1] s.	7
[2], 36 s.	7
20, [1] s.	7
285, [3] s.	7
587 s.	7
552 s.	7
[4], 235 s.	7
252, [3] s.	7
212, [2] s.	7
317, [3] s.	7
298, [1] s.	7
[2], 44 s.	7
ill.	7
[2], 150 s.	7
[2], 48 s.	7
[4], 56 s.	7
32 s., 1 pl.	7
33, [2] s.	7
[4], 228 s.	7
[4], 216 s.	7
357, [1] s.	7
163, [2] s.	7
322, [2] s.	7
[2], 64 s.	7
[4], 155 s.	7
69, [3] s.	7
594 s.	7
307, [1] s.	7
[4], 170 s.	7
72, [1] s.	7
[120] s.	7
[78] s.	7
[4], 182 s.	7
2 delar	7
235, [2] s.	7
578 s.	7
132, [2] s.	7
[4] s., [1] ins.	7
122, [2] s.	7
[8] bl.	7
357, [2] s.	7
3 d.	7
[4], 62 s.	7
415, [1] s.	7
281, [1] s.	7
206, [2] s.	7
320, [1] s.	7
324, [1] s.	7
[4], 154 s.	7
604 s.	7
361, [1] s.	7
382, [1] s.	7
371, [1] s.	7
216, [1] s.	7
[4] s. (3/4 blank)	7
[04], 76 s.	7
[4], 220 s.	7
[4], 102 s.	7
353, [1] s.	7
610 s.	7
615 s.	7
76, [4] s.	7
16 pl.-bl.	7
64 s., 2 pl.-bl.	7
1 part.;(3 s.)	7
[2], 46 s.	7
121, [2] s.	7
278, [2] s.	7
16 s., 2 pl.-bl.	7
172, [2] s.	7
65, [2] s.	7
123, [4] s.	7
[6], 24 s.	7
265, [2] s.	7
38,(2)s	7
108, [3] s.	7
83, [2] s.	7
267, [1] s.	7
155, [2] s.	7
79, [3] s.	7
viii, 256 s.	7
254, [2] s.	7
305, [1] s.	7
322, [1] s.	7
48 s	7
13 [1] s.	7
14 bl.	7
141, [3] s.	7
71, [2] s.	7
[2], 57 s.	7
584 s.	7
200, [2] s.	7
(2) s. A4-B4.	7
(4) s. A4-B4C2.	7
(16) + (4) bl.	7
[A]8.	7
A12-D12.	7
[16] bl. A8.	7
216, [2] s.	7
(4), 144 s.	7
32 bl.	7
[04] , 96 s.	7
[04], 104 s.	7
60 s. =(s. 59/60 blank)=.	7
[08] , 52 s.	7
28 s. =(s. 27/28 blank).=	7
[32] s. =(s. 31/32 blank).=	7
[02] , 140 s.	7
[08] , 40 s.	7
[02] , 76 s.	7
[08] , 184 s.	7
96 s. =(s. 95/96 blank).=	7
16 s. =(s. 15/16 blank)=; [1] pl.	7
[08] , 24 s.	7
[02] , 158 s.	7
[04] , 192 s.	7
324 s. =(s. 323-24 opag.)=.	7
[02] , 120 s.	7
[04], 60 s.	7
64 s. & omsl.	7
[08] , 44 s.	7
32 s. =(s. 31/32 blank)=	7
[16] , 224 s. =(s. 221-24 opag.).=	7
[12] , 420 s.	7
[04], 116 s.	7
[04] , 172 s.	7
[08] , 84 s.	7
[08] , 128 s.	7
[42] , 114 s. =(s. 104-14 opag.)=.	7
[04], 40 s.	7
[02] s., s. 967-1146.	7
[02], 40 s.	7
48 s. =(s. 45-48 opag.)=.	7
16 s. =(s. 14-16 opag.)=.	7
[18], 430 s.	7
190,(1)s	7
359s	7
273s	7
217,[1] s.	7
254,(1)s	7
188,(1)s	7
(36)s	7
360s	7
126,(2)s	7
(1),17s	7
297s	7
16s +	7
(5)s	7
81,(1)s	7
258s	7
231,(1)s	7
177s	7
156, (1) s.	7
308s	7
400s	7
182,(1)s	7
29,(2)s	7
36,(1)s	7
108,(1)s	7
201,(1)s	7
109,(2)s	7
40,(1)s	7
381s	7
255,[1] s.	7
54,(2)s	7
30, (1) s.	7
34,(2)s	7
138,(1)s	7
149,(1)s	7
32,(2)s	7
31,(1) s.	7
365s	7
377s	7
21,(2)s	7
132 s	6
580 s.	6
541 s.	6
489 s.	6
115, [2] s.	6
639 s.	6
[4], 211 s.	6
[54] s.	6
30s.,1 pl.-bl.	6
[4], 230 s.	6
[4], 120 s.	6
253,(1)s	6
86,(2)s	6
325s	6
603 s.	6
413s	6
(19)s	6
[8], 32 s.	6
606 s.	6
viii, 215 s.	6
136,(1)s	6
15,(1) s.	6
360, [1] s.	6
561 s.	6
[8], 24 s.	6
96, [4] s.	6
13 bl.	6
[1] s., s. 4-30	6
[2], 66 s.	6
32 s. =(s. 29-32 opag.)=.	6
[4], 52 s.	6
[2], 94 s.	6
[4], 164 s.	6
[61] s.	6
[4], 288 s.	6
253, [3] s.	6
1 affisch	6
94,(2)s	6
306, [2] s.	6
[2], 58 s.	6
xvi, 376 s.	6
[4], 163 s.	6
665 s.	6
364s	6
318, [2] s., [19] pl.-bl., 1 karta	6
397 s. +	6
[4], 74 s.	6
261, [2] s.	6
125, [3] s.	6
[13] s.	6
[2], 135 s.	6
[4], 108 s.	6
[4], 109 s.	6
[2], 28, [1] s.	6
251, [2] s.	6
52, [2] s.	6
[4], 240 s.	6
[4], 75 s.	6
[4], 66 s.	6
[4], 301 s.	6
[2], 28, [2] s.	6
481 s.	6
28 s., 1 pl.	6
40, [2] s.	6
797 s.	6
[4], 233 s.	6
[4], 97 s.	6
[6], 138 s.	6
[4], 269 s.	6
[4], 171 s.	6
[4], 284 s.	6
[4], 268 s.	6
513 s.	6
30[2] s.	6
[4], 114 s.	6
1 pianodir. + st.	6
712 s.	6
[4], 203 s.	6
97, [3] s.	6
116, [2] s.	6
153, [3] s.	6
24 vol.	6
124, [4] s.	6
234, [2] s.	6
[8], 192 s.	6
[2], 76 s.	6
381, [1] s.	6
181, [3] s.	6
394, [1] s.	6
[4], 147 s.	6
viii, 168 s.	6
378, [1] s.	6
387, [1] s.	6
2 vol. i 3	6
[4], 316 s.	6
395, [2] s.	6
2 vol.;(320 s.)	6
262, [2] s.	6
[4], 135 s.	6
26, [1] s.	6
703 s.	6
260, [3] s.	6
19[1] s.	6
31[1] s.	6
208, [2] s.	6
281, [2] s.	6
374, [1] s.	6
347, [1] s.	6
364, [1] s.	6
[66] s.	6
368, [1] s.	6
210, [2] s.	6
277, [2] s.	6
707 s.	6
64, [1] s.	6
[2], 99 s.	6
545 s.	6
114, [2] s.	6
630 s.	6
[2], 128 s.	6
[4], 184 s.	6
52, [4] s.	6
133, [2] s.	6
245, [3] s.	6
780 s.	6
116, [3] s.	6
45, [3] s.	6
124, [3] s.	6
392, [1] s.	6
304, [1] s.	6
199, [2] s.	6
[2], 17 s.	6
32, [2] s.	6
105, [2] s.	6
297, [1] s.	6
[11] bl.	6
[6], 12 s.	6
23 s	6
37, [2] s.	6
752 s.	6
565 s.	6
112, [1] s.	6
[2], 19, [1] s.	6
128 s	6
[2], [1] s.	6
23, (1) s.	6
[02], 34 s.	6
19 s	6
43, [2] s.	6
120, [2] s.	6
273, [2] s.	6
148, [2] s.	6
65, [3] s.	6
796 s.	6
29 s., 1 pl.-bl.	6
[4], 119 s.	6
xxiv s.	6
14 s	6
[02], 38 s.	6
30 bl.	6
12,(1)s	6
647 s.	6
131, [2] s.	6
6, [1] s.	6
[02], 48 s.	6
A12-B12.	6
(2) 3-48 s.	6
A2-D2.	6
[24] s. (A4-C4)	6
A12.	6
(12) s.	6
1-4 s.	6
[8], 264 s.	6
157,[1] s.	6
63, [2] s.	6
(4), 64 s.	6
12 pl.	6
39, (1) s.	6
(4), 188 s.	6
72 s. & omsl.	6
[02], 32 s.	6
[02] , 138 s.	6
28 s.; [1] ins.	6
[02] , 10 s.	6
[02] , 72 s. & omsl.	6
[04] , 128 s.	6
80 s. =(s. 79/80 blank).=	6
[02] , 162 s.	6
[02] , 124 s.	6
[02], 16 s.	6
[02] , 104 s.	6
20 s. =(s. 19-20 opag.).=	6
56 s. & omsl.	6
72 s.; [1] pl.	6
[04], 100 s.	6
36 s.; [1] pl.	6
[02] , 192 s.	6
[32] s. =(s. 31/32 blank)=.	6
[02] , 88 s.	6
[02] s.; [1] pl.	6
[08] , 56 s.	6
144 s. =(s. 143/44 blank)=.	6
32 s.; [10] pl.	6
28 s. =(s. 27-28 opag.)=.	6
[02] , 128 s.	6
32 s. =(s. 31-32 opag. annons)=.	6
24 s. =(s. 23-24 opag. annons)=.	6
[04] , 372 s.	6
[02], 62 s.	6
[08] , 216 s. =(s. 212-16 opag. annons).=	6
[02], 126 s.	6
[08] , 408 s. =(s. 406-08 opag.)=.	6
[02] , 432 s. =(s. 421-32 opag.)=.	6
[04], 132 s.	6
[02] , 116 s.	6
[08] s.; [1] ins.	6
[04] , 560 s.; [1] pl.	6
[08], 104 s.	6
[02] , 106 s.	6
96 s. =(s. 95-96 opag.).=	6
32 s. =(s. 27-32 opag.)=.	6
36 s. =(s. 35/36 blank)=.	6
[288] s.	6
[84] s.	6
40, [1] s.	6
12 s. med kolor. fig.	6
56 s	6
96,(1)s	6
332s	6
27, [3] s.	6
174, (1) s.	6
203,(1)s	6
378s	6
(2),24s	6
(2)s	6
374s	6
355s	6
28,(4)s	6
80,(1)s	6
290s	6
(1),16s	6
(1),38s	6
(1),10s	6
(1),15s	6
102,(2)s	6
128,(1)s	6
(39)s	6
140,(1)s	6
350s	6
358s	6
(1),28s	6
81,(2)s	6
348s	6
287,(1)s	6
239,(1)s	6
238,(1)s	6
387s	6
354s	6
17,(2)s	6
70,(2)s	6
340s	6
158,(2)s	6
(1),32s	6
329s	6
13,(2)s	6
37,(3)s	6
14s.,1 pl.-bl.	6
170,(1)s	6
(44)s	6
60,(4)s	6
16s.,1 pl.-bl.	6
16,(1)s	6
13 vol.;639 s.	6
[8], 64 s.	5
[8], 88 s.	5
109,(3)s	5
43 s	5
42 s., 1 pl.-bl.	5
722 s.	5
619 s.	5
[36] s. (s. 36 blank)	5
679 s.	5
[8], 160 s.	5
11, (1) s.	5
61,(3)s	5
56, [1] s.	5
660 s.	5
366, [1] s.	5
788 s.	5
(24) s.	5
629 s.	5
295,(1)s	5
779 s.	5
[90] s.	5
184, [2] s.	5
642 s.	5
176,(1)s	5
24 s., 5 pl.-bl.	5
212, [3] s.	5
56 s., 1 karta	5
[4], 112 s.	5
8 pl.	5
146,(1)s	5
32s.,1 pl.-bl.	5
91, (1) s.	5
701 s.	5
[4], 101 s.	5
[4], 87 s.	5
viij, 144 s.	5
69,(2)s	5
614 s.	5
35, (1) s.	5
150,(2)s	5
[4], 132 s.	5
[4], 227 s.	5
4 d.	5
310, [5] s.	5
[6], 48, [2] s.	5
15 s., 1 pl.-bl.	5
[2], 50 s.	5
[4], 239 s.	5
[2], 118 s.	5
2 vol	5
611 s.	5
[2], 98 s.	5
21 [1] s.	5
viii s.	5
20 vol.	5
2 vol. i 4	5
390, [2] s.	5
[2], 88 s.	5
[8], 319 s.	5
[4], 91 s.	5
[4], 259 s.	5
[4], 186 s.	5
[6], 396, [1] s., [10] pl.-bl.	5
305, [2] s.	5
[2], 15 s.	5
(4), 80 s.	5
347s	5
435, [1] s.	5
313, [2] s.	5
215, [1] s., 11 pl.-bl.	5
[4], 202 s.	5
315 s., 1 pl.-bl.	5
335 s., 65 pl.-bl.	5
[4], 86 s.	5
[4], 234 s.	5
203, [3] s.	5
[4], 231 s.	5
2 vol. (210 ; [4], s. 211-380)	5
[116] s.	5
[4], 347 s.	5
[6], 128 s.	5
276, [4] s., [18] pl.-bl.	5
178,(1)s	5
15 s. +	5
[4], 296 s.	5
[9] s.	5
[4], 151 s.	5
[4], 217 s.	5
71, [3] s.	5
[1], 20 s.	5
[6], 352 s.	5
123, [3] s.	5
439, [1] s.	5
120 s., 1 pl.	5
226, [2] s.	5
[4], 219 s.	5
880 s.	5
[4], 198 s.	5
[4], 199 s.	5
716 s.	5
[4], 232 s.	5
330, [3] s.	5
[224] s.	5
331, [1] s.	5
83, [3] s.	5
268, [2] s.	5
[4], 243 s.	5
237, [3] s.	5
[4], 76 s.	5
31 s., 1 pl.	5
154, (1) s.	5
692 s.	5
[4], 348 s.	5
10[2] s. (s. 11/12 blank)	5
[16] pl.-bl.	5
736 s.	5
viii, 360 s.	5
79, [2] s.	5
[55] s.	5
[4], 98 s.	5
108, [2] s.	5
[4], 242, [1] s.	5
236, [3] s.	5
34, [2] s.	5
11[1] s.	5
53, [3] s.	5
39[1] s.	5
[4], 304 s.	5
[2], 37 s.	5
236, [2] s.	5
115, [4] s.	5
[2], 79 s.	5
216, [3] s.	5
246, [2] s.	5
[2], 130 s.	5
294, [2] s.	5
382, [2] s.	5
284, [2] s.	5
2 vol.;(317 s.)	5
155, [3] s.	5
16 s., 1 portr.	5
192, [1] s.	5
248, [2] s.	5
250, [3] s.	5
38 s., 1 pl.	5
183, [2] s.	5
291, [2] s.	5
[4], 15 s.	5
328, [1] s.	5
450, [1] s.	5
653 s.	5
405, [1] s.	5
263, [2] s.	5
43,(2)s	5
316, [2] s.	5
20 s	5
[8] s. (s. 7-8 blankt blad)	5
[2], 240 s.	5
661 s.	5
792 s.	5
[4], 308 s.	5
[2], 70 s.	5
430, [2] s.	5
43 s., 1 pl.	5
[2], 96 s.	5
[4], 248 s.	5
1 part./pianost.;([2] s.) +	5
324, [2] s.	5
[02], 128 s.	5
309, [2] s.	5
784 s.	5
[17] s.	5
viii, 231 s.	5
116 s	5
636 s.	5
4, [1] s.	5
350, [2] s.	5
242, [2] s.	5
514 s.	5
23 vol.	5
58 s., 1 pl.	5
84, [3] s.	5
663 s.	5
[08], 184 s.	5
160, [2] s.	5
678 s.	5
188, [4] s.	5
84, [4] s.	5
viii, 248 s.	5
[2], 8, [2] s.	5
viii, 128 s.	5
19 vol.	5
[2], 52 s.	5
[8], 60 s.	5
311 s	5
214, [2] s.	5
viii, 207 s.	5
145, [2] s.	5
198, [2] s.	5
167, [2] s.	5
645 s.	5
181,(1)s	5
160 s	5
[47] s.	5
95 p.	5
[6] pl.-bl.	5
12,(2)s	5
384 s., 1 portr.	5
103, (1) s.	5
[6], 231 s.	5
87, [2] s.	5
[8], 104 s.	5
96 s., 2 pl.-bl.	5
646 s.	5
[4], 22 s.	5
567 s.	5
569 s.	5
16s.	5
90, [3] s.	5
[2], 126 s.	5
234, [4] s.	5
32 s. & omslag	5
220, [2] s.	5
[4], 19, [1] s.	5
684 s.	5
767 s.	5
175, [2] s.	5
7, (1) s.	5
151, [2] s.	5
[04], 36 s.	5
27 s	5
12 s	5
[2], 7 [1] s.	5
28 s., 1 pl.-bl.	5
420, [1] s.	5
(2),18s	5
25,(2)s	5
205, [3] s.	5
60, [4] s.	5
89, [3] s.	5
186, [2] s.	5
296, [2] s.	5
8 s., 1 pl.	5
A8-V8.	5
(4) s. A4-B4.	5
[32] s. (A4-D4)	5
(2) s. A4-B4C3.	5
A8	5
[16] bl. + ):(4.	5
(16) bl. + ):(4.	5
52 s. +	5
676 s.	5
63 s	5
(2), 32 s.	5
(4), 139 s.	5
(4), 73 s.	5
(4), 96 s.	5
23 s., 1 pl.	5
[8], 143 s.	5
(8), 176 s.	5
(2), 16 s.	5
(4), 196 s.	5
viij, 128 s.	5
96 s., 1 pl.	5
91, [3] s.	5
22 s., 1 pl.-bl.	5
51, [3] s.	5
223, [2] s.	5
(4), 92 s.	5
157, (1) s.	5
61, (1) s.	5
56 s., 1 pl.-bl.	5
[04] , 88 s.	5
68 s.; [1] rättelsebl.	5
[02], 148 s.	5
[08] , 144 s.	5
[04], 28 s.	5
[02], 22 s.	5
[06] , 42 s.	5
[02] , 186 s.	5
[02], 54 s.	5
[04], 64 s.	5
[48] s. =(s. 47/48 blank).=	5
[06] , 18 s.	5
[08] , 160 s.	5
[08] , 120 s.	5
[04] , 188 s.	5
32 s. =(s. 30-32 opag.).=	5
[08], 56 s.	5
[04] , 120 s.	5
12 s. =(s. 11-12 opag.).=	5
40 s. =(s. 39-40 opag.).=	5
16 s. =(s. 14-16 opag.).=	5
80 s. & omsl.	5
[08] , 48 s.	5
40 s.; [1] ins.	5
[04] , 196 s.	5
[02] , 68 s.	5
32 s. =(s. 31-32 opag.).=	5
36 s.; [1] ins.	5
32 s. =(s. 29/30, 31/32 blanka).=	5
[16] , 160 s.	5
[12] s. & omsl.	5
[04], 92 s.	5
[02] , 142 s.	5
[04] , 284 s.	5
40 s. =(s. 39-40 opag.)=.	5
[02], 26 s.	5
16 s. =(s. 15/16 blank)=	5
[04], 120 s.	5
[04] , 12 s.	5
[08] , 28 s.	5
[04] s	5
[08] , 232 s.	5
[06], ii48, iii336, iv72 s.; [1] ins.	5
80 s. =(s. 77-80 opag.).=	5
[06] , 90 s.	5
[04] , 180 s.	5
96 s. =(s. 95-96 opag.)=.	5
[02] , 428 s.	5
[02] , 656 s.	5
[04] , 34 s.	5
28 s. =(s. 27/28 blank)=.	5
[16] , 224 s.	5
[04] , 432 s.	5
48 s. =(s. 47-48 opag.)=.	5
[12] s. =(s. 11/12 blank).=	5
[04], 112 s.	5
[08] , ii240, iii72 s.	5
128 s. =(s. 127/128 blank).=	5
[02] , 114 s.	5
[02], 66 s.	5
88 s. =(s. 87/88 blank)=.	5
84 s. & omsl.	5
02 s.	5
20 s.; [1] pl.	5
80 s.; [1] pl.	5
[04] , 104 s.	5
[02] , 398 s. =(s. 397-98 opag.)=.	5
[02] , 396 s.	5
[30] , 108 s. =(s. 89-108 opag.)=.	5
180 s. =(s. 177-80 opag.)=	5
(4),60s	5
341, [2] s.	5
14 s. med kolor. bilder	5
58, [3] s.	5
286,(1)s	5
414s	5
197,(1)s	5
242,(1)s	5
366s	5
(1),18s	5
425s	5
110, (1) s.	5
293,(1)s	5
11s.,1 pl.-bl.	5
(22)s	5
(2),38s	5
(1),9s	5
(17)s	5
(1),21s	5
(2),8s	5
116,(1)s	5
375s	5
77,(2)s	5
543s	5
265s	5
65,(2)s	5
50,(2)s	5
386s	5
341, [1] s.	5
40s.,4 pl.-bl.	5
32s +	5
40 s	5
79, (1) s.	5
245, [2] s.	5
369s	5
25,(3)s	5
255,(1)s	5
18s.,1 pl.-bl.	5
217,(1)s	5
111, (1) s.	5
48,(1)s	5
59,(2)s	5
33,(2)s	5
219,(1)s	5
22s.,1 pl.-bl.	5
126, (1) s.	5
63,[1] s.	5
361s	5
227,(1)s	5
32s.,2 pl.-bl.	5
31,(1)s.	5
41,(2)s	5
8s.,2 pl.-bl.	5
432s	5
166,(1)s	5
323s	5
24s.,1 pl.-bl.	5
64s.,2 pl.-bl.	5
129,(1)s	5
3,(1)s	5
80s +	5
23,(1) s.	5
236 s. +	4
654 s.	4
[4], 149 s.	4
741 s.	4
[4], 50 s.	4
710 s.	4
viii, 278 s.	4
[28] s. (s. 28 blank)	4
153,(2)s	4
649 s.	4
715 s.	4
[4], 206 s.	4
723 s.	4
657 s.	4
55, (1) s.	4
[86] s.	4
170 s	4
21 bl.	4
100, [4] s.	4
(25)s	4
6 vol. i 7	4
ix, 244 s.	4
144,(1)s	4
(4),116s	4
iv, 176 s.	4
(4), 234 s.	4
[4], 282 s.	4
22 vol.	4
107,(2)s	4
222, [2] s.	4
137,(2)s	4
772 s.	4
93,[1] s.	4
708 s.	4
388s	4
59, [4] s.	4
[3], 144 s.	4
viii, 216 s.	4
268,(1)s	4
121s.	4
[4], 40 s.	4
48 s. =(s. 47-48 opag.).=	4
635 s.	4
[14] bl.	4
[6], 122 s.	4
37, [3] s.	4
[6], 81 s.	4
[4], 123 s.	4
[2], 100 s.	4
[4], 90 s.	4
[2], 192 s.	4
[2], 145 s.	4
[4], 79 s.	4
[04], 188 s.	4
[2], 77 s.	4
643 s.	4
[4], 71 s.	4
342, [2] s.	4
[4], 270 s.	4
[2], 41 s.	4
[4], 320 s.	4
24 pl.-bl.	4
[4], 94 s.	4
[6], 32 s.	4
64 s	4
[2], 53 s.	4
95, [3] s.	4
298, [2] s.	4
320, [2] s.	4
[4], 283 s.	4
[8], 277 s.	4
[6], 98 s.	4
471, [1] s.	4
[1], 101 s.	4
509, [1] s.	4
[2], 62 s.	4
396, [1] s.	4
388, [1] s.	4
452s	4
[4], 63 s.	4
623 s.	4
255 s., 44 pl.-bl.	4
[3], 255 s., 44 pl.	4
159 s., 1 portr.	4
2 h.	4
viii, 94 s.	4
80 s., 1 kartbl.	4
268 s., 19 pl.-bl., 1 karta	4
337 s., 17 pl.-bl.	4
[4], 252 s.	4
244 s., 31 pl.-bl., 1 karta	4
176, [2] s.	4
112 s. +	4
44,(4)s	4
283 s., [24] pl.-s.	4
370, [1] s.	4
253, (1) s.	4
[2], 186 s.	4
176, (1) s.	4
