rejected_page_count	Count
[26]	1
n:o. 96 och 97. för år 1759. Upsatt af 5E.E./(Erik Ekholm.) [Stockholm, Nyström och Stolpe. 1760.] 8:o. [22] s.	1
[04] , 96 s., s. 87-94.	1
[06], 170 s.	1
[08], ii308 s. =(s. 7/8 blank).=	1
xii, 304 s. =(s. 303/304 blank).=	1
xii, 100 s.; [1] ins.	1
[04] , x, ii90 s. =(s. 1/2 blank);= [1] ins.	1
152 s. =(s. 151/152 blank)=; [1] ins.	1
[04] , 136 s. =(s. 135 opag. rättelser).=	1
xxviii, 300 s. =(s. 299-300 opag. rättelser)=; [1] pl.	1
40 s., s. 39-170; iii pl.	1
[16] , 96 s. =(s. 94-96 opag.).=	1
[04], ii236 s. =(s. 1/2 blank).=.	1
60, [ii04] , iii48 s. =(s. iii45-46 opag. annons, 47/48 blank).=	1
[02] s., 1920 sp., [ii02] s., 1016 sp. =(totalt 962 resp. 510 s.)=; frontespis, grav.titelbl.	1
[04] , 382, [02] , 230 s.	1
[08], 136 s. =(s. 134-36 opag. annons).=	1
[08], 134 s. =(s. 103-34 opag.).=	1
x s., 748, 326 sp., sp. 323-596 =(totalt 684 s.)=; [1] rättelsebl.	1
[02] , 838 s.	1
[06] s., 1004 sp. =(totalt 508 s.).=	1
[06] , ii408, iii436 s. =(s. ii407/408 blank).=	1
[24], ii512, iii280 s. =(s. iii272-80 opag.)=; [1] pl.	1
54 sp., [01] s. =(totalt 28 s.).=	1
[04], x, 182 s., s. 181-88, 191-202, [02] s., s. 203-374 =(s. viii-x opag.)=; [1] rättelsebl.	1
[04], xiv, 528 s. =(s. ix-xiv opag., 527 opag. rättelser).=	1
[08], viii, 302 s. =(s. 297-301 opag. rättelser)=; [2] ins., [1] pl.	1
[08] , 264 s. =(s. 263/264 blank)=; [1] ins.	1
[10] , 56 s.	1
[04] , 58 s.	1
[16] , 104 s.; [4] ins. typer.	1
[06] , xvi, 168 s.	1
[08] , ii304, iii50 s. =(s. 7-8 observationes o. emendanda)=; [1] ins. typer.	1
[05], 43 s.	1
[02] , viii, 256 s. =(s. vii-viii opag.).=	1
202 s.; [1] rättelsebl.	1
[02] , 146 s.	1
[08] s., 09, [01] f., f. 10, [01] f., f. 11, [01] f., f. 12, [01] f., f. 13, [01] f., f. 14, [01] f., f. 15, [06] f., f. 16, s. 17-899, 1000-1220, 2221-36 =(s. 2230 felpag. '230'	1
[16] s., 09, [01] f., f. 10, [01] f., f. 11, [01] f., f. 12, [01] f., f. 13, [01] f., f. 14, [01] f., f. 15, [06] f., f. 16, s. 17-784, 789-804 =(totalt 28 f.; s. 3-9 annons)=.	1
[04] , 188 s. =(s. 156-88 opag.).=	1
[04] , ii90, iii42 s. =(s. iii34-42 opag.).=	1
[02] , ii78, iii42 s. =(s. iii34-42 opag.).=	1
[02] , ii70, iii40 s. =(s. iii30-40 opag.).=	1
[08] , ii224 s. =(s. 1/2 blank).=	1
[08] , 56 s. =(54-56 opag.)=; [1] pl.	1
[04] , 84, 64 s. =(s. 83/84 blank).=	1
[04] , 82, 64 s.	1
[08], ii794, iii260 s.	1
[12], 1068 s.	1
xx, 844 s.	1
[02] , xiv, 106 s. =(s. xiii-xiv opag.).=	1
[02] , 1218, 136, 160 s.	1
xxviii, 388 s. =(s. xxv-xxviii opag., 387 opag. rättelser)=	1
viii, 1256 s.	1
[08], 16, 788 s. =(s. 787-88 opag.).=	1
80 s. =(s. 78-80 opag.).=	1
172 s. =(s. 153-72 opag.)=	1
[16], 102 s.	1
192 s. (s. 121-92 opag.)	1
144 s., s. 149-246.	1
388 s. =(s. 387- 88 opag. annons).=	1
[08] , 152 s. =(s. 150-52 opag. annons).=	1
[14] , 160 s.; [1] rättelsebl., [1] pl.	1
[08], 80 s., s. 80-113 =(s. 109-13 opag.)=	1
[56] s., 1686 sp., [02] s., sp. 1693-3696 =(totalt 1898 s.);= grav.titelbl.	1
[06] , 80 s.; [02] s. =(rättelser och annons)=.	1
176 s. =(s. 173/174, 175/176 blanka).=	1
[04] , 1040 s. =(s. 1036-1039 opag. rättelser).=	1
[08] , 106 s.	1
100 s. =(s. 99-100 opag.).=	1
168, [ii02], iii60 s.	1
[02], ii250, iii58 s.; [1] rättelsebl.	1
48 s.; [1] ins.	1
[24] , 237 s., s. 236-334, 339-346.	1
[04] , 684 s. =(s. 464-684 opag., 683-84 annons).=	1
134, 56 s.	1
134, ii64 s. =(s. ii57-64 opag. annons).=	1
[10] , 258 s.; [1] ins.	1
168 s. =(s. 160-168 opag.).=	1
304 s., s. ii129-224.	1
144 s.; [1] rättelsebl.	1
[02] , lxxx, 584, [02] s., s. 585-716.	1
[16] , ii3-104 s. =(s. 1/2, 103/104 blank).=	1
[16] , 192 s. =(s. 191/192 blank).=	1
[02], xvi, 1278 s.	1
v s., s. 6-204; [1] rättelsebl.	1
[08] , 618 s. =(s. 497-618 opag.).=	1
[04] , vi, 154 s.; [1] ins.	1
[02] , 180 s.; [1] rättelsebl.	1
[02], xxx, 390, ii162 s.; grav.titelbl.	1
xxxii, 390, ii162 s. =(s. xxxi-xxxii opag.)=; grav.titelbl.	1
[08] , 192 s.; [08] s. =(rättelser).=	1
[08] , 248 s.; grav.titelbl.	1
48 s.; [2] ins., [1] säljarremsa.	1
32 s.; 2 ins.	1
80 s.; [1] rättelseremsa.	1
[08] , 400, 72 s.	1
[04], 984 s. =(s. 983-84 opag.)=	1
[06] , 360, 146 s.; [1] rättelsebl.	1
[02] , vi, 310 s. =(s. v-vi opag.)=; [1] ins.	1
xxx, 424, 98 s. =(s. xii-xxx opag.).=	1
[04] , xxxvi, 104 s. =(s. xxxiii-xxxvi opag.).=	1
[08] , 107 s., s. 110-182.	1
[02] , 108 s.; [1] rättelsebl.	1
[08] s., sp. 5-1600, [02] s., sp. ii5-320 =(totalt 966 s.);= [1] pl.	1
[04], 128 s.	1
[20], 352 s.; [1] ins.	1
[04], 672 s.	1
[06] s., 1320 sp. =(totalt 666 s.)=	1
[06] s., 1272 sp. =(totalt 642 s.)=	1
[04] s., 556 sp., [02] s. =(totalt 284 s., 283/284 blank)=	1
[12] s., 560 sp. =(totalt 292 s.)=	1
[06], ii426, iii88 s. =(s. iii87/88 blank).=	1
[02], ii06, iii532 s. =(s. ii4-6 opag.)=	1
[04] , viii, 148 s.; grav.titelbl.	1
[04] s., s. 137-144, 153-160, 169-192, 201-216, 225-280, 305-384, 393-428 =(s. 425-28 opag.)=.	1
[12], 240 s.	1
46[2] s. =(s. 47-48 opag.)=	1
44 s. =(s. 43-44 opag.)=	1
44 s. =(s. 43-44 opag.)=.	1
14[2] s. =(s. 15/16 blank)=.	1
42[2] s. =(s. 43-44 opag.)=.	1
[246] s. =(s. 137/38 (I4) blank)=.	1
142 s. =(s. 140-42 opag.)=.	1
[02], 144 s. =(s. 141/42, 143/44 blanka)=.	1
[04] , ii284 s.	1
304 s. =(s. 303-04 opag., 304 rättelser)	1
[06], 242 s.	1
[12] , 227 s.	1
[04] , 296 s. =(s. 295-96 opag. annons)=.	1
[16], 176 s. =(s. 175/76 blank)=; [02] s.	1
[16], 136 s. =(s. 136 felpag. '84')=	1
[02] , 124 s.; [1] rättelsebl., 5 ins.	1
34 s.; [2] ins.	1
32 s.; [4] ins.	1
56 s. =(s. 55/56 blank)=; [1] ins.	1
[02] , 48 s.; [1] ins.	1
106 s.; [1] ins.	1
72 s. =(s. 71/72 blank)=; [3] ins.	1
100 s. =(s. 99/100 blank)=.	1
68 s.; [1] ins.	1
[06] , 72 s. =(s. 71/72 blank)=.	1
208 s. =(s. s. 204-08 opag., 207-08 annons)=.	1
32, 32, 128, 24 s.	1
[08], 24, 32, 128, 24 s.	1
[02], 112 s.; 2 ins.	1
[04] , 270 s.	1
[12], 200 s.	1
[34], 620 s.	1
[16], 400 s. =(s. 398-400 opag.)=	1
40 s., iii ins.	1
16 s. =(s. 13/14, 15/16 blanka)=	1
[06] , 184 s. =(s. 182-84 opag.)=.	1
[02], 30, 152 s.	1
[06], 28 s.	1
[06] , 114 s.; [1] ins.	1
[16] , 292 s. =(s. 285-92 opag., 285-86 rättelser, 291 prisuppg.)=.	1
[24] , 340 s.	1
104 s. =(s. 103/04 blank)=.	1
[04] , 148 s. =(s. 147-48 opag.)=.	1
[08], ii90, iii176 s. =(s. 175/76 blank)=	1
[08], ii90, iii160 s. =(s. 159/60 blank)=	1
[14], 90, [06], 160 s.	1
[12], ii94, [iii02], iv132 s. =(s. ii92-94 opag.)=.	1
[12], 76, 104 s.	1
[04] , 100, 148, 60 s.	1
84, [02] , 350 s.	1
[04] , lxxx, [ii12] , iii416 s. =(s. ii11 rättelser)=.	1
[20], ii128, [iii04] s., s. 129- 212.	1
[02] , 404 s.	1
176, 144 s.	1
viii s., 1554 sp., [01] s. =(totalt 786 s.)=.	1
[04] s., 960 sp. =(totalt 484 s.)=.	1
viii s., 1668 sp., [4] s. (s. 1-4 rättelser; totalt 846 s.).	1
[04], 46 s. =(s. 45 opag. rättelser)=.	1
18 s. =(s. 14- 18 opag.)=	1
vi, 64 s. =(s. 63-64 opag.)=; pl.titelbl.	1
[08] , 88 s. =(s. 84-88 opag.)=.	1
[06] , 164, xxvi s. =(s. xxiv-xxvi opag.)=.	1
[06] , 164, xxvi s. =(s. xxv-xxvi opag.).=	1
[08], 160, xxiv s. =(s. xxii-xxiv opag.)=.	1
[08] , ii156 s. =(s. 7-8 opag. rättelser)=.	1
xx, 484 s.	1
[02] s., s. 24-1, 48-1, 124 s. =(s. 123-24 opag. rättelser)=.	1
[02] , ii06 s., s. iii24-1, iv48-1, v112 s. =(s. 103-12 opag., ii5-6, v109-12 opag. rättelser)=.	1
56 s. =(s. 55-56 opag. annons).=	1
[04], 160 s.	1
[08], ii160 s. =(s. 7/8 blank)=	1
[10], 78 s.	1
[06], ii874, iii172 s. =(s. 870-72 felpag. '470'-'472')=	1
[04] , 842, 86 s., s. 89-148.	1
[04] , 137, 03 s., s. 5-40, 03, 09 s.; [1] rättelsebl.	1
[16] , 144, 39, 09 s.	1
[12], 160 s. =(s. 152-60 opag.)=	1
[16], 200, 512 s.	1
[2], 62 s., 1920 sp., [1] s., sp. 1921-2206, s. 2207-2374	1
[06] , 364 s. =(s. 346-64 opag.)=.	1
[06] , 180 s.; [06] s. =(rättelser o. annons)=.	1
[16], 176 s.; [1] rättelsebl.	1
[02] , vi, 180, [02] s., s. 181-546 =(s. v-vi opag.)=; [1] rättelsebl.	1
[08] , 186 s.	1
64, [ii02] s., s. 65-94, 93- 268, iii48 s. =(s. iii47-48 opag. annons)=.	1
[02], 118 s. =(s. 117/18 blank)=	1
[02], 116 s.; [1] rättelsebl.	1
[08], 112 s. =(s. 111-12 opag. rättelser=; [1] ins.	1
[06], 106 s.; [2] ins.	1
64, 12 s.; [1] ins.	1
[76 s.]	1
[16], 240 s. =(s. 236-40 opag.)=	1
[04] s., 1982 sp., [03] s. =(totalt 998 s.)=	1
[07], xxix s., 1972 sp., [ii06] s. =(sp. 1972 feltr. '1927', s. ii1-3 opag. rättelser, s. ii5/6 blank; totalt 1034 s.)=	1
[04], 1072 s. =(s. 1071-72 opag.)=	1
[12], 1138 s. =(s. 1131-38 opag.)=	1
[14] , 226 s.	1
[04] , ii56 s. =(s. 1/2 blank)= & omsl.	1
[02] , iv s., s. 5-84 s.	1
08, [ii12], iii50 s.	1
[10] , ii56 s. =(s. 9/10, 55/56 blanka)=.	1
[08] , ii240, iii76 s.; [04] s. =(innehållsförteckn. o. annons)=, [1] rättelsebl.	1
[10] , ii240, iii76 s.; [04] s. =(innehållsförteckn. o. annons)=.	1
[04] , xxvi, 102 s.	1
xii, 132 s.; [02] s. =(annons)=.	1
[03] s., s. 754-1560	1
[10], 753, [01] s.	1
16, ii32 s.	1
[02] , 104 s.; x pl. & omsl.	1
[06], 345 s., s. 348-452; [1] rättelsebl.	1
280 s. =(s. 279 opag. rättelser)=	1
320 s.; [1] rättelsebl.	1
[08], xlviii, 232 s.	1
184 s.; [1] ins.	1
48, 226 s.	1
48, 148, 78 s.	1
[04], 44, 148, 78 s.	1
[06], 226 s.	1
[02] , 160 s., s. 197-218.	1
96 sp. =(totalt 48 s.)=	1
[02] s., sp. 5-264. =(totalt 132 s.)=	1
[08] s., sp. 5-388 =(totalt 200 s.)=	1
[02] s., 652 sp. =(totalt 328 s.)=.	1
[10] , 898 s.	1
[08], 44, 168 s.; [1] pl.	1
[28], 284 s.	1
[08], 16, [634] s.	1
[24] , 568 s.	1
[08] , 368 s. & tr. ryggetikett.	1
[02] , vi, 336, iixxxii s. =(s. v-vi opag.)=.	1
[16], ii536 s. =(s. 534-36 opag. annons)=	1
[08], ii520 s. =(s. 515-20 opag. annons)=; [iii08] s.	1
[04] , 44 s. & omsl.	1
76 s.; [1] rättelsebl.	1
[08] s.; pl.titelbl., [53] pl., [51] boktryckta, inklistrade bildtexter.	1
Pl.titelbl., [6] pl.	1
[08], 304 s. =(s. 129-208 felpag. '139'-'218', 287-304 opag., 287 rättelser)=	1
Pl.titelbl., [29] pl.	1
Pl.titelbl., [44] pl.	1
[02] s.; [4] pl.	1
24 s. =(s. 22-24 opag.)=; [10] pl.	1
Pl. 24-48 & omsl.	1
23 pl. & omsl.	1
10 pl. & omsl. 2:o.=(omsl.)=.	1
[16] , xl s. =(s. xxxix/xl blank).=	1
[04] , 32 s. =(s. 31/32 blank).=	1
98 s.; [1] pl.	1
[10] , 18 s.; vi pl.	1
20 s.; [1] pl. =(numr. iii).=	1
[03] , 29 f.	1
[04] , ii116 s.; [6] pl. =(numr. 15- 20)=.	1
48 s. =(s. 44-48 opag.)=; [1] ins., iii pl.	1
[02] , 27 f.	1
[52] s. =(s. 51/52 blank).=	1
[08] , 224, 320 s. =(s. 319-20 opag. rättelser)=; [2] ins., [5] pl.	1
[12] , 412 s. =(s. 133-412 opag.)=; [5] pl.	1
[10], 370 s. =(s. 159-370 opag.)=; [5] pl.	1
[04] , 48 s.; [1] rättelsebl., [1] ins.	1
[08], 72 s. =(s. 65-72 opag.).=	1
[08], 86 s.	1
20 s. =(s. 17-20 opag.)=; [1] ins., [1] pl., vridskiva =(till pl.)=	1
[12] , 566, 168 s. =(s. 559-66 opag. rättelser)=; [14] pl., 2 lösa flikar =(klistrade till fig. 160)=, rörlig kompassros =(till fig. 113).=	1
[02], 48 s.; [1] rättelsebl.	1
56 s. =(s. 55/56 blank)= & omsl.	1
[02] , 30 s. =(s. 27-28 opag. annons, 29/30 blank).=	1
84 s. =(s. 83/84 blank)= & omsl.	1
48 s. =(s. 45-48 opag. annons)= & omsl.	1
84 s. =(s. 83-84 opag.)=	1
[24] s. & omsl.	1
36 s. (s. 35/36 blank) & omsl.	1
[02] , 64 s. =(s. 62-64 opag. annons).=	1
16 s. =(s. 13-16 opag. annons).=	1
256 s. =(s. 254-56 opag. rättelser)= & omsl.	1
[04], 296 s.; [1] rättelsebl.	1
[08] , 112 s. =(s. 107/108, 109/110, 111/112 blanka).=	1
72 s., s. ii3-66.	1
[02], viii, 306 s.	1
204 s. =(s. 201-02 opag., 203/204 blank).=	1
[02], 86 s. & omsl.	1
[6], 94 s. =(s. 92-94 opag.)= & omsl.	1
[04], ii184 s. & omsl.	1
vi s., s. 7-116 & omsl.	1
[02], 324 s.	1
[04], 154, [02] s., s. 155-270	1
64 s. =(s. 63/64 blank)	1
xxviii, 210 s.	1
[02], 166 s. & omsl.	1
[02], xxiv, 134 s. & omsl.	1
262 s. & omsl.	1
xviii, 246 s. & omsl.	1
[02], xxii, 208 s.	1
240 s., s. 243-64 (s. 231 felnumrerad '251')	1
=Serietitelbl.:= 02 s. S. 3-236; [1] rättelsebl.	1
=Serietitelbl.:= 02 s. S. 3-196	1
=Serietitelbl.:= ii s. S. iii-x, 206 s.	1
=Serietitelbl.:= 02 s. S. 3-224 =(s. 222-23 opag. rättelser)=	1
=Serietitelbl.:= 02 s. S. 3-248 =(s. 247 felpag. '147')=	1
=Serietitelbl.:= 02 s. S. 3-242	1
=Serietitelbl.:= ii s. S. iii-viii, 196 s.	1
viii, 152 s. =(s. vii-viii opag. annons).=	1
[02], 218 s. =(s. 209-16 felpag. '189'-'196', 217 opag. rättelser)=	1
S. 5-324 & omsl.	1
[02], 352 s. & omsl.	1
280 s. =(s. 279 opag. rättelser)= & omsl.	1
[04] , ii100 s. =(s. 1/2 blank).=	1
130 s. =(s. 129-30 opag.)=; [8] pl. & omsl.	1
128 s.; [8] pl.-bl.	1
236 s.; [1] rättelsebl.	1
[08], ii144 s. =(s. 7/8 blank)=; [1] rättelsebl.	1
[02], 224 s.	1
[08] s., s. i-v, 6-220; [4] pl.	1
150 s. =(s. 149-50 opag. annons).=	1
[02], 252 s.	1
[04], 168 s. =(s. 167 opag. rättelser)=; [1] klistr. vinj.	1
[04], 142 s.; [1] klistr. vinj.	1
[02], 198 s.	1
248 s. =(s. 247 opag. rättelser).=	1
S. 153-324	1
152 s., [1] pl.	1
176 s.; [1] rättelsebl.	1
104 s. =(s. 103/104 blank).=	1
[02] , 152 s. =(s. 151/152 blank)=	1
[06] , 148 s.	1
17 s., s. 20, s. 19-255	1
4 vol. i 1;(248 s. =(s. 247/248 blank)=)	1
[02] , 278 s. & omsl.	1
[02] s., s. 513-644.	1
[04], xii, 254 s.	1
[02] , 140 s. & omsl.	1
[16], 246 s.; [1] pl.	1
[10], 352 [2] s.	1
[16], 367 [1] s.	1
[8], 328 s., [1] rättelsebl., [4] vikta pl.	1
[12], 320 s., [1] rättelsebl., [3] vikta pl.	1
[22], 247 [1] s., [1] rättelsebl., [1] vikt pl.	1
[02], 122 s.	1
[06] , 290 s.	1
[08] , 176, xvi s.	1
[04] , 170 s.; [1] pl.	1
160 s. =(s. 157 opag. rättelser, 159/160 blank).=	1
[02] , 214 s.; [1] pl.	1
[64], ii64 s. =(s. 63/64 blank, ii63 opag. rättelser).=	1
[04], 206 s.	1
[04], ii76 s. =(s. 1/2 blank)= & omsl.	1
[04] , 60 s. =(s. 59/60 blank)= & omsl.	1
[02] , 22 s. & omsl.	1
16 s., s. ii3-16, iii3-16, iv3-16	1
[02] , 192 s. & omsl.	1
[04] , 220 s. =(s. 219 opag. rättelser).=	1
10 s. 72 s. 58 s. 14 s. & omsl.	1
16 s. 32 s. & omsl.	1
[02] , 120 s., s. 122-31.	1
[02], 42 s. & omsl.	1
[02] , 54 s. & omsl. (=Novell-bibliotek. Smärre walda romaner och berättelser, samlade eller öfwersatte.= 1.)	1
[02] , ii64, [iii02] s., s. 65-108 & omsl.	1
[02] , 84 s. & omsl.	1
[02] , 30 s. =(s. 29 felpag. '30').=	1
[02], 80 s. & omsl.	1
[02] , ii24, [iii02] s., s. 25-44.	1
[02] , ii32, [iii02] s., s. 33-52 =(s. 51-52 opag. annons)= & omsl.	1
[02], 48 s. =(s. 45-48 opag. annons)= & omsl.	1
216 s. =(s. 212-16 opag.)=; [1] pl. & omsl.	1
[02], 62 s. =(s. 61-62 opag. annons).=	1
44 s. (s. 44 opag.)	1
[02] s., 984 sp. =(totalt 494 s.)=	1
[04] s., sp. 5-388, ii5-264, iii5-553, sp. 558, 535-556, 559-874 =(totalt 766 s.)=	1
[04] s., 600, 94 sp. [01] s. =(sp. 595-600 onumr.; totalt 352 s.)=	1
[06], xxii, [ii02] s., 230 sp., [iii03] s., 194 sp., [01] s. =(totalt 246 s.)=	1
92 s. =(s. 91-92 opag. rättelser)=. typer.	1
xiv, 432 s. =(s. 431-32 opag.)=.	1
xvi, 400 s.	1
[06] , 122 s. =(s. 120-22 opag.)=.	1
[08] s., 1258 sp., sp. 1257-1276, [01] s. =(totalt 648 s.)=.	1
46, ii162, iii82 s. =(s. iii82 felpag. '28')=.	1
[02], ii192, iii104 s.	1
[06], ii298, iii64 s. =(s. iii59-64 opag. annons)=.	1
[06], 626 s.	1
[02], 330 s.	1
[02], ii32, iii396 s. =(s. ii30-32 opag.)=	1
[06], 38 s.	1
[08] , 480 s. =(s. 479-80 opag. rättelser)=.	1
[08] , 976 s. =(s. 973-76 opag., 974-75 rättelser)=.	1
[04] , 76 s. =(s. 75-76 opag.)=; [1] rättelseblad, [1] inklistr. rättelselapp, 8 ins. & omsl.	1
[08], ii218 s.	1
[08], ii240 s.	1
[14] , 800 s.; [1] pl.	1
[14] , ii800, [iii06] , iv238, [v02] , vi684 s.; [1] pl.	1
xxviii, 488 s.; [1] rättelsebl., xxvii pl. & omsl.	1
[10] , viii, 62 s. =(s. 61/62 blank)=.	1
[16] , 144 s. =(s. 143-44 opag. annons)=; [1] pl.	1
[04], ii20 s. =(s. 1/2 blank)=.	1
Pl.titelbl., [20] pl.	1
Pl.titelbl., 31, [4] pl.	1
[12] s.; 24 pl.	1
[02] s.; 26 pl.	1
[02] , 46 s.; [16] pl.	1
[02] , 48 s.; [24] pl. & omsl.	1
[02] , 32 s.; [1] pl.	1
[06] , 158 s. & omsl.	1
xvi, 62 s. =(s. xv/xvi blank)=.	1
liv, 126 s. =(s. 125 opag. rättelser)=; [1] pl.	1
[08] , 208 s. ; pl.förtitelbl., xxxii pl.	1
xii, 460 s. =(s. xi-xii opag.)=.	1
34 s.; vi pl.	1
[16] , 248 s. =(s. 246-48 opag.)=; 16, 1 pl., ins. 2-8.	1
[04] s., 49 f., s. 50-69, f. 70, s. 71-74, f. 75, s. 76-77, f. 78-91 =(f. 91 onumr.; totalt 164 s.)=.	1
[14] , 322 s. =(s. 319-22 opag.)=.	1
[08] s., 49 f., s. 50-69, f. 70, s. 71-74, f. 75, s. 76-77, f. 78-91 =(f. 91 onumr.; totalt 164 s.)=.	1
[16] , 376 s. =(s. 371-76 opag.)=.	1
[08], 76 s.	1
128 s.; [4] ins.	1
88, 20, 30 s.	1
88, [ii272] s.; 7 pl.	1
[12], 428 s. =(s. 391-428 opag.)=.	1
[08] , ii152 s.; [iii06] s., xiii pl.	1
[06] , ii134 s. =(s. 133 felpag. '134')=; [iii06] s., xv pl.	1
[06] , 142 s. =(s. 137-39 opag., 140-42 felpag. '136'-'138')=; [1] rättelsebl., xiii pl.	1
50 s. & omsl.	1
[02] , 54 s. =(s. 53/54 blank)=.	1
[02] , 22 s. =(s. 19/20 blank)=.	1
[04], 64 s. & omsl.	1
[02] , 60 s. & omsl.	1
[02] , ii s., s. 3-28.	1
[02], 152 s. & omsl.	1
[08] , 168, [180] s. =(s. 179/80 blank)=; pl.titelbl.	1
220 s. & omsl.	1
[04], 112 s. (s. 112 blank)	1
[02], 212 s. (s. 212 blank)	1
[02], 270 s.	1
160 s.; [1] rättelsebl. & tr. ryggetikett.	1
112 s. =(s. 111/12 blank)=	1
[04], ii208 s. =(s. ii1 opag. rättelser, 207-08 opag. annons)=	1
[04], 180 s. & omsl.	1
192 s. =(s. 191 opag. annons)=.	1
[02] , 126 s. & omsl.	1
[02] , 252 s.	1
182 s.; [1] pl.	1
134 s.; [1] rättelsebl.	1
S. 149-262	1
[02], 236 s. =(s. 235-36 felpag. '225'- '226')=; [02] s. =(annons)=	1
[02] , 192 s.; [1] rättelsebl.	1
132 s. =(s. 130 felpag. '107', 131-32 opag. annons)=.	1
96 s., s. 87-226	1
=Serietitelbl.:= 02 s. S. 3-224 =(s. 222-24 opag., 223-24 rättelser)=	1
=Serietitelbl.:= 02 s. S. 3-190	1
=Serietitelbl.:= ii s. S. iii-lxxxiv, 162 s.	1
310 s. =(s. 308-10 opag., 309-10 rättelser)=	1
[04], 276 s. =(s. 274-76 opag., 275-76 rättelser)=	1
[04], 278 s.	1
144 s. =(s. 143 felpag. '150')=.	1
[2], 53 [1] s.	1
354 s.; pl.titelbl.	1
340 s.; pl.titelbl.	1
[02], 406 s.; pl.titelbl.	1
152 s. =(s. 150-52 opag. annons)=.	1
[02] , 88 s., s. 83- 102 & omsl.	1
184 s. =(s. 183/84 blank)=.	1
[02], 108 s., s. 107-152; [1] rättelsebl.	1
[02] , 230 s.; [1] pl. =(noter)= & omsl.	1
iv s., s. 5-176.	1
[02], 190 s.	1
[02] , 146 s. & omsl., klistr. prisremsa	1
166 s. & omsl., klistr. prisremsa	1
[02] , 108 s. =(s. 101-08 opag.)=.	1
[02], 282 s. =(s. 281-82 opag.)=	1
[02], 278 s. =(s. 277-78 opag.)=	1
[12], 224 s. =(s. 221-24 opag., 223 rättelser)=	1
176 s. =(s. 175 opag. rättelser)=.	1
144 s. & omsl.	1
196 s. =(s. 195 opag. rättelser)=	1
[08], 184 s. =(s. 182 felpag. '192', 183 opag. rättelser)=	1
112 s. =(s. 111-12 opag. rättelser)=	1
136 s. =(s. 135/36 blank)=	1
[02], 260 s.	1
184 s. =(s. 183-84 opag. annons)=	1
85, ii119 s. =(s. 118/19 blank)=.	1
[02] , 230 s. =(s. 230 felpag. '300')=.	1
[02] , 206 s. =(s. 205-06 opag. annons)=.	1
[02], 110 s.	1
74, 34 s. & omsl.	1
[04], 98 s.	1
[02], 168 s. =(s. 167 opag. rättelser)=	1
xiii s., s. 14-184 s. & omsl.	1
100 s. =(s. 97-98 felpag. '82'-'83', 99 opag. rättelser)=	1
[02], 108 s. =(s. 107 opag. rättelser)=	1
143 s., [1] s. (blank)	1
191 s., [1] s. (blank)	1
138 S.	1
[02] , 246 s.	1
[02] , 172, 180, 168 s., s. 179-184.	1
180 s. =(s. 179-80 opag. annons)=	1
lvi, 256 s. =(s. 256 felpag. '156')=.	1
[02], 40, 76 s.	1
[02], 120 s. & omsl.	1
[02], 128 s. & omsl.	1
[2], 132 s., s. 135-138	1
[02], 152 s.	1
118 s., s. 117-206	1
192 s. =(s. 191 opag. rättelser)=	1
208 s. =(s. 207 opag. rättelser)=	1
[02] , 200, iv s. & omsl.	1
[04], 66, [02], 72 s.	1
[12], 428 s.; [1] pl.-bl.	1
[08], 384 s.; [1] pl.-bl.	1
[10], 502 s.; [1] pl.-bl.	1
[06], 270 s.; [1] pl.-bl.	1
136, 90 s.; [4] pl. & omsl.	1
168 s. & omsl.	1
[02] , 142 s. & omsl. (=Svenska noveller, från slutet af sextonde århundradet, af G.H. M--n=. 1.)	1
192 s; [1] rättelsebl.	1
[02] , 174 s. & omsl.	1
[04] , 348, ii48 s.; [1] rättelsebl.	1
[02] , ii34, iii22 s.	1
16:o.	1
[02], 84 s. & omsl.	1
[02], 88 s. & omsl.	1
[02], 92 s. & omsl.	1
[02] , 18 s. (=Novell-bibliotek. Smärre walda romaner och berättelser, samlade eller öfwersatte=. 17.)	1
[02] , 54 s. (=Novell-bibliotek. Smärre walda romaner och berättelser, samlade eller öfwersatte=. 17.)	1
[02] , 44 s. & omsl.	1
[02] , 40 s. & omsl.	1
[02] , 16 s. =(s. 15-16 opag. annons)=.	1
[02], 36 s. =(s. 35/36 blank)=. (=Hand-bibliotek för damer=. 1.)	1
[04], 135 s., s. 134-166	1
64 s. =(s. 61-64 opag. annons)=.	1
[04] , 68 s. =(s. 67 opag. rättelser).=	1
[02], 60 s.; [2] pl.	1
[02], 764 s.	1
[12], 684 s.	1
[08] , 616 s.	1
[16], 560 s.	1
[08] , 144 s. =(s. 141-44 opag. annons).=	1
S. 117-228 =(s. 221- 28 opag. annons).=	1
120 s. =(s. 118-20 opag. annons).=	1
68, ii200 s.	1
128 sl.	1
[14] , 408 s. =(s. 401-08 opag., 407 rättelser).=	1
[08], 160 s.	1
[02], 146 s. =(s. 142-46 felpag. '162'-'166')=	1
[376] s.	1
[02], 140 s.	1
[20], 222 s.	1
[24], 208 s.	1
238 s. (s. 237-38 opag. annons)	1
[02] , 164 s.; [1] rättelsebl.	1
[02], 220 s.	1
[06], 447, [1] s.; [02] s. =(annons).=	1
[06], 312 s., [02] s. =(annons).=	1
xvi, 328 s. =(s. xiii-xvi, 327-28 opag. rättelser o. annons).=	1
168 s.; pl. ii-iii.	1
