orig	mod	comp	total
Fosterlands-stift:s f.-exp	Fosterlands-stift:s f.-exp		1
Fosterlandsstiftelse Barnaserien	Fosterlandsstiftelse Barnaserien		1
fosterlandsstiftelse Kart	fosterlandsstiftelse Kart		1
Fosterlerlands-stiftelse	Fosterlerlands-stiftelse		1
Fosterländska	Fosterländska		1
Fosterländska förbund	Fosterländska förbund		1
Fosterländska ungdomssällskap	Fosterländska ungdomssällskap		1
Fotblad	Fotblad		1
Fotboll & boxning	Fotboll & boxning		1
Foto-litografiska aktieb	Foto-litografiska aktieb		1
Fotoboken	Fotoboken		1
Fotografihandlarnas riks	Fotografihandlarnas riks		1
Fotografisk tidskrift	Fotografisk tidskrift		1
Fotohandlarnas riksförbund	Fotohandlarnas riksförbund		1
Fotolitografiska	Fotolitografiska		1
Founfation universitaire	Founfation universitaire		1
Fountain	Fountain		1
Fountain Publishers	Fountain Publishers		1
Fox film	Fox film		1
Fr¨f:n	Fr¨f:n		1
Fram., utgivare av Sveriges kommunistiska parti	Fram., utgivare av Sveriges kommunistiska parti		1
Franckh'sche Verlh	Franckh'sche Verlh		1
Franieck	Franieck		1
Frank	Frank		1
Frank Palmer	Frank Palmer		1
Frans Svanström & Co	Frans Svanström & Co		1
Frans Svensson	Frans Svensson		1
Fransén & Wennström	Fransen & Wennström		1
Franska inst	Franska inst		1
Franska turistbyrån	Franska turistbyrån		1
Frantis<U+030C>ek Novák	Frantis<U+030C>ek Novak		1
Franz Petersson	Franz Petersson		1
Fratelli Palombi	Fratelli Palombi		1
Fraternitas	Fraternitas		1
Fr.-Bremer-förbund	Frederic-Bremer-förbund		1
Fr. Apelquists bokhandel	Frederic Apelqvists bokhandel		1
Fr. Berggren, Nygat	Frederic Berggren, Nygat		1
Fr. Brorström & Co	Frederic Brorström & Co		1
Fr. Envalls bokhandel	Frederic Envalls bokhandel		1
Fr. Fleischer	Frederic Fleischer		1
Fr. G. Svan	Frederic G. Svan		1
Fr. Grub	Frederic Grub		1
Fr. Lindberg	Frederic Lindberg		1
Fr. Lundgren	Frederic Lundgren		1
Fr. Pettersson	Frederic Pettersson		1
Fr. Sjöberg	Frederic Sjöberg		1
Fr. Thavenius	Frederic Thavenius		1
Fr. Törnequist	Frederic Törneqvist		1
Frederick Muller	Frederick Muller		1
Frederick Warne	Frederick Warne		1
Frederik Barfod	Frederik Barfod		1
Frederik E. Pedersen	Frederik E. Pedersen		1
Fredholm	Fredholm		1
Fredr. Geijer	Fredr. Geijer		1
Fredrik Georg Afzelius	Fredrik Georg Afzelius		1
Fredrik Törnequist	Fredrik Törneqvist		1
Fredrika Bremer	Fredrika Bremer		1
Fredrika Bremer-s byrå	Fredrika Bremer-s byrå		1
Fredsbergs hembygdsförening	Fredsbergs hembygdsförening		1
Fredsfanan	Fredsfanan		1
Fredsför	Fredsför		1
Fredsförening	Fredsförening		1
Fredsförenings exp	Fredsförenings exp		1
Free-time	Free-time		1
Free Press	Free Press		1
Free time	Free time		1
Fremdenblatt	Fremdenblatt		1
Frenckell & sons bokhandel	Frenckell & sons bokhandel		1
Frenckellska yckeriet	Frenckellska yckeriet		1
Frenckelska -	Frenckelska -		1
Frenkel & son	Frenkel & son		1
Frenografen	Frenografen		1
Frenografens exp	Frenografens exp		1
Frf	Frf		1
Fri kritik	Fri kritik		1
Fri motorsport	Fri motorsport		1
Fria katolska kyrkan	Fria katolska kyrkan		1
Fria Kristliga student-förening	Fria Kristliga student-förening		1
Fria Kristliga studentfören: Dagens	Fria Kristliga studentfören: Dagens		1
Fria Kristliga studentförening	Fria Kristliga studentförening		1
Fria Missions	Fria Missions		1
Fria tyska kulturförbund	Fria tyska kulturförbund		1
Frick	Frick		1
Fridhems Kristliga friförsaml	Fridhems Kristliga friförsaml		1
Fridshälsning från fjällen	Fridshälsning från fjällen		1
Friedberg & Mode	Friedberg & Mode		1
Friederichsen, de Gruyter & Co	Friederichsen, de Gruyter & Co		1
Friedländer Kommission	Friedländer Kommission		1
Friedrich Andreas Perthes A-G	Friedrich Andreas Perthes A-G		1
Friedrich Ernst Hübsch	Friedrich Ernst Hybsch		1
Friends of the Earth	Friends of the Earth		1
Friförsaml	Friförsaml		1
Frihetliga bokgillet	Frihetliga bokgillet		1
Frihetsförb:	Frihetsförb:		1
Frihetsvärnet	Frihetsvärnet		1
Friken Vita tanden	Friken Vita tanden		1
Frikernas varudepôt	Frikernas varudepôt		1
Friks- & handtverksförening	Friks- & handtverksförening		1
Friks- Favorit, Hemstickningscentralen	Friks- Favorit, Hemstickningscentralen		1
Friksarbetareförb:s avdelning 1	Friksarbetareförb:s avdelning 1		1
Frikyrklig tidskrift	Frikyrklig tidskrift		1
Frikyrklig ungdom	Frikyrklig ungdom		1
Frikyrkliga studie	Frikyrkliga studie		1
Friluftsliv	Friluftsliv		1
Friluftsmuseet Murberget	Friluftsmuseet Murberget		1
Frimodt	Frimodt		1
Frimurarebarnhuset	Frimurarebarnhuset		1
Frimurarelogen Arcturus	Frimurarelogen Arcturus		1
Frimurarelogen Orion	Frimurarelogen Orion		1
Frimärksamlare-förening i Stockholm	Frimärksamlare-förening i Stockholm		1
Frimärksfrämjandet	Frimärksfrämjandet		1
Frion	Frion		1
Fris. ungdomsförbund	Fris. ungdomsförbund		1
Frisenette	Frisenette		1
Frisin. landsförening	Frisin. landsförening		1
Frisinnad tidskr	Frisinnad tidskr		1
Frisinnade kvinnor	Frisinnade qvinnor		1
Frisksportförbund	Frisksportförbund		1
Friskt folk	Friskt folk		1
Friskytten	Friskytten		1
Fristatsrörelsen	Fristatsrörelsen		1
Frisörskolan	Frisörskolan		1
Frit-Nordisk	Frit-Nordisk		1
Frit nordisk	Frit nordisk		1
Frith. Hellberg	Frithiof Hellberg		1
Frithiof Hellberg	Frithiof Hellberg		1
Fritt Forum	Fritt Forum		1
Fritt nordiskt	Fritt nordiskt		1
Fritz Andersson	Fritz Andersson		1
Fritz Stenström	Fritz Stenström		1
Fritze & Nordiska bokhandel	Fritze & Nordiska bokhandel		1
Fritze i	Fritze i		1
Fritzéns bokhandel	Fritzens bokhandel		1
Fritzes k. hovbokhandel	Fritzes k. hovbokhandel		1
Fritzes kundservice	Fritzes kundservice		1
Fritzes kundtjänst	Fritzes kundtjänst		1
Fritänkareförbund	Fritänkareförbund		1
Frkn Hellner, Hagagatan 56	Frkn Hellner, Hagagatan 56		1
Frommansche Buchdruckerei	Frommansche Buchdruckerei		1
Frost-Hansen	Frost-Hansen		1
Fru A. Schütz	Fru A. Schytz		1
Fru Griella Möllerberg	Fru Griella Möllerberg		1
fru L. Dahlström	fru L. Dahlström		1
Fructus	Fructus		1
Fructus friker	Fructus friker		1
Fryksände hembygdsförening	Fryksände hembygdsförening		1
Från jaktmarker & fiskevatten	Från jaktmarker & fiskevatten		1
Från Lundbergska yckeriet	Från Lundbergska yckeriet		1
Från skog & sjö	Från skog & sjö		1
Frälsn.-armén	Frälsn.-armen		1
Frälsningsarmén i Finland	Frälsningsarmen i Finland		1
Frälsningsarméns 1:sta kår	Frälsningsarmens 1:sta kår		1
Frälsningsarméns Högkvarter	Frälsningsarmens Högqvarter		1
Frälsningsarméns skandinaviska högkvarter	Frälsningsarmens skandinaviska högqvarter		1
Fröberg	Fröberg		1
Fröbergs	Fröbergs		1
Fröken Anna Fredin	Fröken Anna Fredin		1
fröken Bertha Jakobson, Hornsgat. 32	fröken Bertha Jakobson, Hornsgat. 32		1
fröken Berths Jakobson, Hornsgatan 32	fröken Berths Jakobson, Hornsgatan 32		1
fröken Greta Stendahl, Karlaplan 9 B	fröken Greta Stendahl, Karlaplan 9 B		1
Fröléen. Inb	Fröleen. Inb		1
Frösåkers hembygdsförening	Frösåkers hembygdsförening		1
Frösö hembygdsförening	Frösö hembygdsförening		1
FST	FST		1
Fundament	Fundament		1
Fundell & Sköld	Fundell & Sköld		1
Funk	Funk		1
Funk & Wagnalls	Funk & Wagnalls		1
Funki	Funki		1
Funkis	Funkis		1
Furche Vlg	Furche Vlg		1
Futura press	Futura press		1
Futurum	Futurum		1
Fylgias bok &	Fylgias bok &		1
Fyrbåken	Fyrbåken		1
Fyris-tr	Fyris-tr		1
Fyris-tryck	Fyris-tryck		1
Fyristr	Fyristr		1
Fyrton	Fyrton		1
Fysisk fostran	Fysisk fostran		1
Fysisk vård	Fysisk vård		1
Fågel blå	Fågel blå		1
Fångarnas vän	Fångarnas vän		1
Fägersten	Fägersten		1
Fältmissionären	Fältmissionären		1
Fänges & Påhlssons rederier	Fänges & Påhlssons rederier		1
Färg & ferniss frik Arvid Lindgren & co	Färg & ferniss frik Arvid Lindgren & co		1
Färghandels-inst	Färghandels-inst		1
Färghandels-institutet	Färghandels-institutet		1
Fönstret	Fönstret		1
För allt skapat	För allt skapat		1
för arbetsfilosofi	för arbetsfilosofi		1
för fri- & rättigheter	för fri- & rättigheter		1
för främjande av kulturella & ekonomiska förbindelser mellan Sverige & Sovjetunionen	för främjande av kulturella & ekonomiska förbindelser mellan Sverige & Sovjetunionen		1
för fysisk fostran	för fysisk fostran		1
För hemmet	För hemmet		1
för humanistisk politik	för humanistisk politik		1
för kristen humanism & samhällssyn	för kristen humanism & samhällssyn		1
 för kristet samhällsliv	för kristet samhällsliv		1
för kristet samhällsliv	för kristet samhällsliv		1
för litt. på främmande språk	för litt. på främmande språk		1
för spridning af litterära verk	för spridning af litterära verk		1
för Svenska församl.-arbete i Finland r.f	för Svenska församl.-arbete i Finland r.f		1
för Svenska församlingsarbete i Finland	för Svenska församlingsarbete i Finland		1
Förb:ts mellan Sveriges K. F. U. M.	Förb:ts mellan Sveriges K. F. U. M.		1
Förbudsvännernas riksförbund	Förbudsvännernas riksförbund		1
Förbudsvännernas rikskommitté	Förbudsvännernas rikskommitte		1
Föreläsningsens riksorganisation	Föreläsningsens riksorganisation		1
Föreläsningss riksorganisation	Föreläsningss riksorganisation		1
Förenade-Framtiden	Förenade-Framtiden		1
Förenade bil	Förenade bil		1
Förenade Framtiden	Förenade Framtiden		1
Förenade hem	Förenade hem		1
Förenade piano- & orgelfriker	Förenade piano- & orgelfriker		1
förening 'Bort med tobaken	förening 'Bort med tobaken		1
förening 'Vår bostad	förening 'Vår bostad		1
förening 1862 års män	förening 1862 års män		1
förening 1872 års män	förening 1872 års män		1
förening 1876 års män	förening 1876 års män		1
förening 1880 års män	förening 1880 års män		1
förening Armémusei Vänner	förening Armemusei Vänner		1
förening av tvätt- & strykinrättningar	förening av tvätt- & strykinrättningar		1
förening Betelseminariet	förening Betelseminariet		1
förening Bromma landstormskvinnor	förening Bromma landstormsqvinnor		1
förening Concordia	förening Concordia		1
förening D.S.I	förening D.S.I		1
förening Dalarna	förening Dalarna		1
förening Diplomerade vid Socialinstitutet	förening Diplomerade vid Socialinstitutet		1
förening Drottningholmsteaterns vänner	förening Drottningholmsteaterns vänner		1
förening Drottningsholmsteaterns vänner	förening Drottningsholmsteaterns vänner		1
förening DSI	förening DSI		1
förening Egna hem	förening Egna hem		1
förening emot lifsmedeltullar	förening emot lifsmedeltullar		1
förening f. främjande av nykterhetsnämndernas verksamhet	förening f. främjande av nykterhetsnämndernas verksamhet		1
förening f. nutida konst	förening f. nutida konst		1
förening f. skidlöpningens främjande	förening f. skidlöpningens främjande		1
förening Filmkamraterna	förening Filmkamraterna		1
förening Finlandskrigare 1918	förening Finlandskrigare 1918		1
förening Folkets hus	förening Folkets hus		1
förening frisinnade kvinnor	förening frisinnade qvinnor		1
förening för allmän hälsovård	förening för allmän hälsovård		1
förening för arbets- & sysselsättningsterapi	förening för arbets- & sysselsättningsterapi		1
förening för barnasjukvård i Malmö	förening för barnasjuqvård i Malmö		1
förening för Blekinge försvar	förening för Blekinge försvar		1
förening för dendrologi & parkvård	förening för dendrologi & parqvård		1
förening för filosofi & specialvetenskap	förening för filosofi & specialvetenskap		1
förening för folkbibliotek & läsestugor	förening för folkbibliotek & läsestugor		1
förening för främjande av den svenska pensionsförsäkringen	förening för främjande av den svenska pensionsförsäkringen		1
förening för främjande av nykterhetsnämndernas verksamhet	förening för främjande av nykterhetsnämndernas verksamhet		1
förening för främjande av nykterhetsnämndernas verksamhet u. p. a	förening för främjande av nykterhetsnämndernas verksamhet u. p. a		1
förening för främjande av Pensionsstyrelses verksamhet	förening för främjande av Pensionsstyrelses verksamhet		1
förening för grafisk konst	förening för grafisk konst		1
förening för Göteborgs försvar	förening för Göteborgs försvar		1
förening för inre vattenvägar	förening för inre vattenvägar		1
förening för Israelsmiss	förening för Israelsmiss		1
förening för naturenlig hälsovård i Medelpad	förening för naturenlig hälsovård i Medelpad		1
förening för norrländsk hembygdsforskning	förening för norrländsk hembygdsforskning		1
förening för nutida konst	förening för nutida konst		1
förening för kvinnans politiska rösträtt i Göteborg	förening för qvinnans politiska rösträtt i Göteborg		1
förening för samhällsplanering	förening för samhällsplanering		1
förening för Sibbo hembygdsforskning	förening för Sibbo hembygdsforskning		1
förening för sinnesslöa barns vård	förening för sinnesslöa barns vård		1
förening för skogsvård i Norrland	förening för skogsvård i Norrland		1
förening för skollovskolonier	förening för skollovskolonier		1
förening för släktforskning	förening för släktforskning		1
förening för sockersjuka i Stockholm med omnejd	förening för sockersjuka i Stockholm med omnejd		1
förening för svenska bokband	förening för svenska bokband		1
förening för utställningen Flaskan & narren	förening för utställningen Flaskan & narren		1
förening för Waldorfpedagogik	förening för Waldorfpedagogik		1
förening Gamla Carlscrona	förening Gamla Carlscrona		1
förening Gamla Christianstad	förening Gamla Christianstad		1
förening Gamla Halmstad	förening Gamla Halmstad		1
förening Gamla Holmepojkar	förening Gamla Holmepojkar		1
förening Gamla Vadstena	förening Gamla Vadstena		1
förening Gamla Östersund	förening Gamla Östersund		1
förening GCI-GIH	förening GCI-GIH		1
förening Gotlands fornvänner	förening Gotlands fornvänner		1
förening Hembygden	förening Hembygden		1
förening Hälsokultur	förening Hälsokultur		1
förening Israels vänner	förening Israels vänner		1
förening Jämtslöjd	förening Jämtslöjd		1
förening K. H. S	förening K. H. S		1
förening koloniträdgårdar i Stockholm	förening koloniträdgårdar i Stockholm		1
förening Konst i skolan	förening Konst i skolan		1
förening Kontakt	förening Kontakt		1
förening Kvinnolistan	förening Kvinnolistan		1
förening Kvinnor i statens tjänst	förening Kvinnor i statens tjänst		1
förening Lundensare i Stockholm	förening Lundensare i Stockholm		1
förening Medicinhist. museets vänner	förening Medicinhist. museets vänner		1
förening Musikfrämjandet-Musiken vecka	förening Musikfrämjandet-Musiken vecka		1
förening Nerike	förening Nerike		1
förening Nordsvenska Hästen	förening Nordsvenska Hästen		1
förening Norrköpings handelsgymnasister	förening Norrköpings handelsgymnasister		1
förening Originalträsnitt	förening Originalträsnitt		1
förening Pro facultate dicendi	förening Pro facultate dicendi		1
förening Runan	förening Runan		1
förening Självhjälp	förening Självhjälp		1
förening sjöfolkets bildningsarbete	förening sjöfolkets bildningsarbete		1
förening Sjöfolkets bildningsarbete	förening Sjöfolkets bildningsarbete		1
förening Skyddsvärnet i Stockholm	förening Skyddsvärnet i Stockholm		1
förening Smålandshusarer	förening Smålandshusarer		1
förening Solbackapojkarna	förening Solbackapojkarna		1
förening Sport & idrott	förening Sport & idrott		1
förening Stockholms förenade specialoptiker	förening Stockholms förenade specialoptiker		1
förening Strengnenses	förening Strengnenses		1
förening Svenska familjevärnet	förening Svenska familjevärnet		1
förening Svenska rominstitutets vänner	förening Svenska rominstitutets vänner		1
förening Svenska tonsättare	förening Svenska tonsättare		1
förening svenska tonsättares internationella musikbyrå	förening svenska tonsättares internationella musikbyrå		1
förening Sveriges filmproducenter	förening Sveriges filmproducenter		1
förening Sveriges kommunalkamrerare	förening Sveriges kommunalkamrerare		1
förening Sveriges konsthantverkare & industriformgivare	förening Sveriges konsthantverkare & industriformgivare		1
förening Sveriges landsfiskaler	förening Sveriges landsfiskaler		1
förening Sveriges sjöfart & sjöförsvar	förening Sveriges sjöfart & sjöförsvar		1
förening Sveriges stadsfiskaler	förening Sveriges stadsfiskaler		1
förening Sveriges stadsfogdar	förening Sveriges stadsfogdar		1
förening Sveriges sändareamatörer	förening Sveriges sändareamatörer		1
förening Ungdom	förening Ungdom		1
förening Vaksamhet	förening Vaksamhet		1
förening Verdandi	förening Verdandi		1
förening Värmland i Karlstad u.p.a	förening Värmland i Karlstad u.p.a		1
förening värnpligtens vänner	förening värnpligtens vänner		1
förening Västervikspojkarna	förening Västervikspojkarna		1
förening Västmanlänningarna	förening Västmanlänningarna		1
förening Äldre sjömän	förening Äldre sjömän		1
förening Örebro läns museum	förening Örebro läns museum		1
förening, Tegnérsgatan 13	förening, Tegnersgatan 13		1
Föreningarna Norden	Föreningarna Norden		1
föreningtidning	föreningtidning		1
föreningyckeri	föreningyckeri		1
föreningykeri	föreningykeri		1
Förenta nationernas informationskontor för Danmark, Island, Norge & Sverige	Förenta nationernas informationskontor för Danmark, Island, Norge & Sverige		1
Förenta staternas informationstjänst	Förenta staternas informationstjänst		1
Förenta Staternas informationstjänst, Amerikanska ambassaden	Förenta Staternas informationstjänst, Amerikanska ambassaden		1
Företagsekonomiska forskningsinst. vid Handelshögsk. i Stockholm	Företagsekonomiska forskningsinst. vid Handelshögsk. i Stockholm		1
Företagsekonomiska forskningsinstitutet vid Handelshögsk. i Stockholm	Företagsekonomiska forskningsinstitutet vid Handelshögsk. i Stockholm		1
Företagslednings träning	Företagslednings träning		1
Företagsnämnden vid Skånes allmänna restaurang	Företagsnämnden vid Skånes allmänna restaurang		1
förf:	förf:		1
Förf:s eget	Förf:s eget		1
författare & Joh. A. Forsell	författare & Johan A. Forsell		1
författare & Wilhelmsson	författare & Wilhelmsson		1
författare Adr. Stensborg 8	författare Adr. Stensborg 8		1
författare Alviksvägen 55, Äppelviken	författare Alviksvägen 55, Äppelviken		1
författare Betania, Järvsö	författare Betania, Järvsö		1
författare Centrallasarettet	författare Centrallasarettet		1
författare Eget	författare Eget		1
författare Elanders bok-	författare Elanders bok-		1
författare Falla säteri	författare Falla säteri		1
författare Familjevännens exp	författare Familjevännens exp		1
författare Florag. 19	författare Florag. 19		1
författare Frejgatan 25 II	författare Frejgatan 25 II		1
författare Kolmätaregränd	författare Kolmätaregränd		1
författare Roburv. 24	författare Roburv. 24		1
författare Söderby sjukhus	författare Söderby sjukhus		1
författare Tallbo	författare Tallbo		1
författare Äppelviken	författare Äppelviken		1
författare, Dalslands lantmannaskola	författare, Dalslands lantmannaskola		1
författare, Experimentalfältet	författare, Experimentalfältet		1
författare, Fågelviks kalkongård	författare, Fågelviks kalkongård		1
författare, Försvarets civilförvaltning	författare, Försvarets civilförvaltning		1
författare, Gröng. 514	författare, Gröng. 514		1
författare, Havreg. 8	författare, Havreg. 8		1
författare, Karlavägen	författare, Karlavägen		1
författare, Karlbergsvägen	författare, Karlbergsvägen		1
författare, Karlsviksg. 5	författare, Karlsviksg. 5		1
författare, Kastellg. 24	författare, Kastellg. 24		1
författare, Lantbrukshögskolan	författare, Lantbrukshögskolan		1
författare, Lektorsgatan 3	författare, Lektorsgatan 3		1
författare, Nynäs	författare, Nynäs		1
författare, Riksdagshuset	författare, Riksdagshuset		1
författare, Roslagsgatan 50 n. b	författare, Roslagsgatan 50 n. b		1
författare, Sandbyhov	författare, Sandbyhov		1
författare, Scheeleg. 6	författare, Scheeleg. 6		1
författare, Skeppareg. 102	författare, Skeppareg. 102		1
författare, Solbacka husmodersskola	författare, Solbacka husmodersskola		1
författare, Stadshuset	författare, Stadshuset		1
författare, Wärldsholmen 15	författare, Wärldsholmen 15		1
författare, Västerlångg	författare, Västerlångg		1
Författarna	Författarna		1
Författarna, H. Martinsson	Författarna, H. Martinsson		1
Författarna, Harry Martinson	Författarna, Harry Martinson		1
Författningar rörande kyrka, folkskola & pastorsexpedition	Författningar rörande kyrka, folkskola & pastorsexpedition		1
Förgät mig ej	Förgät mig ej		1
Förr & nu	Förr & nu		1
förr thetta Grefingska	förr thetta Grefingska		1
församl	församl		1
Församlingens ungdom	Församlingens ungdom		1
Församlingshuset Lyckhem	Församlingshuset Lyckhem		1
Församlingsvännen	Församlingsvännen		1
Första maj	Första maj		1
Förstadstidning	Förstadstidning		1
Förstamajblommans riks	Förstamajblommans riks		1
Försvarets bokdetalj, Marinavdelning	Försvarets bokdetalj, Marinavdelning		1
Försvarets bokdetalj, Marinavdelning, Stockholm 2	Försvarets bokdetalj, Marinavdelning, Stockholm 2		1
Försvarets brevskola	Försvarets brevskola		1
Försvarets brevskola/Ekonomisk information	Försvarets brevskola/Ekonomisk information		1
Försvarets kommandoexp., bokdetaljen	Försvarets kommandoexp., bokdetaljen		1
Försvarets kommandoexp., Bokdetaljen	Försvarets kommandoexp., Bokdetaljen		1
Försvarets kommandoexpedition	Försvarets kommandoexpedition		1
Försvarsdep	Försvarsdep		1
Försvarsfrämjandet	Försvarsfrämjandet		1
Försvarsförening	Försvarsförening		1
Försvarssten vid krigsmaktsövning	Försvarssten vid krigsmaktsövning		1
Försvarsstens bildningsdetalj, c 1943	Försvarsstens bildningsdetalj, c 1943		1
Försvarsstens personalvårdsavdelning	Försvarsstens personalvårdsavdelning		1
Försäkr.- Norrland	Försäkr.- Norrland		1
Försäkr.- Skandia	Försäkr.- Skandia		1
försäkr.-bol	försäkr.-bol		1
Försäkring Fylgia	Försäkring Fylgia		1
Försäkringen Skandia & Freja	Försäkringen Skandia & Freja		1
Försäkrings- Skandia	Försäkrings- Skandia		1
Försäkringsbol. Bifrost	Försäkringsbol. Bifrost		1
Försäkringsbol. för smittsamma husdjurssjukdomar	Försäkringsbol. för smittsamma husdjurssjukdomar		1
Försäkringsbolaget Holmia	Försäkringsbolaget Holmia		1
Försäkringsbolaget Trafik	Försäkringsbolaget Trafik		1
Försäkringsbolaget Zürich	Försäkringsbolaget Zyrich		1
Försäkringsinsp	Försäkringsinsp		1
Försäkringsmannaförening	Försäkringsmannaförening		1
Försäkringstjänstemannaförbund	Försäkringstjänstemannaförbund		1
Försäkringstjänstemannaförening	Försäkringstjänstemannaförening		1
Förvaltningsrättslig tidskrift	Förvaltningsrättslig tidskrift		1
Fötlaget Bro	Fötlaget Bro		1
G.-A. Landoff	G.-A. Landoff		1
G. & A. Meukow	G. & A. Meukov		1
G. Barba	G. Barba		1
G. Bellander	G. Bellander		1
G. Bergman	G. Bergman		1
G. Berling	G. Berling		1
G. Berlings bokhandel	G. Berlings bokhandel		1
G. Blids bokhandel	G. Blids bokhandel		1
G. Boberg	G. Boberg		1
G. Borgström	G. Borgström		1
G. Brändstedt	G. Brändstedt		1
G. Carlson & Co	G. Carlson & Co		1
G. Clemensson	G. Clemensson		1
G. Dahlberg	G. Dahlberg		1
G. Davidsson	G. Davidsson		1
G. Edwards	G. Edvards		1
G. Eék	G. Eek		1
G. Eisen	G. Eisen		1
G. Ekelöf	G. Ekelöf		1
G. Enbom	G. Enbom		1
G. Ewald	G. Evald		1
G. Fischer	G. Fischer		1
G. Friberg	G. Friberg		1
G. Gustafssons bokhandel	G. Gustafssons bokhandel		1
G. Hag	G. Hag		1
G. Hedberg	G. Hedberg		1
G. Hedlund	G. Hedlund		1
G. Heijkenskjöld	G. Heijkenskjöld		1
G. Hermelin, Fröllinge	G. Hermelin, Fröllinge		1
G. Isakson	G. Isakson		1
G. Jacobsson	G. Jacobsson		1
G. Jonsson	G. Jonsson		1
G. Kihlberg	G. Kihlberg		1
G. Klang	G. Klang		1
G. Kühn	G. Kyhn		1
G. Larsson	G. Larsson		1
G. Le Prat	G. Le Prat		1
G. Leufstedt	G. Leufstedt		1
G. Liebert	G. Liebert		1
G. Lindahl	G. Lindahl		1
G. Lindberg	G. Lindberg		1
G. Lindquist	G. Lindqvist		1
G. Malmborg	G. Malmborg		1
G. Melin	G. Melin		1
G. Möller	G. Möller		1
G. Nyblom	G. Nyblom		1
G. Nylin	G. Nylin		1
G. Nyquist	G. Nyqvist		1
G. Olsson	G. Olsson		1
G. Park	G. Park		1
G. Persson	G. Persson		1
G. Petterssons bokhandel	G. Petterssons bokhandel		1
G. Prawitz	G. Pravitz		1
G. Rahm	G. Rahm		1
G. Retzius	G. Retzius		1
G. Risberg	G. Risberg		1
G. Roesler	G. Roesler		1
G. Rudebeck	G. Rudebeck		1
G. Rylander	G. Rylander		1
G. Sandell	G. Sandell		1
G. Schröder	G. Schröder		1
G. Smith	G. Smith		1
G. Swenander	G. Svenander		1
G. Svenson	G. Svenson		1
G. Svenssons	G. Svenssons		1
G. Söderström	G. Söderström		1
G. Thorsander	G. Thorsander		1
G. Thörnberg	G. Thörnberg		1
G. Upmark	G. Upmark		1
G. van Saane 'Lectura Architectonica	G. van Såne 'Lectura Architectonica		1
G. Vanoest	G. Vanoest		1
G. Wennberg	G. Wennberg		1
G. Wingren	G. Wingren		1
G. Wulff	G. Wulff		1
G. Ågren	G. Ågren		1
G.A. Blume	G.A. Blume		1
G.A. Ekstrand	G.A. Ekstrand		1
G.A. Grönlund	G.A. Grönlund		1
G.A. Lindgren	G.A. Lindgren		1
G.A. Nordlund	G.A. Nordlund		1
G.A. Sandberg	G.A. Sandberg		1
G.A. Syréns bokhandel	G.A. Syrens bokhandel		1
G.C. Sansoni	G.C. Sansoni		1
G.D. Björck	G.D. Björck		1
G.E. Neovius	G.E. Neovius		1
G.E. Petersen	G.E. Petersen		1
G.E. Wåhlberg	G.E. Wåhlberg		1
G.F. Berndtsson & Son	G.F. Berndtsson & Son		1
G.F. Nordquist	G.F. Nordqvist		1
G.G. Harrap	G.G. Harrap		1
G.H. Björk	G.H. Björk		1
G.H. Lettström	G.H. Lettström		1
G.K.S. Gödsel- & Coalkindustriernas samarbetsdelegation	G.K.S. Gödsel- & Coalkindustriernas samarbetsdelegation		1
G.N. Malm	G.N. Malm		1
G.O. Vasenius	G.O. Vasenius		1
G.R. Lundberg	G.R. Lundberg		1
G.S. Ander	G.S. Ander		1
G.S. Perry	G.S. Perry		1
G.W. Blomqvist	G.W. Blomqvist		1
G.W. Breughel	G.W. Breughel		1
G.W. Carleton & co	G.W. Carleton & co		1
G.W. Lindströms bokhandel	G.W. Lindströms bokhandel		1
G.W. Olson	G.W. Olson		1
G.W. Schroeder	G.W. Schroeder		1
G.W. Shroeder	G.W. Shroeder		1
G.W. Wilén & Co	G.W. Wilen & Co		1
G.W. Wilhelmson	G.W. Wilhelmson		1
G.W. Wilhelmsson	G.W. Wilhelmsson		1
GAD	GAD		1
Gad's universitetsboghandel	Gad's universitetsboghandel		1
Gadden	Gadden		1
Gadelius	Gadelius		1
Gads	Gads		1
Gads boghandel	Gads boghandel		1
Gaetano Brigola	Gaetano Brigola		1
Gahrmans musik	Gahrmans musik		1
Galerie Denise René	Galerie Denise Rene		1
Galjadeten	Galjadeten		1
Galleri d'art latin	Galleri d'art latin		1
Galleri Modern	Galleri Modern		1
Gallerie Blanche	Gallerie Blanche		1
Gamla stan	Gamla stan		1
Gamla Upsala kommunalnämnd	Gamla Upsala kommunalnämnd		1
Gamlakarleby stad	Gamlakarleby stad		1
Gammelkroppa	Gammelkroppa		1
Ganymeden	Ganymeden		1
Gappe & Sporre	Gappe & Sporre		1
Garpenbergs hembygdsförening	Garpenbergs hembygdsförening		1
Garzanti	Garzanti		1
Gasetten	Gasetten		1
Gastronomiskt	Gastronomiskt		1
Gasverket	Gasverket		1
Gasverkets kundtjänst	Gasverkets kundtjänst		1
Gbgs bot. trädg	Gbgs bot. trädg		1
GDUF	GDUF		1
Gebrüder Paetel	Gebryder Paetel		1
Gebröderna Henninger	Gebröderna Henninger		1
Gebröderna Mann	Gebröderna Mann		1
Gebäude der Königlich preussischen Akademie der Wissenschaften	Gebäude der Königlich preussischen Akademie der Wissenschaften		1
Gedrnandr	Gedrnandr		1
