Corporate_name	Count
Höganäsverkens änkekassa.	1
Höganäs församlingsbibliotek.	1
Höganäs arbetarekommuns bibliotek.	1
Hässleholms tekniska skola.	1
Hässleby sanatorium. Bibliotek.	1
Svenska postmannaförbundet avd. 25.	1
Svenska järnvägsmannaförbundet avd. 99.	1
Härnösands stiftsråd.	1
Härnösands Stifts- och läroverksbibliotek	1
Häverö sockenbibliotek.	1
Frikyrkliga församlingen.	1
Utställning 1945. Hässleholm.	1
Hässleholms lokala bildningsråds studiecirkelbibliotek.	1
IFK Hässleholm	1
Hässleholms folkbibliotek	1
Hässleby folkbibliotek.	1
Härslövs församlingsbibliotek.	1
Västernorrlands läns museum.	1
Härnösand. Ordenssällskapet W.F.	1
Härnösand. Utställning 1935. Jubileumsutställning.	1
Hernösands tullkammardistrikt.	1
Härnösands Stadsfullmäktige.	1
Härnösands segelsällskap.	1
Odd Fellow orden. Härnösand.	1
Härnösands Lasarett.	1
Konsumtionsföreningen. Härnösand.	1
KFUM:s scoutkår. Härnösand.	1
K.F.U.M. Härnösand.	1
IFK Härnösand	1
Högre allm. läroverket. Härnösand.	1
Härnösands frivilliga motorbåtsflottilj.	1
Härnösands Folkets park.	1
Härnösands folkbibliotek.	1
Härnösands elementarläroverks för flickor bibliotek.	1
Bilägarnas inköpsförening.	1
Härnösands arbetarebiblioteks-förenings bibliotek.	1
Härlövs idrottsförening.	1
Härjedalens fornminnesförening.	1
K.F.U.M:s bibliotek. Helsingborg.	1
K.F.U.K:s bibliotek. Helsingborg.	1
Hälsingborgs ev. luth. missionsförening.	1
Hälsingtuna sockenbibliotek.	1
Sågverksägareförbundet. Hälsingland.	1
Sydöstra Helsinglands hushållsgille.	1
Hälsinglands provinsförbund av Riksförbundet Landsbygdens folk.	1
Hälsinglands motorklubb.	1
Hälsinglands kioskägareförening.	1
Goodtemplarorden. Hälsingland.	1
Utställning 1942. Helsingborg.	1
Utställning 1917. Helsingborg.	1
Utställning 1912. Helsingborg.	1
Utställning 1890. Helsingborg.	1
'Tysta Maries' läsesalongs lånbibliotek. Helsingborg.	1
Hälsingborgs trädgårdsarbetarefackförening.	1
Tekniska gymnasiet. Helsingborg.	1
Söndagsskolebiblioteket. Helsingborg.	1
Svenska byggnadsarbetareförbundets avdelning 21. Helsingborg.	1
Stattena S.D.U.K. Helsingborg.	1
Spårvägar. Helsingborg.	1
Hälsingborgs specerihandlareförening.	1
Helsingborgs spanarkår.	1
Socialdemokratiska ungdomsklubben Frihet. Helsingborg.	1
Skånska husarregementets officerskår. Biblioteket. Helsingborg.	1
Skånska husarregementets manskapsbibliotek. Helsingborg.	1
Sjuk- och begravningskassan 'De förenade'. Helsingborg.	1
Scoutkåren Fram. Helsingborg.	1
Sagostundernas musikkår. Helsingborg.	1
Hälsingborgs reklamförening.	1
Hälsingborgs polisbibliotek.	1
Pedagogiska biblioteket. Helsingborg.	1
Hälsingborgs museum.	1
Marias flickscoutkår. Helsingborg.	1
Manskören Harmoni. Helsingborg.	1
Läns- och stadslasarettets bibliotek. Helsingborg.	1
Hälsingborgs lastbilägareförening.	1
Konsthallen. Helsingborg.	1
Svenska kommunalarbetareförbundets avd. 98. Helsingborg.	1
KFUM. Helsingborg.	1
K.F.U.M. Helsingborg.	1
IFK Helsingborg.	1
Hälsingborgs högre allmänna läroverks bibliotek.	1
Högre allmänna läroverket. Helsingborg.	1
Hälsovårdssnämnden. Helsingborg.	1
Hälsans bollklubb. Helsingborg.	1
Hälsan. Helsingborg.	1
Goodtemplarorden. Helsingborg.	1
Hälsingborgs folkskolelärarekårs bibliotek.	1
Hälsingborgs folkskolas lärjungebibliotek.	1
F.B. Helsingborg.	1
Hälsingborgs fattigvård.	1
Hälsingborgs fackföreningars bibliotek.	1
Eskilsminne IF	1
Epidemisjukhus. Helsingborg.	1
Hälsingborgs djurskyddsförening.	1
Svenska bryggeriindustriarbetareförbundet. Avd. 110. Helsingborg.	1
Hälsingborgs bibelsamtalsförenings bibliotek.	1
Hälsingborgs Betaniaförening.	1
Bethania ungdomsförenings bibliotek. Helsingborg.	1
Svenska beklädnadsarbetareförbundet. Helsingborg.	1
Hälsingborgs baptistförsamlings bibliotek.	1
Arbetarnas bildningsförbund. Helsingborg.	1
Hälsingborgs allmänna idrottssällskap.	1
Hällstads biblioteksförenings bibliotek.	1
Hällnäs-sanatoriets lånebibliotek.	1
Folkbibliotek. Hällevadsholm.	1
Hällestads sparbank.	1
Kyrkan. Häälestad.	1
Hällestads konsumtionsförening.	1
Hällekis kooperativa handelsförening.	1
Hällefors sockenbibliotek.	1
Hällefors skytteförening.	1
Goodtemplarorden. Hällefors.	1
Hälleberga församlingsbibliotek.	1
Jämtbygdens folkhögskola. Hålland.	1
Hållnäs friförsamling.	1
Hålahults bibliotek.	1
Hylte hantverksförening.	1
Hyringa-Längnums folkbibliotek.	1
Sveriges allmänna Hypoteksbank	1
Svenska Hydrografiska kommissionen	1
Huvudsta idrottssällskap.	1
Svenska pappersindustriarbetareförbundet. Avd. 143.	1
Husums arbetarkommun.	1
Huskvarna skolbibliotek.	1
Huskvarna kristliga ungdomsförenings bibliotek.	1
Konsumtionsföreningen Union u.p.a.	1
Föreningen Huskvarna förstamajblomma.	1
Huskvarna Folkets hus.	1
Huskvarna folkbibliotek.	1
Filadelfiaförsamlingen. Huskvarna.	1
Huskvarna stads elverk.	1
Huskvarna arbetarekommun.	1
Hunnebostrands bibliotek.	1
Svenska Humanistiska förbundet	1
Nationaltemplarorden. Hulån.	1
Wänskapsförbundet. Hultsfred.	1
Hudiksvall. Utställning 1913.	1
Hudiksvall. Utställning 1904.	1
Hudiksvalls sockenbibliotek.	1
Hudiksvalls läse-sällskaps boksamling.	1
Hudiksvalls Högre lärdoms-skola.	1
Hudiksvalls högre allmänna läroverks lärjungebibliotek.	1
Hudiksvall. Högre allmänna läroverket.	1
Godtemplarorden. Hudiksvall.	1
Hudiksvalls godtemplarbibliotek.	1
Hudiksvalls fabriks- och hantverksförening.	1
Hudiksvalls elementarskola för flickor.	1
Huddinge. Ålderdomshemmet.	1
Huddinge scoutkår.	1
Huddinge folkbiliotek.	1
Hubbo folkbibliotek.	1
Hovås idrottsförening.	1
Askims folkbibliotek.	1
Hovmantorps folkbibliotek.	1
Hosjö skolbibliotek.	1
Hosjö folkbibliotek.	1
Horns församlingsbibliotek.	1
Horndals arbetarbibliotek.	1
Horns pastorats folkbibliotek.	1
Holzschuher släkt från Nürnberg	1
Holms folkbibliotek.	1
Hola folkhögskolas bibliotek.	1
Missionsförsamlingen Sikem. Hohög.	1
Sångföreningen Hofors manskör.	1
Hofors skolbibliotek.	1
Hofors missionsförsamling.	1
Hofors folkbibliotek.	1
Hofors centralbibliotek.	1
släkten Hofberg	1
Hjärsås sockenbibliotek.	1
Arbetarnas bildningsförbund. Hjärsås.	1
Hjärnarps församlings- och skolbibliotek.	1
Hjälmseryd skolbibliotek.	1
A.B.F:s bibliotek. Hjälmedal.	1
Hjulsjö sockenbibliotek.	1
Goodtemplarorden. Hjulsbro.	1
Hjularps skolbibliotek.	1
Bethanien.	1
Studiecirkeln Exelcior. Biblioteket. Hjo.	1
Hjo stadsbibliotek.	1
Hjo stads socken-bibliotek.	1
Hjo kristna brödraförening.	1
Elimförsamlingen. Hjo.	1
Betelkapellet. Hjo.	1
Hillareds skytteförening.	1
Aktiebolaget P. Herzog och söner	1
Lärjungebiblioteket vid folkhögskolan och lantmannaskolan.	1
Herrljunga cementgjuteri.	1
Kooperativa föreningen Fridhem.	1
Svenska Hemslöjdsföreningarnas riksförbund	1
Hemsetraktens hästavelsförening	1
Hemmingsdynge församlings sockenbibliotek.	1
Yhteiskunnallinen korkeakoulu. Helsingfors.	1
Polytekniska institutet. Helsingfors.	1
General Mannerheims barnskyddsförbunds. bibliotek. Helsingfors.	1
Östra Finlands nation. Helsingfors.	1
Österbottniska avdelningen. Helsingfors.	1
Västfinska avdelningen. Helsingfors.	1
Utställning 1940. Helsingfors.	1
Utställning 1925. Helsingfors.	1
Utställning 1908. Helsingfors.	1
Utställning 1898. Helsingfors.	1
Utställning 1881. Helsingfors.	1
Universitetsapoteket. Helsingfors.	1
Helsingfors universitet. Gymnastikinrättningen.	1
Helsingfors universitet (Helsingfors)	1
Helsingfors trädgårdsgille.	1
Teknologföreningen. Helsingfors.	1
Tekniska läroverket (Helsingfors)	1
Sörnäs svenska församling. Helsingfors.	1
Helsingfors södra svenska församling.	1
Syrachs ordenssamfund. Helsingfors.	1
Svenska sångare. Helsingfors.	1
Svenska samskolan. Helsingfors.	1
Svenska oratorieföreningen i Helsingfors.	1
Svenska normallyceum. Helsingfors.	1
Svenska lyceum. Helsingfors.	1
Svenska klubben i Helsingfors.	1
Svenska klubben. Helsingfors.	1
Svenska fruntimmersskolan i Helsingfors.	1
Helsingfors svenska folkhögskolas elevförbund.	1
Svenska flicklyceet. Helsingfors.	1
Suomalainen lyseo. Finska lyceet. Helsingfors.	1
Helsingfors stenografförening r.f.	1
Helsingfors stads bibliotek.	1
Helsingfors Folkbibliotek. Hufvudbiblioteket.	1
Helsingfors sparbank.	1
Helsingfors scoutkår 'Spanarna'.	1
Helsingfors scoutkår Spanarna.	1
Societetshuset i Helsingfors.	1
Socialmuseum. Helsingfors.	1
Helsingfors skyddskår.	1
Helsingfors skyddskår	1
Helsingfors segelklubb.	1
Savo-karjalainen osakunta. Savolaks-karelska avdelningen. Helsingfors.	1
Riksdagshuset (Helsingfors)	1
Helsingfors scoutkår Riddargossarna.	1
Stiftelsen Brita Maria Renlunds minne. Helsingfors.	1
Puolustuslaitoksen keskuskirjasto. Försvarets centralbibliotek. Helsingfors.	1
Privata svenska flickskolan. Helsingfors.	1
Polytekniska Institutet Helsingfors.	1
Nylands nation. Helsingfors.	1
Nya teatern. Helsingfors.	1
Nya teaterhusbolaget. Helsingfors.	1
Helsingfors norra svenska församling.	1
Normalskolan. Helsingfors.	1
Läroverket för gossar och flickor. Helsingfors.	1
Helsingfors stads livsmedelskommission.	1
Konstnärsklubben till Albert Edelfelts minne. Helsingfors.	1
Konstnärsgillet i Helsingfors	1
Justitiedepartementets bibliotek. Helsingfors.	1
Högre svenska handelsläroverket. Helsingfors.	1
Högholmens djurgård. Helsingfors.	1
Hotell Kämp. Helsingfors.	1
Handtverks- och fabriksföreningen i Helsingfors.	1
Handelsgillet i Helsingfors.	1
Gymnastikföreningen i Helsingfors.	1
Grafiska maskinmästarklubben i Helsingfors.	1
Föreningen Martha. Helsingfors.	1
Föreningens 'Böcker åt de blinda' svenska bibliotek. Helsingfors.	1
Fylgia. Helsingfors svenska folkskolors elevförbund.	1
Helsingfors frivilliga brandkår.	1
Barnavårdsinstitutet Folkhälsan. Helsingfors.	1
Folkbiblioteket. Helsingfors.	1
Finska militärens officersbibliotek. Helsingfors.	1
Helsingfors stads elektricitetsverk.	1
Ekonomiska samfundet i Finland. Helsingfors.	1
Ebeneserhemmet. Helsingfors.	1
Diakonissanstalten. Helsingfors.	1
Deutsche Bibliothek. Helsingfors.	1
Cygnaei galleri. Helsingfors.	1
Börs. Helsingfors.	1
Arkadia teaterhusaktiebolag. Helsingfors.	1
Arbetets vänner i Helsingfors.	1
Arbetareföreningens bibliotek. Helsingfors.	1
Aktiva studentförbundet. Helsingfors.	1
Akademiska sångföreningen. Helsingfors.	1
Akademin för qvinnobildning. Helsingfors.	1
Helsinge kommuns centralbibliotek.	1
Nationaltemplarorden. Helgbo.	1
Rich. Helander byggnadsaffär	1
Ungdomsförbundet Heimdal	1
Heinola badanstalt.	1
Nils Heime A.-b.	1
Försäkringsaktiebolaget Heimdall	1
Hedemora landsförsamlings kommunalbibliotek.	1
Hedesunda kommunbibliotek.	1
Hedemora-Grytnäs elektriska distributionsförening.	1
Hedemora sportklubb.	1
Hedemora samrealskolas lärjungebibliotek.	1
Odd Fellow orden. Hedemora.	1
Hedemora stads lånbibliotek.	1
Hedemora arbetares bibliotek.	1
Goodtemplarorden. Hed.	1
Hebergs inköpsförening.	1
Havstensunds fiskareförening.	1
Havis aktiebolag	1
Havdhem. Kommunbiblioteket.	1
Hassela idrottsförening	1
läkare- och medicinkassa Harvesters personals	1
Mineralvattenfabriks a.-b. Aug. Ludv. Hartwall	1
Harplinge handelsförening.	1
Godtemplarorden. Harplinge.	1
Hardemo kommunistiska ungdomsklubbs bibliotek.	1
Samrealskolan i Haparanda.	1
Odd Fellow orden. Haparanda.	1
Haparanda stads lånbibliotek.	1
Valerius Hansson A.-B.	1
Allmänna svenska lantbruksmötet	1
Hanhals kyrka.	1
Handelstryckeriet Erik Höglund AB.	1
Svenska Handelsskoleelevers och affärsanställdas riksförbund	1
Svenska Handelsbanken	1
Hamrånge församlings bibliotek.	1
Svenska hamnförbundet	1
Skånska lantmännens lokalförening. Hammenhög.	1
Folkhögskola. Hammenhör.	1
Hammarö kommunbibliotek.	1
Hammarby konsumtionsförening.	1
Hammars kommunbibliotek.	1
Hamburgsunds bibliotek.	1
Wilhelm-Gymnasium. Hamburg.	1
Hakarps missionssamfund-Betaniaförsamlingen.	1
Idrottsklubben Viking. Hagfors.	1
Goodtemplarorden. Hagfors.	1
Hagfors arbetares bibliotek.	1
Missionsförsamlingen Ljus.	1
Hagaby gymnastik- och idrottsförening.	1
Hackås kooperativa handelsförening.	1
Hackås folkskolas lärjungebibliotek.	1
Habo skolbibliotek.	1
Habo folkbibliotek.	1
Hablingbo och Slite församlingars lånebibliotek.	1
Krigsskolan. Haapaniemi.	1
Götlunda folkbibliotek.	1
Utställning 1910-11. Göteborg.	1
Svenska järnvägsmannaförbundet. avd. 83. Göteborg.	1
Skolföreningens bibliotek. Göteborg.	1
Simavdelningen 1902 (Göteborg)	1
Götene folkbilbiotek.	1
Aktiebolaget Göteborgssystemet	1
Göteborgs och Bohus läns sångarförbund.	1
Folkskoleläraremöten. Göteborgs och Bohus län.	1
Örgryte sockenbibliotek. Göteborg.	1
Örgryte skolbibliotek. Göteborg.	1
Örgryte idrottsällskaps kägelklubb. Göteborg.	1
Sångsällskapet Vår sång. Göteborg.	1
Viktoriaföreningen. Göteborg.	1
Göteborgs Velocipedklubb.	1
Utställning 1941. Göteborg.	1
Utställning 1930. Göteborg.	1
Utställningen 1923. Jubileumsutställningen. Göteborg.	1
Utställning 1921. Göteborg.	1
Utställning 1911. Göteborg.	1
Utställning 1901. Göteborg.	1
Utställning 1900. Göteborg.	1
Utställning 1896. Göteborg.	1
Utställning 1894. Göteborg.	1
Utställning 1869. Göteborg.	1
Göteborgs utskänknings aktiebolags läsrum för arbetare.	1
Ungsvenska förbundet i Göteborg.	1
Göteborg typografiska förenings bibliotek.	1
Göteborgs typografiska förenings bibliotek.	1
T.S.O. Göteborg.	1
T. S. Göteborg.	1
Göteborgs stads tjänstemannaförbund.	1
Göteborgs tennisaktiebolag.	1
Tempel Riddare Orden. T.O. Göteborg	1
Templarorden. Göteborg.	1
Göteborgs tandläkaresällskaps boksamling.	1
Sömmerskornas sjuk- och begravningskassa. Göteborg	1
Sveriges filatelistförenings avdelning. Göteborg.	1
Svenska frisörföreningen. Avd. 2 H. Göteborg.	1
Svenska bankamannaförbundets Göteborgsdistrikt.	1
Idrottsklubben Surd. Göteborg.	1
Statens järnvägars sportklubb. Göteborg.	1
Statens järnvägars idrottsklubb. Göteborg.	1
Stampens hyresgästförening. Göteborg.	1
Stampens hemskyddsförening. Göteborg.	1
Göteborgs stadsteater	1
Göteborgs stadsbibliotek	1
Slöjdföreningens skolas bibliotek. Göteborg.	1
Slöjdföreningens bibliotek. Göteborg.	1
Slöjdföreningens skola	1
Göteborgs slöjdförening. Fackskolan för bokindustri.	1
Slottsskogens idrottsklubb. Göteborg.	1
Göteborgs skyttegille.	1
Göteborgs skolmuseum.	1
Göteborgs skolköksseminarium.	1
Göteborgs skidklubb.	1
Sjuk- och begravningskassan ' Felicia'. Göteborg.	1
Sjukkassan Posten. Göteborg.	1
S.J. idrottsklubb. Göteborg.	1
Sista hjälpen. Göteborg.	1
Simklubben. Göteborg.	1
Samfundet S.H.T. Göteborg.	1
Sahlgrenska sjukhuset	1
Röhsska konstslöjdsmuseets bibliotek. Göteborg.	1
Göteborgs rådhus.	1
Royal bachelors club. Göteborg.	1
Göteborgs rodd-klubb.	1
Göteborgs renhållningsverks idrottsförening.	1
Renhållningsverkets idrottsförening. Göteborg.	1
Göteborgs reklamförening.	1
Redbergslids folkbibliotek. Göteborg.	1
Rambergsstadens hyresgästförening. Göteborg.	1
Pölsebo småstugeförening. Göteborg.	1
Föreningen 'Praktisk nytta'. Göteborg.	1
Postmannakören. Göteborg.	1
Göteborgs polismäns idrottsförening.	1
Otterhällan-Nordstadens hyresgästförening. Göteborg.	1
Olskrokens personalklubb. Göteborg.	1
Olskrokens hyresgästförening. Göteborg.	1
Odd-fellow-ordens bibliotek. Göteborg.	1
Odd-fellow-orden. Göteborg.	1
Odd Fellow orden. Göteborg.	1
Mosaiska församlingen (Göteborg)	1
Merkantila föreningen i Göteborg	1
Majornas missionsförenings ungdomsförening.	1
Göteborgs Handelsinstitut.	1
Nykterhetsorden Verdandi.	1
Nya teatern	1
Göteborgs Nya kontoristförening.	1
Nordhemsskolans referensbibliotek.	1
Nautiska föreningens bibliotek.	1
Göteborgs naturhistoriska museum.	1
Göteborg. Nationalgodtemplarorden.	1
Göteborgs museum. Konstafdelningen.	1
Göteborgs motorklubb.	1
Mossens bollklubb.	1
Mellanskolans idrottsförening.	1
Masthuggets-Oscar Fredriks hyresgästförening.	1
Göteborgs maskinistförenings bibliotek.	1
Göteborgs manufakturhandlareförening.	1
Majornas kommunalförening.	1
Majornas idrottsklubb.	1
Majornas hyresgästförening.	1
Majornas folkbibliotek.	1
Göteborgs stads lärlings- och yrkesskolor.	1
Lutherska ynglingaföreningens bibliotek.	1
Lorensberg	1
Göteborgs lokala bildningsutskotts studiecirkelbibliotek.	1
Lingförbundet.	1
Lindholmens varv.	1
Landala idrottsförening.	1
Landala folkskolebibliotek.	1
Landala atletklubb.	1
Göteborg Kungl. Segelsällskap.	1
K.F.U.M. Göteborg	1
K.F.U.K. Göteborg	1
Sällskapet Kristlig Betelskeppsmission.	1
Göteborgs konstsamlareförening	1
Göteborgs konstnärsklubb.	1
Göteborgs konserthuskör.	1
Göteborg. Konserthuset.	1
Föreningen Kongobarnens vänner.	1
Göteborgs K.F.U.K.	1
Karl Johans församling.	1
Göteborgs kanotförening.	1
Föreningen Kamratskapet.	1
Kajkommission.	1
Järnvägsmännens studiekommitté.	1
Göteborgs juristklubb.	1
Isbitarna.	1
Göteborgs intecknings garanti aktiebolag.	1
Institutet för tillämpad textilforskning	1
Idrottssällskapet Lyckans soldater.	1
Idrottsorden.	1
Idrottsklubben Vikingen.	1
Idrottsföreningen Roxy.	1
Högre realläroverkets lärjungebibliotek.	1
Göteborgs högre latinläroverks skytteförening.	1
Högre latinläroverket.	1
Göteborgs Högre flickskolor.	1
Göteborgs högerförbund.	1
Husmodersföreningen Hus och hem.	1
Hotell Eggers.	1
Hortikulturens vänner.	1
Hjälpkassan för nödställda köpmän.	1
Hissingstads hyresgästförening.	1
Hantverks- och industriförening.	1
Handels- och sjöfartsnämnden.	1
Göteborgs handelsbiträdeförening.	1
Göteborg handelsbiträde-förening.	1
Aktiebolaget Göteborgssystement. Läsrum för arbetare.	1
Föreningen Göteborgs koloniträdgårdar	1
Götaverkens verkstadsklubbs andelsförening u.p.a.	1
Götaverkens arbetares sångkör.	1
Göta Par Bricoles sångkör.	1
Göta Coldinuorden.	1
Gårdabo.	1
Göteborgs gymnastik-sällskap.	1
Göteborgs gymnastiksällskap.	1
Gymnastikföreningen Idun.	1
Göteborgs gymnastikförening.	1
Göta Coldinuorden	1
Gymnastikens vänner.	1
Göteborgs grafiska faktorsförening.	1
Sällskapet Gnistan.	1
Getebergsäng-Burås hyresgästföreningen.	1
Gamlestadens idrottsallians.	1
Gamlestadens hyresgästförening.	1
Gamlestadens fabrikers bibliotek.	1
Förskolan för dövstumma.	1
Församlingshyddan. Diakonissanstalt	1
'Föreningens ' lånbilbliotek.	1
Göteborgs fältrittklubb.	1
Göteborgs frivilliga motorbåtsflottilj.	1
Frisksportklubben Stjärnan.	1
Föreningen frisinnade kvinnor.	1
Göteborgs fotbolldomareklubb.	1
Göteborgs Folkteater.	1
Göteborgs folkskollärarekårs bibliotek.	1
Folksloleväsendet.	1
Folk- och skolbiblotek Linnea.	1
Göteborg Folkets hus.	1
Folkdansens vänner.	1
Göteborgs fartygsbefälhavareförening.	1
Fackliga centralorganisationens kvinnokommitté.	1
Drätselkammarens gymnastik- och idrottsförening. Göteborg.	1
Die Bibliotek des deutschen Damenklubs.	1
Evangeliska missionsförenings bibliotek. Göteborg.	1
Evangeliska missionsföreningen. Göteborg.	1
Göteborgs stads erkända centralsjukkassa.	1
Göteborgs enskilda bank	1
Dövstumföreningen i Göteborg.	1
Drätselkammaren. Bostadskommittéerna. Göteborg.	1
Dicksonska folkbiblioteket	1
Föreningen De blindas vänner. Göteborg.	1
Chalmers tekniska institut.	1
Börssällskapet. Göteborg.	1
Bräcke småstugeförening. Göteborg.	1
Göteborgs bostadsföretags idrottsallians.	1
Bostads-a.-b. Nutiden. Göteborg.	1
Blåbandsföreningen Hoppets här. Göteborg.	1
Betelförsamlingen. Göteborg.	1
Göteborgs badmintonklubb.	1
Arbetarna till havet.	1
Göteborgs arbetarekommuns bibliotek.	1
Göteborgs arbetareförenings bibliotek.	1
Göteborgs arbetarebibliotek.	1
Göteborgs allmänna egnahemsförening	1
Alliance française. Göteborg.	1
Segel-sällskapet 'Aeolus'. Göteborg.	1
Göta älvdals köpmannaförening	1
A.-b. Götaverken	1
Gestriklands idrottsförbund.	1
Gävle-Dala järnvägsaktiebolag	1
Gävleborgs län. Nykterhetsorden Verdandi.	1
Svenska landsbygdens studieförbund (Gävleborgs län)	1
Gävleborgs läns socialdemokratiska ungdomsdistrikt.	1
Gävleborgs-Härjedalens Skogsägareförening	1
Gävleborgs län. Partidistrikt.	1
Gävleborgs läns konstförening.	1
Gävleborgs läns byggnadsnämndsförbund.	1
Gävleborgs skogsbrandförsäkringsbolag.	1
Gävle. Utställning 1863.	1
Gävle. Ungdomsbiblioteket.	1
Gävle. Tekniska föreningen.	1
Gävle. Söndagsskol-förenings bibliotek.	1
Gefle sångarförbund.	1
Gävle. Segelklubben Surfing.	1
Gävle. Staffans församling.	1
Soldatbiblioteket vid militärskolorna i Gävle.	1
Sofia Magdalena kyrkokassa.	1
Gävle. A. Ferd. Sjöbergs aktiebolag.	1
Gävle segelsällskap.	1
S:t Matteus metodist-episkopalförsamling.	1
Riddare templet Manhem.	1
Gävle missionsförening.	1
Gävle maskinistförenings bibliotek.	1
Gävle läsesällskaps boksamling.	1
Gävle läsestugors bibliotek.	1
Gävle. Immanuelskyrkans ungdomsförenings bibliotek.	1
Gävle. Idrottsföreningen Kamraterna.	1
Gefle IF.	1
Gävle. Högre allmänna läroverket. Lärjungebiblioteket.	1
Gävle. Kungl. Hälsinge regementes skytteförening.	1
Gävle. Hälsinge regementes manskapsbibliotek.	1
Gävle husmodersförening.	1
Handelskammaren i Gävle.	1
Gefle gymnasii idrottsförening.	1
Gävle gymnasii-förbund Verdandis boksamling.	1
Gefle godtemplarförenings bibliotek.	1
Gävle. Gestrinska biblioteket.	1
Gävle församlings bibliotek.	1
Gefle folkskolors lärjungebibliotek.	1
Gävle fattigvård.	1
Brynäs IF	1
Gävle borgareskolas lärjungebibliotek.	1
Bokmässan.	1
Bilfraktföreningen u.p.a.	1
Gävle bildningsförenings bibliotek.	1
Gävle arbetarkommuns bibliotek.	1
Gefle arbetareförening.	1
Gävle arbetareinstituts bibliotek.	1
Gävle arbetareförenings bibliotek.	1
Gäsene J.U.F.-krets.	1
Herbert Anderssons möbelverkstäder.	1
Gärdslövs församlingsbibliotek.	1
Gärdslösa sockenbibliotek.	1
Gärdslösa församlingsbibliotek.	1
Gärds härads köpmannaförening.	1
Gärdhems sockens lån-bibliotek.	1
A.B.F:s bibliotek n:r 624.	1
Odd Fellow orden (Gällivare).	1
Gällivare folkbibliotek.	1
Gällersta forngårds bibliotek.	1
Gällareds församlings skolbibliotek.	1
Sockenbiblioteket. Gåsborn.	1
Prins Carls uppfostringsanstalt för fattiga och värnlösa barn. Gålön.	1
Godtemplarorden. Gyttorp.	1
Föreningen Gymnastiska Centralinstitutet	1
Gymnastiska centralinstitutet	1
Gymnastiska Centralinstitutet	1
Svenska Gymnastik- och idrottsförbundet	1
Svenska gymnastikförbundet	1
Gusums idrottsförening	1
C.A. Gustavson Aktiebolag	1
Gustavsfors blåbandsförenings lånebibliotek	1
Gustafsbergs klubb-bibliotek	1
Gustaf-Adolfs förbundet	1
Gustaf Adolf socken-bibliotek	1
Gustaf V:s jubileumsfond	1
Gustafs församlingsbibliotek	1
Gustafs kommunbibliotek.	1
Gumlösa folkbiblioteket.	1
Gunnilbo socken-bibliotek.	1
Gunnilbo kommunbibliotek.	1
Gunnebo folkbibliotek.	1
Gullholmens kyrka.	1
Gullgrufva. Skyddshemmet.	1
Gullabo församlingsbibliotek.	1
Guldsmedshytte och Stripa lånbibliotek.	1
Gudmundtorps församlings bibliotek.	1
Gudmundtorps folk- och skolbibliotek.	1
Gudmundrå kommunbibliotek.	1
Lånebiblioteket. Gudhem.	1
Casselska donationens bibliotek. Grängesberg.	1
Grönby kommunbibliotek.	1
Goodtemplarorden. Gräsmark.	1
Gräsgårds biblioteksförenings bok-samling.	1
Grenna hantverksförening.	1
Trafikaktiebolaget Grängesberg-Oxelösund	1
Svenska gruvindustriarbetareförbundets arkiv. Grängesberg.	1
Grängesbergs folkbiblioteksförbunds ungdomsbibliotek.	1
Grängesbergs folkbiblioteksförbunds bibliotek.	1
Grängesbergs arbetares handelsförening.	1
Grythytte missionsförsamling.	1
Grythytte folkbibliotek.	1
Grundsunda konsumtionsförening.	1
Gripsholmsföreningen.	1
Goodtemplarnas bibliotek.	1
Grimslövs folkhögskolas bibliotek.	1
Grillby folkbibliotek.	1
Grevbäcks sockenbibliotek.	1
Folkhögskolan. Grebbestad.	1
Gravendals blåbandsförening.	1
Gravendal aktiebolag.	1
Grava kommunbibliotek.	1
Östsvensk samling af Grankulla och omnejd	1
Grangärde folkbibliotek	1
Graham brothers.	1
Graham brothers	1
Gottne konsumtionsförening.	1
Gotlands läns hushållningssällskap.	1
Flygplankryssaren Gotland	1
Gotlands soldatmissionssällskap.	1
Gotlands hemslöjdsförening.	1
Gotlands fornvänner	1
Gotlands andelsslakteriförening u.p.a.	1
Godhems ungdomsbibliotek.	1
Gnarps kommunbibliotek.	1
Glimåkra sparbank.	1
Glimåkra skolbibliotek.	1
Glimåkra kommunbibliotek.	1
Glimåkra Godtemplarorden.	1
Glava sockenbibliotek.	1
Glava glasbruks läsebibliotek.	1
Svenska Glasförsäkringsaktiebolaget	1
Sveriges Gjutmästareförbund	1
Gymnastikföreningen Vigör.	1
Gislaveds musikkår.	1
Gislaveds konsumtionsförening	1
Gislaveds IS	1
Gimo idrottsförening.	1
Aktiebolaget Hallands frökontor.	1
Université. Genève	1
International Labour Office	1
Institutet för arbetets vetenskapliga organisation. Genève	1
Genarps skytteförening.	1
Svenska Gasverksföreningen	1
Aktiebolaget Gasaccumulator	1
Gartnerfonden	1
Garpenbergs kommunbibliotek.	1
Konfektionsaktiebolaget Garpen	1
Gammalstorps kommunbibliotek.	1
Gammalkils församlingbibliotek.	1
Gamlestadens fabriker aktiebolag	1
Gamleby folkhögskola och lantmannaskola.	1
Gagnefs studiecirkelbibliotek.	1
Förslövs kommunbibliotek.	1
Förslövs IF	1
Svenska föreningen för folkbad	1
Skandinaviska Förlagsexpeditionen	1
Föreningen för värnlösa barns uppfostran	1
