publication_place	Count
wexiö til förmån för fattig skolan där hon ock endast hålles til köps år directeuren sv rask	1
uddewalla johnson	1
lorens ludvig grefing	1
de limprimerie royale mdcclxii	1
carls crona kongl amiralitets boktryckeriet	1
königl buckdruckerey	1
å nyo uplagt i kongl tryckeriet	1
åmål p petersons boktryckeri	1
abr habereger gub acad car bokt	1
kongl boktryckerjet sal wankifs änkia joh henr werner	1
hoos niclas wankijff kongl booktrycki are	1
stockholm/ niclas wankijff/ kongl booktryckiare	1
upsaliæ henricus curio s r m academiæ upsaliensis bibliopola	1
wästeråås euchario lauringer anno m d cl	1
hoos henrich keyser kognl booktryckiare	1
hindrich käyser åhr	1
jönköping directeuren p lundström	1
jönköping johan pehr lundström	1
götheborg efter höga originalet geo löwegrens boktryckeri	1
götheborg efter höga originalet l wahlström kongl priv boktr	1
stekholm controlleuren c cronland	1
berlingska boktryckeriet	1
götheborg samuel norberg kongl gymn boktr	1
göhteborg samuel norberg k boktr	1
åbo johan christ frenckells enka år	1
förr detta grefinska tryckeriet	1
carls crona kongl amiralitets boktryckaren sal joan winqwists änckia	1
carls crona kongl amiralitets boktryckaren joan winqwist	1
kongl amiralitets boktryckaren joan winqwist	1
kongl tryckeriet jun	1
präntäty präntaijain directörin h wernerin tykönä	1
präntäty präntaijäin directörin h wernerin tyfönä	1
präntätty präntäjain directörin joh h wernerin tykönä	1
holmia	1
pielsijärvi	1
köpmanholmen	1
kongl tryckeriet år	1
glücksburg	1
zürich bey heidegger und compagnie	1
jönköping directeuren johan pehr lundström	1
helsingfor	1
roasjö fritsla	1
ckersteinska boktryckeriet	1
historiographi regni tryckerij hartwig gercken	1
dhulia	1
götheborg lars wahlström k pr boktr	1
älvkarleby	1
carls crona georg törn	1
wisby c	1
carlshamn m florén comp ånyo upplagd torparen i mörrums socken	1
carlshamn söderströms boktryckeri på förlag torpare i asarums socken	1
ekänäs	1
rock island ill duquesne pa	1
bey joh conrad peetz	1
jönkiöping åhr	1
wenersborg siguard swanholm kongl privil boktr	1
kiøbenhabn kongl majests priv bogtr paa amager torf	1
jönkjöping åhr	1
åbo w lillja co	1
uddewalla c malmgren	1
uddewalla på begäran ånyo c malmgren	1
uddewalla m hallgren	1
halmstad c heuman comp	1
efter begäran exemplar ånyo i linköping biörckegrens enka år	1
holmiæ ex officina b nic wankifii reg typ	1
stockkolm	1
groningue	1
meriefred	1
frösåker	1
östersund c m berg	1
københavn kristiana	1
nyköping c h des reauxs officin	1
lillehammer	1
nicolaistad	1
storfors	1
sth paul	1
katriheholm	1
jihlava	1
athenai	1
eslö	1
helsinko	1
sthlm sthlm	1
leipaig	1
emmaus pa	1
stockholn	1
leobe	1
sollfteå	1
faaborg	1
älmhult hässleholm	1
lindau	1
landsberg	1
krotoschin	1
troppau	1
helsingsissä	1
stokholma	1
holmiæ literis laur lud grefingii	1
gryphiæ litteris i h eckhardt reg acad typogr	1
we lwowie	1
plauen	1
upsaliæ c leffler reg acad typographus	1
lidingö villastad	1
thorn und zu finden bey joh nicolai e e raths und des gymn buchdrucker	1
helmstädt zu finden bey salomon schnorzn anno	1
mittelwald	1
hammone libraria schulziana mdcccxxviii	1
hudiksvall hudiksvall falkenberg	1
eskilstuna eskilstuna eskilstuna eskilstuna	1
östersund östersund östersund östersund östersund	1
upsaliæ wahlström lästbom	1
jur´ev	1
ahus	1
uppsaliae	1
tidaholm tidaholm	1
mülhausen i.e	1
porvovssa	1
vestrås	1
ooulussa	1
fredrikshall	1
carlsbad	1
lundæ mdcccxiii berlingianis	1
bangor	1
tournay	1
epinal	1
lexington kentucky	1
szegzárd	1
hafniæ apud salomonem sartorium ao m d cxxvi	1
lunden holstein	1
luleå luleå umeå härnösand	1
Newry	1
morpeth	1
neufchatel	1
édimbourg	1
Geneve	1
emsdetten	1
kopenhagen dero königl majest und universit privilegirten buchdruckeren	1
göteborg göteborg vällingby	1
krailling vor münchen	1
genthin	1
zeulenroda	1
narvæ	1
karlshamn tr norrköping	1
ronneby tr malmö	1
Haunia	1
fürth bayern	1
jeana	1
rudköbing	1
rudkøbing	1
upsaliæ excudebasnt regiæ academiæ typographi	1
mattmar	1
tonbridge	1
Hull	1
parchim	1
marienburg	1
replot	1
buenos aires asunción	1
örsnsköldsvik	1
battle creek michigan	1
college view nebraska	1
hönköp	1
nymburce	1
glendale california	1
elsaborg	1
semarang	1
téhéran	1
namsos	1
singapore	1
götheborg uplagde andra gången zacharias hagemann hans omkostnadt åhr	1
nyköping åhr	1
stockholma¯	1
jyväskyla	1
upsaliæ descripsit c leffler	1
marseille	1
lincöping	1
tukholm	1
hörnösand	1
zollikon zürich	1
rothenburg o/tbr	1
Lapua	1
kiöbenhavn nicolaus möller kongel hofbogtrykker	1
recus giessæ hassorum mdccxix johannis mülleri	1
vedevåg	1
göttingen bei heinrich dieterich	1
kjöbenhavn i det kongl baisenhuses bogtrykkerie c f schubart i commission hofboghandler schubothe pac børsen	1
strahlsund bey sel meders erben	1
skilda xxx	1
duisburg	1
rieti	1
weissenburg	1
zürich/stuttgart	1
nycopiæ	1
barth	1
lehtimäki	1
södertäje	1
horb am neckar	1
kövenhavn	1
öte b org	1
norimbergæ anno mdccxxii	1
ups	1
coulommiers	1
ostende	1
holmiæ formulis historiogr regni	1
vindobonæ	1
Plymouth	1
yverdon	1
upsaliæ l m höjer acad typogr	1
stockholmiæ petri hesselberg	1
holmiæ literis laurentii salvii	1
uppsaliæ l m höjer reg acad typogr	1
upsaliæ s	1
holmiæ literis wankifwianis hw	1
upsaliæ per johan h werner r acad typogr	1
üppsala	1
kingchow	1
götheborg charles backman	1
wahoo neb	1
v äster ås	1
forsmark	1
christianiæ	1
göttingae impensis vandenhöck ruprecht	1
gryphisw caroli höpfneri reg acad typogr	1
turici helvetorum zürich	1
hernosand	1
vinslöf	1
tr utomlands	1
madison wis	1
ge'lsingfors	1
diesem ten jahr	1
westerås på björnståhls förlag kolofon westerås d torssell	1
tr i utl	1
westerås på björnståhls förlag kolofon d forssell	1
brême	1
eindhoven	1
lwów	1
esslingen	1
upsaliæ vernerianis	1
upsaliæ litreris h werner reg typogr	1
upsaliæ per joh henr werner	1
stovkholm	1
lundæ mdcccxvi litteris berlingianis	1
hartola	1
brvnsbergæ georgius schönfels anno	1
turiguano cuba	1
v ar b er g	1
gryphiswaldie	1
freiberg	1
n ås	1
usala	1
clarens	1
jönköping jönköping jönköping jönköping jönköping	1
hanley	1
hanoviæ	1
sjövik	1
milan mdcclxxi chez les freres reycends libraires sous les arcades de figini avec approbation	1
kjövenhavn	1
tr i amerika	1
lebanon pa	1
lindköping	1
svappavaara	1
kannus	1
bresslau	1
aboæ reg acad typogr joh kiämpe	1
hässlehom	1
tr växl tryckerier	1
sövesborg	1
holmiæ hörbergiis mdccxl	1
gieszen	1
augusburg	1
santos	1
mdccxcix	1
geldeston	1
salem	1
zwittau	1
minnepolis	1
dragten	1
holmiæ anni mdccxx	1
à leyde chez jean du vivier libraire	1
gryphiæ litteris h eckhardt reg acad typogr	1
växlande orter	1
eskilstuma	1
ljungsbro	1
point loma cal	1
växl o	1
kaupmannhöfn	1
tr tyskland	1
porvov	1
cederholm élmens granbergs tryckeri	1
upsaliæ literis wernerians	1
karlsskoga	1
wexi	1
ruovesi	1
searæ	1
ry	1
karlsham	1
þryckter hoolum i hialltadal halldore eriks syne anno mdcclvi	1
kapmannahöfn	1
þryckt hoolum i hialltadal halldore eriks syne anno m dcc lvi	1
kongsberg	1
lind	1
strägnäs	1
hafnarfirði	1
zeit	1
upsaliæ literis joh höjeri reg acad typogr	1
princeton newyork	1
kjustendil	1
nuköping	1
växjo	1
zamosci	1
leopoli	1
békéscsaba	1
tr i finland	1
värends nöbbele	1
san francisco cal	1
flysta	1
vängdala	1
swedesburg	1
münchen planegg	1
guxhaven	1
liepaja	1
leepaja	1
liepaja	1
harmondsworth middlesex	1
los angeles cal	1
pfullingen	1
erlangae sumtu jo jacobi palmii m d cc lxxxxi	1
erlangae apvd iohannem iacobvm palm mdcclxxxxviiii	1
luuleo	1
axtell neb	1
provoo	1
Superior WI	1
transvaal	1
pendle hill wallingford pa	1
v brne<U+030C>	1
albona	1
pleasant grove utah	1
westeråjs	1
hyllstofta	1
meitingen	1
dantisci	1
raykjavík	1
gryphiswaldiæ caroli hœpfneri reg acad typogr	1
strängnas	1
zürich prag	1
münchen leizig	1
vršovice	1
stängnäs	1
lwów zloczow	1
vilno	1
nujorq	1
vilne	1
varša	1
varša	1
weehauken nj	1
forsmo	1
askersundiæ	1
coblenz	1
Portland Me	1
djursholm djursholm stocksund djursholms ösby djursholm	1
ludg batav	1
Rochdale	1
älvajö	1
londin scanorum	1
eisenberg	1
vä sterås	1
upsaliæ littreis wernerianis	1
iglau	1
naperville ill	1
goteborg	1
diö älmhult	1
graudenz	1
hersfeld	1
ri¯ga¯	1
stanton ia	1
lundæ mdcccxxviii berlingianis	1
alfvesta	1
ex typographeo caroli hoepfneri reg acad typogr	1
tampare	1
jadotville	1
göttingen im verlag wittwe vandenhoeck	1
ženeva genève	1
vifstavarf	1
middelfart	1
änge	1
upsaliæ henricus keyser s r m tis acad typographus	1
rixheim	1
constantz	1
havniæ ex typographéo regiæ majest universit anno mdccvii	1
ithaca ny	1
lugduni anno typu exscriptum	1
liepa¯ja¯	1
cahors	1
upsaliæ exscripsit reg acad typographus	1
upsaliæ zeipel palmblad regiæ academiæ typographi	1
sclayn	1
salzkotten	1
Rantasalmi	1
aboæ jo wal	1
ohlau i schl	1
hafniæ apud jo christianum rothium mdccxvi	1
sa¯o paulo	1
nûngme	1
menton	1
chiavari	1
götebotg	1
carlsruhe	1
coloniæ agrippinæ sumptibus balthasaris ab egmond sociorum m d ccii	1
nujork	1
bad segeberg	1
njutånger	1
bal gazair alger	1
bjørkelangen	1
steenbrugge	1
brodalen	1
springfield ohio	1
aboæ typogr magn duc finland jacob merckell	1
kopenhagen bey peter morsing	1
princeton new jersey	1
san juan de puerto rico	1
norrteje	1
lamoni iowa	1
tilburg	1
h älsing b or g	1
salssjö järla	1
w wilnie	1
växl ort	1
skra	1
carolstadi	1
karlshamm	1
åb	1
gryhiae	1
snits	1
kalika¯ta¯	1
sölverborg	1
chichester	1
enköp	1
vilnæ anno domini m d lxxx ix	1
sölwesborg	1
drachten	1
darstedts musikförl	1
upsaliæ l m höjer eg acad typogr	1
urbana ohio	1
praha smichov	1
plauen iv	1
Sipoo	1
memel	1
kb´enhavn	1
buffalo	1
jenæ apud joh fel bielcken	1
sundsvalliae	1
onoldi	1
stockholmb sns	1
memmingen	1
grönstedts musikförl	1
levallois perret	1
Abingdon	1
uppssala	1
trebechovíce	1
kastantaja	1
veronæ germanorum	1
nicea	1
köoing	1
hagæ comitum	1
friederichsstadt	1
labiau	1
tammarfors	1
nordiska musikförl	1
upsaliæ regiæ acadimiæ typographi	1
holmiæ l hjerta mdcccxxxix	1
schwedt an oder	1
germanien	1
nürnberg raspeschen buchhandlung	1
visvy	1
lundæ berlingianis mdcccxxviii	1
buchen	1
weingarten württ	1
aarhuus	1
greiz mit sieghartischen schriften	1
nürnberg und zu finden bey johann daniel endter a	1
wiebelsheim	1
scelletae	1
koburg	1
frankenthal	1
rüschlikon zürich	1
kiøbenhavn paa proftes forlag	1
kopenhagen bey christ gottlob prost universitäts buchhändlern	1
vitembergæ sumptibus christiani theoph lvdovici m dc cci	1
kiøbenh	1
köln olten	1
frankf m	1
delmenhorst	1
aboæ r acad typ joh kiämpe	1
aboæ imprim reg acad aboe<U+0324>ns officin typogr jacob merckell	1
åbo tr kiæmpe merckell	1
aboæ joh kæmpe reg ac typ	1
eisfeld i thür	1
kokemäki	1
turrialba	1
kiøbenhavn i det kongel universit bogtrykkerie paa h godiches efterleverske forlag	1
luton	1
port shepstone	1
biberach an riss	1
jyväskylääsä	1
trivandrum	1
vendelsö	1
praha karlína	1
selbu	1
Jurjew	1
tvedestrand	1
firenzi	1
Kaliningrad	1
liperi	1
norrköpping	1
aboæ frenckellianis o mdccxcvii	1
st peter minn	1
st peter	1
sanktpiterburch	1
sanktpiterburg	1
hollola	1
kerimäki	1
ryfors bruk nedre	1
röstånga	1
jönkoping	1
växlander	1
sköfce	1
lundensibus	1
lundini	1
lundæ prelo lundensi	1
scaræ officina hedeniana mdcccxxxii	1
hafniæ è typographeo ernesti henrici berlingii	1
schweiz	1
bonne<U+030C>	1
pittsburgh pa	1
nykjøbing	1
stokgo'm	1
marquette	1
sortawalassa	1
vpsalis literis wernerianis	1
upsaliæ officina werneriana	1
kiöbenhavn paa gyldendals forlag	1
chikago	1
aakirkeby	1
ex officina werneriana	1
upsaliæ joh henr werneri s æ r æ m tis ups acad typogr	1
saalfeld	1
heide	1
häslingborg	1
upsaliæ stenhammar palmblad reg academiæ typographi	1
juväskylä	1
kra	1
aàbo chez jean chret frenckell	1
m dc xcv	1
rintelii literis ioh godofr enax mdccxxxvi	1
vratislaviæ	1
havniæ aug frid steinii	1
Letchworth	1
stadæ apud henricum brummerum bibliopol holweinianis anno m dcc vii	1
hannoverae	1
altenburg sa	1
leamington spa	1
neuwied	1
friburg helvetiorum	1
aboæ c frenckell fil	1
israel	1
woodstock	1
mount vernon ohio	1
vindobonae	1
överlida	1
ri°ga	1
lundini gothorum caroli gustavi berling	1
bromberg	1
wäxiö	1
Janakkala	1
grovsta	1
cottbus	1
aboæ joh c frenckell r acad typogr	1
tingstad	1
fryksbo önnestad	1
flensborg	1
mölltorp	1
tuna	1
dala åsbo	1
karachi	1
jérusalem	1
issoudun	1
thorn	1
helsingforsb fundament	1
point loma california	1
Bath	1
chemnitz bei karl gottlieb hofmann	1
la haye chez detune libraire	1
melle	1
upsaliæ apud l m höjer rt	1
narvæ literis joh köhleri reg typogr	1
prag smíchov	1
freillasing/oberbayern	1
wloclawek	1
verviers	1
fernviken	1
sordawala	1
neustadt an orla	1
münchen pasing	1
tåsjö	1
wedel holstein	1
bad pyrmont	1
upsaliæ laur magnus höjer reg acad typogr	1
schaffhausen	1
enschede	1
new ruppin	1
st louis mo	1
akron ohio	1
santpoort	1
cooperstown ny	1
kustautaja	1
hildesheim lpz	1
ankklam	1
nygård	1
querfurt	1
ulricehamn carl fred deirich	1
eissleben	1
Yarmouth	1
brandenburg dh	1
agra	1
södertelje tr jönköping	1
gotheborg	1
valenii de munte	1
bromsten	1
uppåkra	1
sthlm m fl	1
bühl baden	1
lundæ berlngianis	1
anno mdccii	1
sontra	1
nürnberg bey jeremia dümler	1
helsingisså	1
lehti	1
helsinggissä	1
helsingforsiæ ex officina typographica frenckelliana	1
monasterii guestphalorum	1
la porte ind	1
bacup	1
århus	1
jarkend	1
hauniæ anno salomonis sartorii impensis joachim moltkenii bibliop	1
ronneburg	1
valdemarsvik valdemarsvik valdemarsvik valdemarsvik	1
helsingisä	1
göthembourg	1
pommern	1
lindesb	1
prelo lundensi	1
PÃ¤rnu	1
lundæ goth litteris haberegerianis	1
Terni	1
sundsball	1
Noormarkku	1
büsum	1
ultrajecti ex officina guilielmi van de water mdccii	1
hagæ apud thom johnson m dcc viii	1
norimbergæ sumptibus christohori riegelii literis bielingianis anno mdccxxix	1
nujorka¯	1
la haye chez johnson m dcc ix	1
pitamin	1
lulejon	1
s'gravenhage	1
saarlouis	1
voronez<U+030C>	1
haerlem vincent casteleyn stadts drucker op de marckt de druckery anno	1
helsingforg	1
Nottingham	1
göttingen im verlage vandenhöck und ruprecht	1
hälleforsnäs	1
oleåborg	1
straßburg bei friedrich spach	1
karlsruhe schmieders buchhandlung	1
gr lichterfelde	1
pforzheim verlag von dennig finck co	1
kazan´	1
la haie chés adrien moetjens m dcc xli	1
venetia m dc xxxviii presso giacomo sarzina	1
Kuusankoski	1
grätz	1
die drome	1
malmö cronholm	1
upsaliæ reg academ typographi	1
vitembergæ apvd sam gottfr zimmermannvm m d ccxxxvi	1
v ljubljani	1
strengnäs carl erik ekmarck	1
göteborg göteborg bromma göteborg	1
forbushof	1
amstelædami apud samuelem schoonwald m d ccxx	1
södderköping	1
mulheim d ruhr	1
calais	1
kibunzi	1
pontarlier	1
korsør	1
upsaliæ reg acad typographus mdcccliii	1
brownfield me	1
lundæ mdcccxxiv literis berlingianis	1
arad	1
saint amand	1
johannes brendeken reg acad typographus	1
mont alto	1
jokioinen	1
fagerstrand pr hövik	1
sonnefeld b coburg	1
åbo peder wald	1
saõ paulo	1
lvôv	1
athe¯nai	1
stensele	1
cambirdge	1
rusko	1
w warszawie	1
basilea spese di giov rod turneisen mdccxlvii	1
la haye chez jean van duren m d cc xli	1
wisbyæ	1
upsaliæ mdcccli p hanselli	1
falunæ	1
karsltad	1
porvoosoa	1
topeka kansas	1
gryphiswaliæ caroli höpfneri	1
hafniæ anno mdcclxxx sumtibus illustriss p frid suhm sander schröder	1
lüttich	1
smolensk	1
pinerolo	1
gothstad	1
ustad	1
helsingborf	1
farstorp	1
hörnefors	1
sâo paulo	1
pavia	1
lundæ mdcccxvii literis berlingianis	1
hafniæ hartvigi frederici popp	1
hafniæ officinæ brünnichianæ	1
born	1
närtuna	1
huntingdon valley pa	1
peter hesselberg	1
bitterfeld	1
oberlin ohio	1
näfveqvarn	1
hohultslätt	1
storuman	1
linlöping	1
regimonti	1
boxbacka	1
den	1
caribou	1
jysväskylä	1
larvik	1
madison wisconsin	1
uvira congo belge	1
nagoya	1
nujorka	1
northfield minnesota	1
puyollup wash	1
norrskata	1
havana	1
asso italie	1
red wing	1
hovslätt	1
freudenstatt im jubeljahr	1
göteberg	1
hernoesandiae	1
aneboda	1
upsalieae	1
goslar am harz	1
la paz bolivia	1
italia	1
deutschland	1
litteris berlingianis	1
prentod i kavpmannahavfn árid johann rúdolph thiele	1
Terijoki	1
hassela	1
stockholm/london	1
stockholmåb geber	1
buffalo ny	1
stockholmb norstedt	1
strömsbro ocke	1
ängeholm	1
haaparanualla	1
kalamazoo michigan	1
meldorf	1
askov	1
saxkjøbing	1
havniæ mdccxcix literis directoris joh frid schultzii aulæ universitatis typographi	1
groningæ ex officina johannis à velsen	1
gryphiswaldiæ c höpfneri reg acad typogr	1
upsaliæ litteris johan fr edman reg acad typogr	1
Kilmarnock	1
strahlsund	1
stralsundt	1
strahlsundt	1
lena redvägsborgs gård	1
cölln bey peter marteau	1
neutra	1
birka	1
sunhultsbrunn	1
gryhiswaldi	1
Aabenraa	1
gryphiswaldiæ literis f röse reg acad typogr	1
hermanstadt	1
åbo hjelt w lillja comp förlag	1
wuppertal vohwinkel	1
åbo joh christoph frenckell son	1
forli	1
porvo	1
heibronn	1
hafniæ andreas hartvicus godiche	1
amberg durch michaëln forstern cvm privilegio anno m d xcv	1
gross lichterfelde	1
jubbulpore	1
ao	1
umæ	1
moline illinois	1
college view nebr	1
collegeview nebr	1
jfors	1
porrentruy	1
girard kansas	1
hall s	1
Parkano	1
fågelsta	1
Vevey	1
cagliari	1
to¯kyo¯	1
porovoossa	1
björnborg	1
kopenhagen gyldendalschen buchhandlung	1
altonà	1
zout leeuw	1
crookston	1
madouma brazzaville	1
hankow	1
thurso	1
kajanii	1
gamlakarlesby	1
kiøbenhavn og forlagt andreas seidelin	1
demmin	1
strahlsundt jm monat junii	1
montélimar	1
upsaliæ impress litt joh edman	1
Belfast	1
santpoor mees	1
helsinkil	1
Rovaniemi	1
moncullo near massowak	1
hurva	1
rousselare	1
lovers hagby	1
aboæ c frenckell	1
heidelbergæ adriani wyngaerden acad bibl typograph m dc lix	1
karlkskrona	1
culm	1
rothenburg ob tauber	1
aboæ ex joh kæmpe reg acad typ	1
aboæ joh kiæmpe reg acad typogr	1
aboæ imprim reg acad aboëns officin jacob merckell	1
åbo directeur kongl boktr i stor förstendömet finland jacob merckell	1
rimini	1
grums	1
kalmariæ	1
parmæ	1
Siena	1
hvilan	1
helsingki	1
s graavenhaage	1
simrishamm	1
Hertford	1
købvenhavn	1
wÿsingzborg	1
udine	1
stockholmiæ petri à selou anno	1
v moskve v tipogr pri teatre u ch klaudija goda	1
anno m d xcvi kolofon stockholmiæ apvd andream gvttervvitz anno reparatæ salutis m d xcvi	1
malmö malmö malmö axel hjertstrand	1
københvn	1
vinegia appresso francesco bindoni m d lxi	1
antverpiae apud ioannem bellerum sub insigni falconis m d lxii	1
brattbäcken	1
madura	1
hafniæ anno mdccx	1
watford	1
atlanta georgia	1
schaan fürstentum liechtenstein	1
strehlen	1
borgå söderström	1
upsaliæ c leffler reg acad typogr	1
upsaliæ reg acad typogr	1
göteborg göteborg borås linköping	1
wilberforce ohio	1
motala motala motala	1
roch island ill	1
falund	1
marianelund	1
jywäskylä	1
s paulo	1
Zurich	1
brunsvic	1
fort worth tex	1
skuttunge	1
ön k ö pg	1
kristiana	1
upsaliæ zeipel palmblad reg acad typogr	1
gryphiswaldiæ sumtibus jacobi loefleri reg academiæ bibliopolæ mdccxxix	1
morristown new jersey	1
lundæ ex typographia berlingiana	1
christianiae sumptibus joannis dahl mdcccxlvi	1
toftlund	1
urundi	1
kjöbenh	1
lundsberg	1
jönkiöping sal falcks enka	1
anno m d l iii	1
malmö malmö hälsingborg	1
råsunda råsunda solna	1
kjøbenhavn paa l reistrups forlag z breum	1
upsaliæ mdccxlviii	1
la plata	1
anno den september	1
kjøbenhavn paa m stadthagens forlag p h höecke	1
novgorod	1
easton pa	1
AlexandriaVA	1
carolstadii wallencrona mdcccxxxi	1
damme	1
northfield minn	1
princetonn j	1
ratingen b düsseldorf	1
coblentz se trouvent dans toutes les capitales de leurope m dcc xcii	1
lundæ berlingiana	1
albenga	1
lisse	1
groninga	1
tonbridge kent	1
macao	1
dornach	1
stochgolm	1
zaragoza	1
gevaliæ	1
broakulla	1
sarpsborg	1
v karleby	1
radebeul	1
furudal	1
grenby	1
köln hagen	1
pulkowa	1
näs	1
karlskoga kyrkoby	1
fredriksstad	1
malax	1
porvoosa	1
Karjaa	1
åsbo	1
nebraska	1
edesjö	1
neumann	1
stará ríse	1
khvn kria	1
groningen djakarta	1
neustadt an haardt	1
mühlhausen thür	1
upsaliæ torssell	1
östra thye	1
norrköping nissens förlag	1
reggio	1
st petersbourg de limprimerie de lacademie impériale des sciences	1
väring	1
kiiv	1
londresparis	1
helmstadt	1
marpurgi hassorum	1
lemnhult	1
tukholmssa	1
avranches	1
nürnberg verlegts buggel und seitz an	1
aboæ joh christoph frenkell	1
méjico	1
u kyïvi	1
treignac	1
perleberg	1
kallmünz	1
carolstadii exudebat c kjellin	1
westanfors	1
königstein	1
bangalore	1
saint gaudens	1
sthlm/uppsala	1
berndorf	1
lusaka	1
scheinfeld/mfr	1
kallmünz opf	1
cum gratiâ privil sacr regiæ majest sveciæ rjga verlegung georg matth möller	1
aboæ officina typographica societatis biblicæ	1
královské vinohrady	1
valka	1
pozsony	1
edirne	1
košice	1
mexiko	1
prevalje	1
maribor	1
beograd sarajevo	1
pôrto alegre	1
pôrto	1
limbaschi	1
pusan	1
verše	1
hukuoka	1
intra	1
kaapstad pretoria	1
stiens	1
kašgar	1
Istanbul	1
praha karlin	1
v<U+0323>arshe	1
bellinzona	1
saumur	1
kazanlu<U+030C>k	1
šumen	1
katak	1
københavn gyldendal	1
ilahabad	1
garoli gustavi berling	1
lundæ typ reg aul cam reg acad carolinæ typogr caroli gustavi berling	1
upsaliæ apud beat joh höjeri	1
hossegor	1
kilonii	1
lorient	1
losoncz	1
hess oldendorf	1
recvsa mdccxxxv	1
zweibrücken	1
wedel	1
havlíckuv brod	1
kaskö	1
meisenheim am glan	1
kempten	1
bandung	1
hjärpen	1
genève chez les freres cramer m dcc lvi	1
villefranche chez hardi filocrate imprimeur m dcc lx	1
new delhi	1
påskallavik	1
halis saxonum	1
neutitschein	1
biel	1
crefeld	1
åbo kongl boktr i storförstend finland jacob merckell	1
åbo directueren kongl boktr i stor förstendömet finland jacob merckell	1
arendal	1
ulverston	1
sorøe jonas lindgren det ridderlige akademies bogtrykker	1
lisbonne	1
vancouver	1
knivsta	1
teplitz schönau	1
v sanktpeterburge pri morskom šlachetnom kadetskom korpuse goda	1
upsaliæ apud b joh höjer	1
francof	1
tönning	1
pforzheim	1
alexandrie	1
lundæ mdcccxix literis berlingianis	1
bruken	1
holmiæ p norstedt filii mdcccxlv	1
helsingors	1
nangme godthåb	1
dreseden	1
regna	1
juuka	1
Newark	1
bloomington ind	1
dimashq	1
kinneved	1
neu strelitz	1
berkeley cal	1
cherbourg	1
uppsaliæ leffler	1
sthlm vendelsö	1
plön holstein	1
diklos	1
Eura	1
käkisalmessa	1
hannoverae svmtibvs nicolai foersteri bibliopolae avlici sacrae regiae maiestatis britannicae mdccxx	1
uppala	1
hildburghausen bei johann gottfried hanisch	1
baton rouge	1
speier	1
rudolfstadt	1
lipsiæ apud jo fridericum gleditsch m dcc iv	1
lipsiæ apud io friderici gleditschii b filivm mdccxxii	1
lipsiæ apud jo fridericum gleditsch m dcc viii	1
lipsiæ apud io fridericvm gleditsch m dcc vi	1
lipsiæ apud jo fridericum gleditsch mdcciii	1
kitee	1
aplared	1
lundæ mdcccxviii ex officina berlingiana	1
goettingue	1
<s l > schulze dean	1
Warrington	1
åbo kongl acad boktryckaren johan chr frenckell år	1
åbo directeuren kongl boktr stor förstendömet finland jacob merckell	1
åbo joh christoph frenckell kgl ac boktr	1
åbo directeuren kongl boktr i storförstendömet finland jacob merckel	1
aboæ typogr reg mag duc finland jacob merckell	1
aboæ johannes christophorus frenckell reg acad typogr	1
aboæ impress typogr reg magn duc finland jacob merckell	1
åbo frenckell	1
åbo c frenckell kongl acad boktr	1
hellesylt	1
saint lo	1
aboæ apud jo wall	1
noribergæ	1
akranesi	1
groningae	1
s<U+0307> gravenhage	1
la crosse wisconsin	1
denison ia	1
gardsjönäs	1
bergatorp	1
lumsheden	1
knivshult karlstorp	1
venersburgi	1
bandra	1
murnau münchen	1
lundæ gothorum	1
holmiæ keyserianis anno mdccxi	1
u zagrebu	1
bryn mawr penn	1
skenninge	1
zinkgrufvan	1
cesis	1
vesoul	1
amorbach	1
wien/stuttgart	1
spb	1
pecatana v moskve u f gippiusa goda	1
novi sad	1
kyiv	1
Archangelsk	1
norembergae	1
ronshausen bei bebra	1
havniæ ex calcographéo b joachimi schmidtgen ao	1
oxoniæ e theatro seldoniano an dom mdccxvi	1
norrköping bokhandlaren bohlin	1
göthen ahn	1
bucuresci	1
erevan	1
Bradford	1
woxna	1
saint brieuc	1
arosiæ joh l horrn consist reg gymn typog	1
holmiæ apud joh laur horrn reg antiqv archiv typogr	1
upsaliæ literis joh edman reg acad typogr	1
holmiæ historiogr regni	1
stockholmiæ laurentii ludovici grefingii	1
al qahira	1
rigæ	1
karlsbad	1
kiøbenhavn johan fridrik schultz	1
rendsburg	1
amberg	1
kustanja	1
samedan	1
mülheim am rhein	1
lundæ mdcccxviii literis berlingianis	1
upsaliæ l magn höjer reg acad typ	1
lpz gohlis	1
hildburghausen	1
mellösa	1
casale	1
prentet i kiøbenhaffn georg lamprecht paa joachim moltkens bekostning oc findis hannem til kiøbs aar m dc liii	1
münster westfalen	1
viennae	1
torgau	1
virkby	1
torun	1
courtrai	1
lörrach stetten	1
aboæ freckellianis mdcclxxxix	1
lundæ mdcccxx litteris berlingianis	1
lilla harrie	1
coquimbo	1
columbia	1
ephraim wis	1
upsaliæ joh fr edman reg acad typogr	1
halla ds	1
nestved	1
brookland	1
denver	1
lahore	1
freyberg bey craz und gerlach	1
Hanover NH	1
oxoniæ	1
coloniæ agrippinæ ex officina bernardi gvalthheri bibliopolæ m dc xxiix	1
New Brunswick NJ	1
weilburg	1
vexionae	1
hafniæ augusti friderici steinii	1
la laguna	1
guatemala	1
lipsiæ apvd haeredes iohannis grossii anno mdccxvii	1
kjøbenhavn og til kjøbs joh rud thiele	1
holmiæ reg typog hw	1
wetteren	1
combra	1
