"","publication_place","country","count","longitude","latitude","identity"
"873","Hardemo","Sweden",63,"59.106758","15.012291","Google"
"882","Håbo","Sweden",23,"59.6270714","17.452298","Google"
"893","Karlberg","Sweden",24,"59.4625","18.579444","Google"
"903","Kungsgarden","Sweden",38,"60.6074379","16.60293","Google"
"913","Norra Sandsjö","Sweden",11,"57.466936","14.7577702","Google"
"923","Nytorp","Sweden",1,"55.95","12.766667","Google"
"933","Södertäje","Sweden",72,"59.195363","17.625689","Google"
"943","Visingsborg","Sweden",22,"58.0491787","14.3431721","Google"
"953","Visingsö","Sweden",10,"58.0491787","14.3431721","Google"
"962","Ängby","Sweden",1,"59.34093","17.8948451","Google"
"973","Ängeholm","Sweden",3,"56.245748","12.8638809","Google"
"983","Lausanne","Switzerland",41,"46.5196535","6.6322734","Google"
"993","Neuchatel","Switzerland",10,"46.9899874","6.9292732","Google"
"1003","Augusta","USA",4,"33.4734978","-82.0105148","Google"
"1013","Brunswick Ma","USA",2,"43.9140162","-69.966996","Google"
"1023","Harbor Oh","USA",3,"41.5067173","-83.1465875","Google"
"1033","New York NY","USA",1081,"40.7127753","-74.0059728","Google"
"1043","Salem","USA",1,"42.51954","-70.8967155","Google"
"1051","USA","USA",4,"37.09024","-95.712891","Google"
"1063","Washington DC","USA",171,"38.9071923","-77.0368707","Google"
