author_name	author_birth	author_death	Count
Mecklin, J Ohan A Dolf	NA	NA	 1
Matérn, Carl Gustaf Von	NA	NA	 1
Massas, Ch Arles	NA	NA	 1
Martini, Martino	NA	NA	 1
Marracci, Hippolito	NA	NA	 1
Clausdotter, Margareta	1486	NA	 1
Marabotto, Antonio	NA	NA	 1
Manthey, Johann Daniel Timotheus	NA	NA	 1
Mangelsdorff, K Arl E Hregott	NA	NA	 1
Manderfeldt, Carl Johan	NA	NA	 1
Malmström, Mich	NA	NA	 1
Malmström, A	NA	NA	 1
Magnelius, Gabriel	NA	NA	 1
Meydell, Jacob Gerhard	NA	NA	 1
Maboth	NA	NA	 1
Löwenstein, Friedrich	NA	NA	 1
Lönnström, C Arl J Acob	NA	NA	 1
Loefling, Pehr	NA	NA	 1
Låstbom, Herman Af	NA	NA	 1
Lynar, Rochus Friedrich	NA	NA	 1
Lundström, Niclas	NA	NA	 1
Lundström, C A	NA	NA	 1
Lundquist, Bernhard Anders	NA	NA	 1
Lundborg, Ing Ad	NA	NA	 1
Lundblad, Jo Nas	NA	NA	 1
Lundahl, Magnus	NA	NA	 1
Lundahl, Johannes Laur	NA	NA	 1
Lund, Michel Caspar	NA	NA	 1
Lund, J	NA	NA	 1
Lund, Georg Henric	NA	NA	 1
Ascanius, Peder	NA	NA	 1
Friberger, Per Gustaf	NA	NA	 1
Friberg, Olof	NA	NA	 1
Artemidorus Botnicus, Olaus	NA	NA	 1
Arosien, Gustaf	NA	NA	 1
Bagge, Christian	NA	NA	 1
Baer, Frédéric Charles	NA	NA	 1
Lubersac De Livron, Charles François De	NA	NA	 1
Low, Johan	NA	NA	 1
Lorini, Jean De	NA	NA	 1
Baden, Gustaf Ludviq	NA	NA	 1
L'orange, Carl A	NA	NA	 1
Luqmān	NA	NA	 1
Lohman, Diedrich Johannes	NA	NA	 1
Ljungh, Swen Ingemar	NA	NA	 1
Lizell, Johan Fredrik	NA	NA	 1
Livin, C M	NA	NA	 1
Linperch, Pieter	NA	NA	 1
Lindwall, Johan	NA	NA	 1
Lundqvist, Johan Henric	NA	NA	 1
Lindquist, Johan Henrik	NA	NA	 1
Lindhult, Daniel Erik	NA	NA	 1
Lindheim, Simon	NA	NA	 1
Lindh, G	NA	NA	 1
Lindberg, P	NA	NA	 1
Lindberg, Nikolas	NA	NA	 1
Liljenroth, Pehr Isac	NA	NA	 1
Lilljestråle, Joachim Wilhelm	NA	NA	 1
Lilljestråle, Joachim Vilhelm	NA	NA	 1
Lilljestråle, Joachim Wilhelm Bröms	NA	NA	 1
Liljestråle, Gustaf	NA	NA	 1
Lillienstråle, Joachim Wilhelm	NA	NA	 1
Lilliehöök, Nils	NA	NA	 1
Lilius, Henrik G	NA	NA	 1
Lidell, Johan Martin	NA	NA	 1
Lévis, Pierre Marc Gaston De	NA	NA	 1
Lidbeck, Andreas	NA	NA	 1
Levaillant, François	NA	NA	 1
Leuthmark, L g	NA	NA	 1
Less, Gottfrid	NA	NA	 1
Le Scène Desmaisons, Jacques	NA	NA	 1
Léonhardi, Johann Gottfried	NA	NA	 1
Leonhardi, Johann Gottfried	NA	NA	 1
Lenander, Johannes J	NA	NA	 1
Le Long, Isaak	NA	NA	 1
Leksell, Karl Magnus	NA	NA	 1
Lehndorf-bandels, August Adolph Leopold Von	NA	NA	 1
Lehndorf-bandels, A A Von	NA	NA	 1
Clerc, Le	NA	NA	 1
Lautier, J B	NA	NA	 1
Salle, La	NA	NA	 1
Latocnaye, De Bougrenet De	NA	NA	 1
Larsson, Täpp Matts	NA	NA	 1
Lantingshausen, Jakob Albrecht Von	NA	NA	 1
Langle, Jean Marie Jérome Fleuriot Marquis De	NA	NA	 1
Lange, Lorenz	NA	NA	 1
Lange, Nikolaus Bendix	NA	NA	 1
Landtmanson, Johan Petter	NA	NA	 1
Lamér, Magnus	NA	NA	 1
Lanærus, Anders	NA	NA	 1
Lamotraye, Aubry De	NA	NA	 1
Laloüé De Mont-louis, Nicolas	NA	NA	 1
Lagerwall, Magnus	NA	NA	 1
Lagerstråle, Pehr Gustaf	NA	NA	 1
Lagercrona, Anders	NA	NA	 1
Lackmann, Adam Heinrich	NA	NA	 1
Köpf, Daniel Von	NA	NA	 1
Königsberg, Carl Magnus	NA	NA	 1
Königstedt, C W	NA	NA	 1
Königsfeldt, Mathias	NA	NA	 1
König, Pehr	NA	NA	 1
König, Johan Gerhard	NA	NA	 1
Kölmark, Peter	NA	NA	 1
Kullander, Nicolaus	NA	NA	 1
Kühl, J L	NA	NA	 1
Krzewski, Abraham	NA	NA	 1
Kruskopf, Jonas	NA	NA	 1
Krusenstjerna, Philipp Crusius Von	NA	NA	 1
Kruse, Nils Rudolf	NA	NA	 1
Kruse, Ernst Christian	NA	NA	 1
Kreander, Johannes	NA	NA	 1
Kopetz, Martin Adolph	NA	NA	 1
Kolomodin, Olof D y	NA	NA	 1
Kohl Von Hirschwald, J G	NA	NA	 1
Kock, Johan F	NA	NA	 1
Knidstedt, Johan Nils	NA	NA	 1
Kniberg, A F Astron Observator	NA	NA	 1
Klingvall, Jacob Gustaf	NA	NA	 1
Klingberg, Carl	NA	NA	 1
Klinckowström, Gustaf Von	NA	NA	 1
Klewerström, Simon Henrik	NA	NA	 1
Klein, Carl Ernst	NA	NA	 1
Kjerrulf, Martin	NA	NA	 1
Klüwer, Lorenz Diderich	NA	NA	 1
Lamotte, A	NA	NA	 1
Kjellin, Erik Adolf	NA	NA	 1
Kirchhoff	NA	NA	 1
Kiszka, Stanislaw	NA	NA	 1
King, Löjtnant	NA	NA	 1
Kihlström, Erik	NA	NA	 1
Kihlström, E	NA	NA	 1
Kihlstedt, Carl Olof	NA	NA	 1
Kempe, Johan	NA	1806	 1
Kemnitius, Johannes	NA	NA	 1
Katterfeld, Herman Ehrenfest	NA	NA	 1
Karlström, Olof Johansson	NA	NA	 1
Kalm, Matthias	NA	NA	 1
Kahl, Achatius Johan	NA	NA	 1
Jörling, Carl A	NA	NA	 1
Juringius, Edmund	NA	NA	 1
Jungschultz Von Roebern, Johann Sigmund	NA	NA	 1
Junebeck, Erland	NA	NA	 1
Journal För Handel, Slöjd Och Konst	NA	NA	 1
Johansson, Johan	NA	NA	 1
Jenisch, Daniel	NA	NA	 1
Janzon, Laurentius	NA	NA	 1
Jahn, Cajetan August	NA	NA	 1
Jacobi, Johann Georg Friedrich	NA	NA	 1
Jacobsen, Friedrich Johann	NA	NA	 1
Izarn, Joseph	NA	NA	 1
Iser, Johannes D y Kyrkoherde F	NA	1737	 1
Innocentius Viii, Påve	NA	NA	 1
Ilström, Johan	NA	NA	 1
Illiger, Johan Carl Wilhelm	NA	NA	 1
Ignatius, Bengt Jakob	NA	NA	 1
Idman, Nils	NA	NA	 1
Hörnigk, Ludwig Von	NA	NA	 1
Hörnick, Adam Gottfried	NA	NA	 1
Höök, Pet Schv	NA	NA	 1
Hoegh, Hans Jörgen Christian	NA	NA	 1
Hägg Petersson, Carl Gustaf	NA	NA	 1
Hårleman, Paco	NA	NA	 1
Kjellberg, Johan Peder	NA	NA	 1
Hyckert, Johan Fredrik	NA	NA	 1
Huss, Haquin	NA	NA	 1
Husberg, Nils	NA	NA	 1
Hunter, William	NA	NA	 1
Hummel, Johann Christoph Friedemann	NA	NA	 1
Hügel, F Freiherr Von	NA	NA	 1
Hougberg, Wilhelm	NA	NA	 1
Horner, Birgitta Catharina	NA	NA	 1
Horn, Carl Fredrik	NA	NA	 1
Hommel, Carl Ferdinand	NA	NA	 1
Holtzkamp, Joan	NA	NA	 1
Holmström, Johan Olof	NA	NA	 1
Holmgrén, Wilhelm Fabian	NA	NA	 1
Holmgren, O Brukspatron	NA	NA	 1
Holmén, Bengt P	NA	NA	 1
Holmdahl, Salomon	NA	NA	 1
Holmberger, Peter	NA	NA	 1
Holmberger, Pehr	NA	NA	 1
Holmberg, Michael	NA	NA	 1
Holmberg, And	NA	NA	 1
Holm, E G	NA	NA	 1
Hohenhausen, Michael Silvius Von	NA	NA	 1
Hohburg, Philipp	NA	NA	 1
Hoare, Richard Colt	NA	NA	 1
Hierta, Johan Gustaf	NA	NA	 1
Hierta, Fredrik Georg	NA	NA	 1
Hjerta, Fredrik Georg Larsson	NA	NA	 1
Hjerpe, Samuel	NA	NA	 1
Hindmarsh, Robert	NA	NA	 1
Hindbeck, Olof	NA	NA	 1
Hillman, Isac E	NA	NA	 1
Hickes, George	NA	NA	 1
Heylmann, Philip Ludwig	NA	NA	 1
Heurlin, Samuel	NA	NA	 1
Heublein, Carl Jacob	NA	NA	 1
Hesslén, Nils	NA	NA	 1
Herveghr, Daniel	NA	NA	 1
Herodotos	NA	NA	 1
Hermann, G F	NA	NA	 1
Hérault De Séchelles, Marie Jean	NA	NA	 1
Henricpetri, Adam	NA	NA	 1
Henninges, Hieronymus	NA	NA	 1
Hennings, August Adolph Friedrich	NA	NA	 1
Henley, John	NA	NA	 1
Henderson, Andrew	NA	NA	 1
Henckel, Balthasar	NA	NA	 1
Helwig, Hans Friederich	NA	NA	 1
Hellström, Anders	NA	NA	 1
Hellenius, Pehr Olofsson	NA	NA	 1
Helledaij, Johan Hinz	NA	NA	 1
Heinricius, Gabriel	NA	NA	 1
Heide, Lars Larsen	NA	NA	 1
Hegewisch, Dietrich Herrmann	NA	NA	 1
Hedman, Abraham	NA	NA	 1
Hedler, Johann Christian	NA	NA	 1
Hederstjerna, Erland	NA	NA	 1
Hedenström, Johan	NA	NA	 1
Hebbe, John Gustaf	NA	NA	 1
Hasselberg, Johan Danielsson	NA	NA	 1
Hartmann, Johann Adolph	NA	NA	 1
Harmens, Gustav	NA	NA	 1
Hanzely, Carl Joseph	NA	NA	 1
Hanson, Peter Treschow	NA	NA	 1
Hansen, A C	NA	NA	 1
Hammar, A J	NA	NA	 1
Hamilton, George	1868	NA	 1
Hales, Stephan	NA	NA	 1
Hagström, Maria C	NA	NA	 1
Haggren, Lars Christ	NA	NA	 1
Haggren, Lars Chr	NA	NA	 1
Hagerup, Mathias	NA	NA	 1
Hagenow, Friedrich Von	NA	NA	 1
Hagen, Lorenz	NA	NA	 1
Hagemeister, Emanuel Frederic	NA	NA	 1
Hagelgans, Johann Georg	NA	NA	 1
Hadley, Johan	NA	NA	 1
Haafner, Jacob	NA	NA	 1
Götlin, Lars Erik	NA	NA	 1
Görges, C W	NA	NA	 1
Gödel, Johann Wilhelm Von	NA	NA	 1
Gyllensvan, Friedrich	NA	NA	 1
Gyllenspetz, Franz Fredric	NA	NA	 1
Gvadányi, József	NA	NA	 1
Guts Muths, Johann Christoph Friedrich	NA	NA	 1
Gustafsson, Martin	NA	NA	 1
Gunnerus, Johan Ernst	NA	NA	 1
Gullander, Pehr	NA	NA	 1
Guldbrand, Gabriel	1788	NA	 1
Guldberg, Ove Emmerich Höegh	NA	NA	 1
Gude, Gottlob Friedrich	NA	NA	 1
Grönbergh, Andreas Nicolaus	NA	NA	 1
Gräve, H Gottlob	NA	NA	 1
Graedener, Friederich Adolph	NA	NA	 1
Grote, Thomas Von	NA	NA	 1
Grubbens, Michael Af	NA	NA	 1
Grubb, Michael	NA	NA	 1
Groth, Fromhold Torsten	NA	NA	 1
Grill, Claes	NA	NA	 1
Gripenberg, Johan Ulrik Sebastian	NA	NA	 1
Greiffe	NA	NA	 1
Greiff, Johan Ludvig Von	NA	NA	 1
Green, George	NA	NA	 1
Grauer, B	NA	NA	 1
Grant, W	NA	NA	 1
Gralath, Daniel	NA	NA	 1
Graglia, C	NA	NA	 1
Goujet, Claude Pierre	NA	NA	 1
Gottmark, Johan	NA	NA	 1
Gottmarck, Jahan	NA	NA	 1
Gomes Silva Leao, Antonio	NA	NA	 1
Goes, Damiao De	NA	NA	 1
Goeteeris, Anthonis	NA	NA	 1
Goës, Axel Fredrik	NA	NA	 1
Glafey, Adam Friedrich	NA	NA	 1
Gjers, Carl Robert	NA	NA	 1
Giesebrecht, Ludwig	NA	NA	 1
Gierdrum, Ole	NA	NA	 1
Gestynsky, Andrzej	NA	NA	 1
Gestrin, Samuel	NA	NA	 1
Gestrich, Jonas Samuel	NA	NA	 1
Gerbier, Balthazar	NA	NA	 1
Gerschau, Peter Von	NA	NA	 1
Gerdes, Joh	NA	NA	 1
Genberg, Olof	NA	NA	 1
Gelieu, Jonas De	NA	NA	 1
Geisler, Erik	NA	NA	 1
Geete, Carl Johan	NA	NA	 1
Geete, Adolf Sebastian	NA	NA	 1
Gedda, Anders	NA	NA	 1
Gebhardi, Carl August	NA	NA	 1
Gaupp, Johann	NA	NA	 1
Gaslander, Johan	NA	NA	 1
Gartman, Eric	NA	NA	 1
Galster, Georg	NA	NA	 1
Gagarin, Paul Gawilowitsch	NA	NA	 1
Gahn, Carl Pontus	NA	NA	 1
Fröling, Magnus Samuel	NA	NA	 1
Frölich, öfverstelöjtnant	NA	NA	 1
Frosterus, Johan	NA	NA	 1
Frosterus, Eric	NA	NA	 1
Fristedt, Andreas S	NA	NA	 1
Fritz, Isak	NA	NA	 1
Fritz, Anton Günter	NA	NA	 1
Frisi, Paolo	NA	NA	 1
Frigelius, Peter	NA	NA	 1
Friis, Jörgen	NA	NA	 1
Friesendorff, Fredrik Von	NA	NA	 1
Friesendorff, Adolf Ludvig Von	NA	NA	 1
Friedrich	NA	NA	 1
Friedrich Ii, Konung Af Preussen	NA	NA	 1
Freudenthal, G	NA	NA	 1
Fredrik	NA	NA	 1
Fougué, Freidrich Heinrich Karl De La Motte	NA	NA	 1
Fortis, Giovanni Battista	NA	NA	 1
Fortia De Piles, Alphonse Toussaint Joseph Andre Marie Marseille	NA	NA	 1
Fortelius, Petrus Gabrielsson	NA	NA	 1
Forstmann, Johann Gangholf Wilhelm	NA	NA	 1
Forssenius, Anders Håkansson	NA	NA	 1
Forsander, Johan	NA	NA	 1
Forgeot, Nicolas Jules	NA	NA	 1
Forelius, Lars	NA	NA	 1
Fontell, August Gideon	NA	NA	 1
Flygare, Gustaf	NA	NA	 1
Floræus, Jonas	NA	NA	 1
Flensburg, Wilhelm	NA	NA	 1
Fleming, Gustaf Adolf	NA	NA	 1
Fjellström, Per	NA	NA	 1
Fiskerström, Ander J	NA	NA	 1
Fischerström, Per Johan	NA	NA	 1
Ferrières-sauveboeuf, Louis François Comte De	NA	NA	 1
Fischer, Jacob Benjamin	NA	NA	 1
Fenouillot De Falbaire, De Quingey	NA	NA	 1
Fast, Carl Johan	NA	NA	 1
Fant, Johan Mikael	NA	NA	 1
Fant, Georg Fredrik	NA	NA	 1
Fant, Carl Johan	NA	NA	 1
Hiöring, Anders Matthisen	NA	NA	 1
Falck, Jacob Gustaf	NA	NA	 1
Falck, Anton Reinhard	NA	NA	 1
Fahlberg, Algot	NA	NA	 1
Fabricius, Johann Christian	NA	NA	 1
Evelius, Jonas	NA	NA	 1
Etienne, Charles Guillaume	NA	NA	 1
Karl Johann, Kronprinz	NA	NA	 1
Estlund, Olof	NA	NA	 1
Essbjörnsson, Jeremias	NA	NA	 1
Ernst, Lantgreve Av Hessen-rheinfels	NA	NA	 1
Erman, Jean Pierre	NA	NA	 1
Epicharmos	NA	NA	 1
Epremesnil, Jacques Duval D'	NA	NA	 1
Engelbrecht, Herman Heinrich	NA	NA	 1
Engelbrecht, Herman Heinrich Von	NA	NA	 1
Engel, Johann Jakob	NA	NA	 1
Elofson, Sven	NA	NA	 1
Elmén, Pehr	NA	NA	 1
Ellis, John	NA	NA	 1
Eliander, Claes Håkansson	NA	NA	 1
Elg, Simon Christoffer	NA	NA	 1
Elfvendahl, Petrus	NA	NA	 1
Elffors, Matthias	NA	NA	 1
Ekmark, Lars	NA	NA	 1
Ekman, Anders S	NA	NA	 1
Ekelund, Peter P	NA	NA	 1
Ekelund, P P	NA	NA	 1
Ekeblom, Olof Andreae F	NA	1784	 1
Ekbæck, And	NA	NA	 1
Einarsson, Halfdán	NA	NA	 1
Ehrström, Erik Gustaf	NA	NA	 1
Ehrenswärd, Gustaf Johan	NA	NA	 1
Ehrenreich, Johann Eberhard Ludwig	NA	NA	 1
Ehrenmalm, Georg	NA	NA	 1
Ehrengranat, Aron Leuchovius	NA	NA	 1
Eggertz, Gustaf	NA	NA	 1
Eger, Johann Gottfried	NA	NA	 1
Edenhjelm, Gillis	NA	NA	 1
Edelfeldt, Johan Gustaf	NA	NA	 1
Edelcrona, Isaac Askegren	NA	NA	 1
Horst, Georg Conrad	NA	NA	 1
Karl	NA	NA	 1
Jones, George Matthew	NA	NA	 1
Haverkamp, J	NA	NA	 1
Hansen, J	NA	NA	 1
Forsselles, J h Af	NA	NA	 1
Eben, Frederic	NA	NA	 1
Duval-pyrau, L'abbé	NA	NA	 1
Duvaerus, Jacob	NA	NA	 1
Duve, Joh H	NA	NA	 1
Dusén, Carl Johan	NA	NA	 1
Duport-dutertre, François Joachim	NA	NA	 1
Du Ponceau, Peter S	NA	NA	 1
Du Paty, Charles Marguerite Jean Baptiste Mercier	NA	NA	 1
Dunér, Nils	NA	NA	 1
Du Cros, Joseph Auguste	NA	NA	 1
Dufresne De Francheville, André	NA	NA	 1
Du Coudray, Alexandre Jacques	NA	NA	 1
Düben, Carl Wilhelm Von	NA	NA	 1
Dryander, J	NA	NA	 1
Drufva, Gerhard Störning	NA	NA	 1
Drotty, Friedrich	NA	NA	 1
Dreyer, Johann Carl Heinrich	NA	NA	 1
Drangel, Emanuel	NA	NA	 1
Dorow, Wilhelm	NA	NA	 1
D'ohsson, Ignatius Mouradgea	NA	NA	 1
D'ohsson, Abraham Canstantin Mouradgea	NA	NA	 1
Cretensis, Dictys	NA	NA	 1
Desforges, Pierre Jean Baptiste Choudard Dit	NA	NA	 1
De Lisle, Guillaume	NA	NA	 1
Delambre, Jean Baptiste Joseph	NA	NA	 1
Deckberg, Olaus	NA	NA	 1
Darin, Lars Johan	NA	NA	 1
Danielsson, Håkan	NA	NA	 1
Dandenelle, Noach Georg	NA	NA	 1
Dalman	NA	NA	 1
Dal, Nils Hufvudsson	NA	NA	 1
Dahl, Pehr	NA	NA	 1
Dabelow, Christoph Christian	NA	NA	 1
Crysologus, Pseud	NA	NA	 1
Crusius, Christopher	NA	NA	 1
Cronstedt, Olof Leonard	NA	NA	 1
Croke, Alexander	NA	NA	 1
Cristiernin, Harald Af	NA	NA	 1
Crælius, Magnus Gabriel	NA	NA	 1
Coupé De Saint-donat, Alexandre Auguste Donat Magloire	NA	NA	 1
Costigan, Arthur William	NA	NA	 1
Corvin, Johan	NA	NA	 1
Coninck, Louis Charles Fredrik De	NA	NA	 1
Comazzi, Giambattista	NA	NA	 1
Collin, Jonas	NA	NA	 1
Colldén, Olof Jonas	NA	NA	 1
Clemens, J A	NA	NA	 1
Christiernin, Johannes	NA	NA	 1
Christenson, Bengt	NA	NA	 1
Chaves, H C	NA	NA	 1
Chaussard, Pierre Jean Baptiste Publicola	NA	NA	 1
Charpentier-cossigny, Joseph François	NA	NA	 1
Charlier, Bengt Fabian De	NA	NA	 1
Chapman, Frederik Henric Af	NA	NA	 1
Chalecki De Chalec, Adam	NA	NA	 1
Castens, Carl Fredrik	NA	NA	 1
Pons De Castelvi, Fabricio	NA	NA	 1
Cassiodorus	NA	NA	 1
Cassan	NA	NA	 1
Wälment, Casper	NA	NA	 1
Casström, Samuel Niclas	NA	NA	 1
Casström, Jacob Anders	NA	NA	 1
Cassini, Jaques	NA	NA	 1
Carr, William	1600	NA	 1
Carp, Jacob Arndt	NA	NA	 1
Carlsson, John Gustaf Von	NA	NA	 1
Caroc, Georg Adolph	NA	NA	 1
Carlsson, Anders Johan	NA	1829	 1
Kallimachos	NA	NA	 1
Calvisius, Seth Henrik	NA	NA	 1
Cadet De Vaux, Antoine Alexis	NA	NA	 1
Båld, Anders A	NA	NA	 1
Buschendorf, Karl Friedrich	NA	NA	 1
Burmester, Johan Henric	NA	NA	 1
Burenstam, Fredrik	1782	NA	 1
Burenskiöld, Fale Henrik	NA	NA	 1
Burchard, Johann Friedrich Theodor	NA	NA	 1
Burchard, Ernestus Fridericus	NA	NA	 1
Bunsen, Christian	NA	NA	 1
Bundy, Carl Henric	NA	NA	 1
Brydolf, Erik Gustaf	NA	NA	 1
Bruncrona, Nils Abraham	NA	NA	 1
Brumbey, Carl Wilhelm	NA	NA	 1
Brinkman, Karl Gustaf Von	NA	NA	 1
Brereton, Henry	NA	NA	 1
Breitholdtz, Claes Josef	NA	NA	 1
Bredsdorff, Jacob Hornemann	NA	NA	 1
Braun, Johannes	NA	NA	 1
Bratt, Benjamin H	NA	NA	 1
Brant, P	NA	NA	 1
Brandt, Johan Alexander	NA	NA	 1
Brandt, Christian H	NA	NA	 1
Boyer, Abel	NA	NA	 1
Boy, Johan Fredric	NA	NA	 1
Bougeant, Guillaume Hyacinthe	NA	NA	 1
Boudier De Villermet, Pierre Joseph	NA	NA	 1
Bouck, Carl Fredrik	NA	NA	 1
Bossi, Louis	NA	NA	 1
Bose, Georg Matthias	NA	NA	 1
Born, Ignatz Von	NA	NA	 1
Borgo, Pietro Battista	1649	NA	 1
Borggren, Frans A	NA	NA	 1
Bonsdorff, Pehr Adolf Von	NA	NA	 1
Bonnet, Charles	NA	NA	 1
Bonaparte	NA	NA	 1
Boling, Petrus	NA	NA	 1
Boye, Ludvig	NA	NA	 1
Bohsack, Berndt J	NA	NA	 1
Bohsack, Berendt Joch	NA	NA	 1
Blomberg, Carl Johann	NA	NA	 1
Blomqvist, Gustaf	NA	NA	 1
Blomberg, Karl Johann Von	1700	NA	 1
Block, Magnus Gabriel	NA	NA	 1
Blix, Magnus	NA	NA	 1
Bliberg, Petrus	NA	NA	 1
Blad, Anders	NA	NA	 1
Björkman, Samuel Christ	NA	NA	 1
Björkman, Samuel Chris	NA	NA	 1
Björkman, Fredrik Adolf	NA	NA	 1
Björkman, Carl Fredrik	NA	NA	 1
Björck, Erik Tobiæ	NA	NA	 1
Björck, Elias Daniel	NA	NA	 1
Bjelke, Nils Adam	NA	NA	 1
Bisterfeld, Johann Heinrich	NA	NA	 1
Bischof, Carl August	NA	NA	 1
Bildt, Daniel Fredric	NA	NA	 1
Biederstedt, Diedrich Hermann	NA	NA	 1
Bethe, Johann Christian Jacob	NA	NA	 1
Bessing, Magnus Peter	NA	NA	 1
Bertholdi, Johann	NA	NA	 1
Berndtson, Edward	NA	NA	 1
Berkenmeijer, B N	NA	NA	 1
Bergh, Mathias Munk	NA	NA	 1
Champigny, Jean Charles De	NA	NA	 1
Seitz, Johann Christian	1735	NA	 1
Berger, H A M	NA	NA	 1
Bergenstråhle, Axel Wilhelm	NA	NA	 1
Bergelin, Johan	NA	NA	 1
Bergami, Bartolomeo	NA	NA	 1
Berg, Jens Christian	NA	NA	 1
Bergström, Erik	NA	NA	 1
Begsten, Carl	NA	NA	 1
Begtrup, Gregers Otto Bruun	NA	NA	 1
Beenfesdt, H G	NA	NA	 1
Bech, Frederik Julius	NA	NA	 1
Baumeister, Friedrich Christian	NA	NA	 1
Bastide, Jean-françois De	NA	NA	 1
Bartoli, Giuseppe	NA	NA	 1
Barker, James N	NA	NA	 1
Sommelius, Andreas Brenner	NA	NA	 1
Bardilli, J W	NA	NA	 1
Bellin De La Liborliére, Louise François Marie	NA	NA	 1
Běljaev, Osip	NA	NA	 1
Belanger, Louis	NA	NA	 1
Bellander, O A	NA	NA	 1
Balthasar, Augustinus	NA	NA	 1
Aurelius, Andreas Petri	NA	NA	 1
Askelöf, Johan	NA	NA	 1
Antraigues, Emmanuel Louis Henri De Launay	NA	NA	 1
Antillon, Isodore De	NA	NA	 1
Almquist, Johan Magnus	NA	NA	 1
Almqvist, Joh	NA	NA	 1
Algren, Sven	NA	NA	 1
Alegren, Johan	NA	NA	 1
Adelheim, Johan	NA	NA	 1
Adler, Fr Chr	NA	NA	 1
Aikin, John	NA	NA	 1
Ahlbory, Levin P	NA	NA	 1
Agricola	NA	NA	 1
Agardth, Carl Adolf	NA	NA	 1
Agapetus, Påve	NA	NA	 1
Aejmelæus, Johannes	NA	NA	 1
Bruzelius, Johan	NA	NA	 1
Bruzelius, Arvid Sture	NA	NA	 1
Bruun, Martin	NA	NA	 1
Brusenius, Pehr	NA	NA	 1
Arfvidsson, Christian	NA	NA	 1
Aretin, Johann Christoph Von	NA	NA	 1
Ziervogel, Johan Martin	NA	1701	 1
Sithon, David	NA	NA	 1
Kylander, Joel Jonae	1610	NA	 1
Christelius, Johannes	1600	NA	 1
Bysing, Carl Von	1600	NA	 1
Boldman, Petter	1600	NA	 1
Andstedius, Ericus Johannis	1600	NA	 1
örnevinge, Johan Gustafsson	1686	NA	 1
Zynthus, Henricus Henrici	1600	NA	 1
Zotherus, Andreas Andreae	1600	NA	 1
Zimmermann, Ernestus	1600	NA	 1
Zadhelerus, Marcus Pauli	1600	NA	 1
Zader, Hans Christoff Von	1600	NA	 1
Wäst, Georgius Michaelis	1678	NA	 1
Wollimhaus, Simon	1658	NA	 1
Witfoot, Johannes Joachimi	1600	NA	 1
Wismenius, Jonas Laurentii	1652	NA	 1
Wilstadius, Jacobus	1600	NA	 1
Widman, Johan	1600	NA	 1
Wickenberg, Jonas Petri	1600	NA	 1
Wichaeus, Mathias	1694	NA	 1
Wibergius, Ericus Erici	1600	NA	 1
Andreæ, Magnus	1658	NA	 1
Westhius, Johannes Magni	1647	NA	 1
Westhius, Johannes Johannis	1600	NA	 1
Westhius, Jacobus Magni	1634	NA	 1
Wennaerus, Magnus Svenonis	1642	NA	 1
Wendalius, Nicolaus Erici	1661	NA	 1
Welper, Eberhard	1600	NA	 1
Wegelin, Josua	1640	NA	 1
Watz, Anthonius	1600	NA	 1
Wattrang, Michael Johannis	1657	NA	 1
Wassonius, Johannes Johannis	1600	NA	 1
Wargius, Martinus Andreae	1600	NA	 1
Wargh, Johannes Laurentii	1600	NA	 1
Wargentin, Henricus Joachimi	NA	NA	 1
Wallius, Andreas Erici	1600	NA	 1
Wallerius, Nicolaus Nicolai	1704	NA	 1
Wallerius, Laurentius Erici	1662	NA	 1
Walenius, Achatius Samuelis	1600	NA	 1
Vinebergerus, Johannes Christophorus	1600	NA	 1
Vigius, Laurentius Jonae	1694	NA	 1
Vigelius, Laurentius Olai	1672	NA	 1
Vigaeus, Magnus	1634	NA	 1
Vellerius, Jacobus Bergeri	1683	NA	 1
Vallander, Petrus Johannis	1690	NA	 1
Valdalin, Terkel Christenson	NA	NA	 1
Uraelius, Faderus Arvidi	1662	NA	 1
Ungius, Olaus Simonis	1600	NA	 1
Ulstadius, Andreas Andreae	1668	NA	 1
Ulmerus, Petrus Nicolai	1652	NA	 1
Wulfila	NA	NA	 1
Törning, Lars Danielsson	1685	NA	 1
Türingh, Christophorus Laurentii	1600	NA	 1
Tyblaeus, Jacobus Andreæ	1600	NA	 1
Turdinus, Jonas Jonae	1600	NA	 1
Turdinus, Axelius Nicolai	1600	NA	 1
Tunius, Ericus Erici	1694	NA	 1
Tunius, Andreas Erici	1600	NA	 1
Tränckner, Johann Heinrich	1600	NA	 1
Trifolin, Haqvinus Petri	1600	NA	 1
Treuderus, Abel Larsson	1600	NA	 1
Tremulander, Andreas Andreae	1669	NA	 1
Tranander, Ericus Benedicti	1661	NA	 1
Tranaeus, Johan Gottskalck	1718	NA	 1
Torschen, Ericus Claudii	1600	NA	 1
Tolle, Johannes Gilij	1600	NA	 1
Thylort, John	1600	NA	 1
Thuronius, Johannes	1701	NA	 1
Thunander, Jonas Petri	1600	NA	 1
Vikingsson, Thorsten	NA	NA	 1
Thorinus, Jacobus Andreae	1696	NA	 1
Thomae, Ericus	1620	NA	 1
Thomae, Ericus	1600	NA	 1
Thelning, Olof Eriksson	1600	NA	 1
Tesauro Thesaurus, Emanuele	NA	1678	 1
Teppati, Blasius Ludovicus	1676	NA	 1
Teeth, Iwarus Iwari	1600	NA	 1
